ID;Nom;EAN;Mon Prix Achat HT;Mon Prix Vente TTC;Mon Coef;Ma Marge Brute %;Prix Min Marché;Prix Max Marché;Prix Moyen Marché;3 Reliques;4 Maisons;Wizard Shop;2 Balais;Conseil
"1172";"HARRY POTTER - IV - HARRY POTTER ET LA COUPE DE FEU (KAY)";"J00669";"31.51";"47.50";"1.51";"20.4%";"49.50";"75.00";"66.50";"49.50";"74.99";"75.00";"-";"Marge faible (Vérifier)"
"1173";"HARRY POTTER ET LE PRISONNIER D'AZKABAN - POUFSOUFFLE";"J01627";"18.91";"28.50";"1.51";"20.4%";"28.50";"42.50";"35.50";"42.50";"-";"28.50";"-";"Marge faible (Vérifier)"
"1174";"HARRY POTTER A L'ECOLE DES SORCIERS - I - POUFSOUFFLE";"J00845";"16.25";"24.50";"1.51";"20.4%";"37.50";"37.50";"37.50";"37.50";"-";"-";"-";"Opportunité (Augmenter !)"
"1175";"HARRY POTTER A L'ECOLE DES SORCIERS - I - SERDAIGLE";"J00846";"16.25";"24.50";"1.51";"20.4%";"37.50";"37.50";"37.50";"37.50";"-";"-";"-";"Opportunité (Augmenter !)"
"1176";"HARRY POTTER ET LE PRISONNIER D'AZKABAN - SERPENTARD";"J01628";"18.91";"28.50";"1.51";"20.4%";"28.50";"42.50";"35.50";"42.50";"-";"28.50";"-";"Marge faible (Vérifier)"
"1177";"HARRY POTTER ET LA COUPE DE FEU - POUFSOUFFLE";"J01631";"20.90";"31.50";"1.51";"20.4%";"31.50";"74.99";"52.00";"49.50";"74.99";"31.50";"-";"Marge faible (Vérifier)"
"1178";"GUIDE CINEMA - T01 - HARRY POTTER";"A63683";"5.91";"8.90";"1.51";"20.3%";"8.90";"8.90";"8.90";"-";"8.90";"-";"-";"Marge faible (Vérifier)"
"1180";"HARRY POTTER ET LA CHAMBRE DES SECRETS - II - SERPENTARD";"J01624";"17.58";"26.50";"1.51";"20.4%";"37.50";"37.50";"37.50";"37.50";"-";"-";"0.00";"Opportunité (Augmenter !)"
"1183";"Collier Retourneur de temps immobile 20 mm";"EWNX0100";"5.75";"12.99";"2.26";"46.9%";"11.90";"24.90";"16.60";"11.90";"12.99";"24.90";"0.00";"RAS"
"1185";"Set 10 bougies Anniversaire logo Harry potter";"CR4205";"4.45";"8.95";"2.01";"40.3%";"9.50";"10.99";"10.25";"-";"10.99";"9.50";"-";"Marge faible (Vérifier)"
"1194";"Porte-clés peluche - Niffleur";"CR2738";"4.30";"9.95";"2.31";"48.1%";"25.90";"25.90";"25.90";"25.90";"-";"-";"0.00";"Opportunité (Augmenter !)"
"1201";"Sculpture Hedwige";"NN7876";"45.50";"89.95";"1.98";"39.3%";"89.90";"89.95";"89.93";"89.90";"-";"89.95";"-";"Marge faible (Vérifier)"
"1207";"Mug avec sous-verre Crests";"GP85471";"5.55";"12.00";"2.16";"44.5%";"Infinity";"-Infinity";"NaN";"-";"-";"-";"0.00";"Trop cher (Baisser !)"
"1208";"Mug avec sous-verre Gringotts";"GP85470";"5.55";"12.00";"2.16";"44.5%";"Infinity";"-Infinity";"NaN";"-";"-";"-";"0.00";"Trop cher (Baisser !)"
"1216";"Set de papeterie Hogwarts";"PP4234HPV2";"4.39";"9.90";"2.26";"46.8%";"7.90";"7.90";"7.90";"-";"-";"7.90";"0.00";"Trop cher (Baisser !)"
"1221";"Peluche bébé Niffleur gris";"NN8002";"12.35";"24.95";"2.02";"40.6%";"24.95";"24.99";"24.97";"-";"24.99";"24.95";"-";"Marge faible (Vérifier)"
"1222";"Peluche Buck";"NN8877";"23.40";"44.95";"1.92";"37.5%";"44.95";"46.90";"45.61";"46.90";"44.99";"44.95";"0.00";"Marge faible (Vérifier)"
"1225";"Boucles d’oreilles philtre d’amour";"EWES0053";"3.75";"8.99";"2.40";"49.9%";"24.90";"24.90";"24.90";"24.90";"-";"-";"-";"Opportunité (Augmenter !)"
"1226";"Pull de Quidditch Serpentard";"CR1522";"21.50";"44.95";"2.09";"42.6%";"44.90";"44.99";"44.95";"44.90";"44.99";"-";"-";"Marge faible (Vérifier)"
"1227";"Pull de Quidditch Gryffondor";"CR1521";"21.50";"44.95";"2.09";"42.6%";"44.90";"44.99";"44.95";"44.90";"44.99";"-";"-";"Marge faible (Vérifier)"
"1228";"Sac cabas Carte du Maraudeur";"CR2470";"14.50";"29.95";"2.07";"41.9%";"3.90";"34.90";"19.40";"3.90";"-";"34.90";"0.00";"Marge faible (Vérifier)"
"1229";"Echarpe - Poudlard";"CR1010";"9.75";"22.00";"2.26";"46.8%";"14.90";"21.99";"18.45";"14.90";"21.99";"-";"0.00";"RAS"
"1235";"Bague vif d'or en acier inoxydable";"ESSR0004";"6.90";"14.99";"2.17";"44.8%";"16.90";"16.90";"16.90";"-";"16.90";"-";"-";"Opportunité (Augmenter !)"
"1239";"Collier Reliques de la mort";"EWNX0054";"5.75";"12.99";"2.26";"46.9%";"11.95";"69.90";"35.61";"69.90";"24.99";"11.95";"-";"RAS"
"1240";"Porte-clés Lettre d’acceptation - Harry Potter";"EKH0017";"5.95";"12.99";"2.18";"45.0%";"11.90";"11.90";"11.90";"11.90";"-";"-";"-";"Trop cher (Baisser !)"
"1246";"Collier Vif d’or avec cristaux";"BHPSN004";"28.78";"69.99";"2.43";"50.7%";"11.90";"14.90";"13.26";"14.90";"12.99";"11.90";"0.00";"Trop cher (Baisser !)"
"1247";"Pin’s Bienvenue à Poudlard";"EHPPB0179";"2.80";"7.99";"2.85";"57.9%";"9.90";"9.90";"9.90";"-";"-";"9.90";"-";"Opportunité (Augmenter !)"
"1250";"Collier Poudlard";"EWN00179";"5.75";"12.99";"2.26";"46.9%";"15.00";"15.00";"15.00";"-";"-";"15.00";"-";"Opportunité (Augmenter !)"
"1255";"Harry Potter et l'enfant maudit - poche";"J00837";"7.90";"11.90";"1.51";"20.3%";"10.50";"11.90";"11.20";"11.90";"10.50";"-";"-";"Marge faible (Vérifier)"
"1257";"Fières d'être sorcières";"J02207";"3.28";"4.95";"1.51";"20.5%";"4.95";"13.90";"7.93";"4.95";"13.90";"4.95";"0.00";"Marge faible (Vérifier)"
"1273";"Baguette Dumbledore Blister";"NN0004";"15.60";"29.90";"1.92";"37.4%";"39.90";"39.99";"39.95";"39.90";"39.99";"39.95";"-";"Opportunité (Augmenter !)"
"1297";"Marque-page Patronus Ginny - Boudchou";"2430000012976";"1.60";"3.00";"1.88";"36.0%";"9.90";"9.90";"9.90";"-";"-";"9.90";"-";"Opportunité (Augmenter !)"
"1298";"Marque-page Patronus Hermione - Boudchou";"2430000012983";"1.60";"3.00";"1.88";"36.0%";"9.90";"9.90";"9.90";"-";"-";"9.90";"-";"Opportunité (Augmenter !)"
"1299";"Armoiries Serdaigle";"NN7748";"29.90";"56.95";"1.90";"37.0%";"56.99";"59.90";"58.45";"59.90";"56.99";"-";"-";"Marge faible (Vérifier)"
"1300";"Armoiries Gryffondor";"NN7742";"29.90";"56.95";"1.90";"37.0%";"56.99";"59.90";"58.45";"59.90";"56.99";"-";"-";"Marge faible (Vérifier)"
"1301";"Armoiries Poudlard";"NN7741";"32.50";"59.95";"1.84";"34.9%";"59.90";"59.99";"59.95";"59.90";"59.99";"-";"-";"Marge faible (Vérifier)"
"1302";"Pin's des Maisons de Poudlard";"NN7374";"15.60";"29.95";"1.92";"37.5%";"Infinity";"-Infinity";"NaN";"-";"-";"-";"0.00";"Trop cher (Baisser !)"
"1304";"Bouteille isotherme 500ml - Poufsouffle";"MAP4014";"9.25";"19.95";"2.16";"44.4%";"22.90";"22.90";"22.90";"-";"-";"22.90";"-";"Opportunité (Augmenter !)"
"1305";"Bouteille isotherme 500ml - Serpentard";"MAP4012";"9.25";"19.95";"2.16";"44.4%";"22.90";"22.90";"22.90";"-";"-";"22.90";"-";"Opportunité (Augmenter !)"
"1306";"Bouteille isotherme 500ml - Carte du maraudeur";"MAP4001";"9.25";"19.95";"2.16";"44.4%";"22.90";"22.90";"22.90";"-";"-";"22.90";"-";"Opportunité (Augmenter !)"
"1307";"Bouteille isotherme 500ml - Serdaigle";"MAP4013";"9.25";"19.95";"2.16";"44.4%";"22.90";"22.90";"22.90";"-";"-";"22.90";"-";"Opportunité (Augmenter !)"
"1309";"Bouteille isotherme 500ml - Gryffondor";"MAP4011";"9.25";"19.95";"2.16";"44.4%";"22.90";"22.90";"22.90";"-";"-";"22.90";"-";"Opportunité (Augmenter !)"
"1321";"Set de 2 magnets - Carte du Maraudeur et la Grosse Dame";"DO5000";"2.90";"6.95";"2.40";"49.9%";"19.90";"19.90";"19.90";"-";"-";"19.90";"-";"Opportunité (Augmenter !)"
"1322";"Baguette lumineuse - Harry Potter";"NN1910";"23.40";"44.95";"1.92";"37.5%";"11.90";"44.99";"32.28";"11.90";"44.99";"39.95";"0.00";"Marge faible (Vérifier)"
"1323";"Baguette lumineuse - Hermione";"NN8028";"23.40";"44.95";"1.92";"37.5%";"39.90";"44.99";"41.61";"39.90";"44.99";"39.95";"0.00";"Marge faible (Vérifier)"
"1348";"ELIXIR DU LOUP GAROU";"006432BIS";"2.33";"5.00";"2.15";"44.1%";"15.90";"15.90";"15.90";"15.90";"-";"-";"-";"Opportunité (Augmenter !)"
"1352";"LES ANIMAUX FANTASTIQUES - VIE ET HABITAT";"J00819";"21.57";"32.50";"1.51";"20.4%";"6.80";"32.50";"17.40";"32.50";"6.80";"12.90";"0.00";"Marge faible (Vérifier)"
"1354";"Baguette Bellatrix Blister";"NN8568";"15.60";"29.90";"1.92";"37.4%";"39.90";"39.99";"39.95";"39.90";"39.99";"39.95";"-";"Opportunité (Augmenter !)"
"1358";"Stickers - 16x11cm/ 2 planches - Objets Magiques";"ABYDCO794";"1.35";"2.95";"2.19";"45.1%";"Infinity";"-Infinity";"NaN";"-";"-";"-";"0.00";"Trop cher (Baisser !)"
"1359";"Porte-clés 3D Sablier Gryffondor";"ABYKEY393";"5.99";"12.00";"2.00";"40.1%";"11.90";"11.90";"11.90";"11.90";"-";"-";"-";"Marge faible (Vérifier)"
"1364";"Stylo Nimbus 2000 Flottant";"GIFWOW007";"11.45";"22.90";"2.00";"40.0%";"12.90";"12.90";"12.90";"12.90";"-";"-";"-";"Trop cher (Baisser !)"
"1369";"Collier Quai 9 3/4";"EWNX0011";"5.75";"12.99";"2.26";"46.9%";"15.00";"15.00";"15.00";"-";"-";"15.00";"-";"Opportunité (Augmenter !)"
"1371";"Collier Éclair";"EWNX0105";"5.75";"12.99";"2.26";"46.9%";"12.99";"69.90";"41.45";"69.90";"12.99";"-";"0.00";"RAS"
"1376";"Chouchou pour cheveux Honeydukes";"EHPHS0197";"3.70";"7.50";"2.03";"40.8%";"Infinity";"-Infinity";"NaN";"-";"-";"-";"0.00";"Trop cher (Baisser !)"
"1377";"Porte-clés Diadème de Serdaigle";"EKR000124";"5.95";"12.99";"2.18";"45.0%";"11.90";"15.00";"13.45";"11.90";"-";"15.00";"-";"Marge faible (Vérifier)"
"1378";"Porte-clés Fumseck";"EKR000113";"6.50";"13.99";"2.15";"44.2%";"11.90";"12.99";"12.45";"11.90";"12.99";"-";"0.00";"Trop cher (Baisser !)"
"1379";"Porte-clés peluche - Norbert Dragonneau";"CR2739";"4.30";"9.95";"2.31";"48.1%";"11.90";"11.90";"11.90";"11.90";"-";"-";"0.00";"Opportunité (Augmenter !)"
"1380";"Porte-clés peluche - Drago Malefoy";"CR2733";"4.30";"9.95";"2.31";"48.1%";"11.90";"11.90";"11.90";"11.90";"-";"-";"0.00";"Opportunité (Augmenter !)"
"1382";"Collier Vif d’or";"EWNX0004";"5.75";"12.99";"2.26";"46.9%";"11.90";"12.99";"12.26";"11.90";"12.99";"11.90";"0.00";"RAS"
"1389";"Journal intime Gryffondor - Courage";"J03395";"11.61";"19.90";"1.71";"30.0%";"Infinity";"-Infinity";"NaN";"-";"-";"-";"0.00";"Trop cher (Baisser !)"
"1391";"Journal intime Serdaigle - Sagesse";"J03397";"11.61";"19.90";"1.71";"30.0%";"Infinity";"-Infinity";"NaN";"-";"-";"-";"0.00";"Trop cher (Baisser !)"
"1392";"Journal intime Serpentard - Ambition";"J03398";"11.61";"19.90";"1.71";"30.0%";"Infinity";"-Infinity";"NaN";"-";"-";"-";"0.00";"Trop cher (Baisser !)"
"1397";"Poster « Château de  Poudlard » roulé filmé (91.5x61)";"ABYDCO767";"3.60";"7.20";"2.00";"40.0%";"Infinity";"-Infinity";"NaN";"-";"-";"-";"0.00";"Trop cher (Baisser !)"
"1400";"Porte-clés 3D  Sablier Serpentard";"ABYKEY394";"5.99";"12.00";"2.00";"40.1%";"11.90";"11.90";"11.90";"11.90";"-";"-";"-";"Marge faible (Vérifier)"
"1402";"Puzzle Expecto Patronum (500 pièces)";"CLMT35082";"5.96";"12.90";"2.16";"44.6%";"24.90";"24.90";"24.90";"24.90";"-";"-";"-";"Opportunité (Augmenter !)"
"1403";"Puzzle Harry vs. the Dark Arts (1000 pièces)";"CLMT39586";"7.66";"16.90";"2.21";"45.6%";"24.90";"24.90";"24.90";"24.90";"-";"-";"-";"Opportunité (Augmenter !)"
"1404";"Puzzle Impossible Portraits";"CLMT61881";"8.00";"20.00";"2.50";"52.0%";"24.90";"24.90";"24.90";"24.90";"-";"-";"-";"Opportunité (Augmenter !)"
"1408";"Mug Dobby";"HMB-MUGBHP33";"5.89";"12.00";"2.04";"41.1%";"11.00";"15.90";"13.45";"15.90";"-";"11.00";"-";"Marge faible (Vérifier)"
"1414";"Puzzle Icons (1000 pièces)";"NMR65270";"8.45";"20.00";"2.37";"49.3%";"24.90";"24.90";"24.90";"24.90";"-";"-";"-";"Opportunité (Augmenter !)"
"1416";"Puzzle Harry Potter à Poudlard (500 pièces)";"RAVE14821";"6.31";"12.90";"2.04";"41.3%";"24.90";"24.90";"24.90";"24.90";"-";"-";"-";"Opportunité (Augmenter !)"
"1418";"Puzzle Christmas at Hogwarts (550 pièces)";"USAPZ010-686";"6.87";"13.90";"2.02";"40.7%";"24.90";"24.90";"24.90";"24.90";"-";"-";"-";"Opportunité (Augmenter !)"
"1426";"Un monde de magie";"J01347";"29.86";"45.00";"1.51";"20.4%";"Infinity";"-Infinity";"NaN";"-";"-";"-";"0.00";"Trop cher (Baisser !)"
"1427";"HARRY POTTER ET LA CHAMBRE DES SECRETS - II - GRYFFONDOR";"J01626";"17.58";"26.50";"1.51";"20.4%";"37.50";"37.50";"37.50";"37.50";"-";"-";"0.00";"Opportunité (Augmenter !)"
"1428";"HARRY POTTER ET LE PRISONNIER D'AZKABAN - SERDAIGLE";"J01629";"18.91";"28.50";"1.51";"20.4%";"28.50";"42.50";"35.50";"42.50";"-";"28.50";"-";"Marge faible (Vérifier)"
"1430";"Harry Potter et la chambre des secrets MinaLima";"J03434";"24.89";"37.50";"1.51";"20.4%";"37.50";"37.50";"37.50";"37.50";"-";"-";"0.00";"Marge faible (Vérifier)"
"1433";"Harry Potter à l'école des sorciers - Gryffondor";"J00823";"16.25";"24.50";"1.51";"20.4%";"24.50";"37.50";"31.00";"37.50";"-";"24.50";"-";"Marge faible (Vérifier)"
"1434";"Le Quidditch à travers les ages";"J02902";"20.33";"32.50";"1.60";"24.9%";"7.90";"32.50";"17.77";"7.90";"32.50";"12.90";"0.00";"Marge faible (Vérifier)"
"1436";"Livre de cuisine Harry Potter";"J03384";"13.20";"19.90";"1.51";"20.4%";"19.90";"19.90";"19.90";"19.90";"19.90";"-";"0.00";"Marge faible (Vérifier)"
"1437";"Quidditch a travers les ages poche";"A62517";"9.23";"13.90";"1.51";"20.3%";"7.90";"12.90";"10.40";"7.90";"-";"12.90";"0.00";"Trop cher (Baisser !)"
"1443";"Porte-clés peluche - Ron Weasley";"CR2747";"4.30";"9.95";"2.31";"48.1%";"11.90";"11.90";"11.90";"11.90";"-";"-";"0.00";"Opportunité (Augmenter !)"
"1444";"Porte-clés peluche - Fleur Delacour";"CR2748";"4.30";"9.95";"2.31";"48.1%";"11.90";"11.90";"11.90";"11.90";"-";"-";"0.00";"Opportunité (Augmenter !)"
"1445";"Porte-clés peluche - Hagrid";"CR2744";"4.30";"9.95";"2.31";"48.1%";"11.90";"11.90";"11.90";"11.90";"-";"-";"0.00";"Opportunité (Augmenter !)"
"1446";"Porte-clés peluche - Luna Lovegood";"CR2746";"4.30";"9.95";"2.31";"48.1%";"11.90";"11.90";"11.90";"11.90";"-";"-";"0.00";"Opportunité (Augmenter !)"
"1448";"Porte-clés peluche - Cedric Diggory coupe des trois sorciers";"CR2742";"4.30";"9.95";"2.31";"48.1%";"11.90";"11.90";"11.90";"11.90";"-";"-";"0.00";"Opportunité (Augmenter !)"
"1449";"Porte-clés peluche - Harry Potter coupe des trois sorciers";"CR2741";"4.30";"9.95";"2.31";"48.1%";"11.90";"11.90";"11.90";"11.90";"-";"-";"0.00";"Opportunité (Augmenter !)"
"1450";"Serre-livres Cavalier blanc - Échiquier des sorciers - Défi final";"NN8723";"36.40";"69.95";"1.92";"37.6%";"62.90";"62.90";"62.90";"-";"-";"62.90";"0.00";"Trop cher (Baisser !)"
"1452";"Peluche Magyar à pointes";"NN7970";"23.40";"44.95";"1.92";"37.5%";"44.95";"44.95";"44.95";"-";"-";"44.95";"-";"Marge faible (Vérifier)"
"1453";"Pièces des Gobelins de Gringotts";"NN7234";"19.50";"34.95";"1.79";"33.0%";"34.90";"34.90";"34.90";"-";"-";"34.90";"0.00";"Marge faible (Vérifier)"
"1454";"Baguette de Katie Bell";"NN8274";"18.85";"35.95";"1.91";"37.1%";"37.90";"39.99";"39.28";"37.90";"39.99";"39.95";"-";"Marge faible (Vérifier)"
"1455";"Porte-clés Macusa - Animaux Fantastiques";"NN5618";"5.33";"11.90";"2.23";"46.3%";"11.90";"11.90";"11.90";"11.90";"-";"-";"-";"RAS"
"1456";"Armoiries Serpentard";"NN7744";"29.90";"56.95";"1.90";"37.0%";"56.99";"59.90";"58.45";"59.90";"56.99";"-";"-";"Marge faible (Vérifier)"
"1457";"Serre-livres Cavalier noir - Échiquier des sorciers - Défi final";"NN8722";"36.40";"69.95";"1.92";"37.6%";"62.90";"62.90";"62.90";"-";"-";"62.90";"0.00";"Trop cher (Baisser !)"
"1458";"Pendentif de Grindelwald Gellert";"NN8123";"9.10";"19.90";"2.19";"45.1%";"59.95";"59.95";"59.95";"-";"-";"59.95";"0.00";"Opportunité (Augmenter !)"
"1466";"Collier Armoirie de Poudlard";"EWNX0026";"5.20";"11.99";"2.31";"48.0%";"Infinity";"-Infinity";"NaN";"-";"-";"-";"0.00";"Trop cher (Baisser !)"
"1467";"Stylo Serpentard";"EHPP023";"2.45";"5.99";"2.44";"50.9%";"3.90";"23.95";"13.92";"3.90";"-";"23.95";"0.00";"RAS"
"1468";"Tote Bag - Plateforme 9 3/4";"MAP2400";"4.70";"10.00";"2.13";"43.6%";"9.90";"12.00";"10.95";"9.90";"-";"12.00";"-";"Marge faible (Vérifier)"
"1470";"Tote Bag - Carte du Maraudeur";"MAP2401";"4.70";"10.00";"2.13";"43.6%";"9.90";"19.90";"14.90";"9.90";"-";"19.90";"-";"Marge faible (Vérifier)"
"1474";"Stylo Serdaigle";"EHPP025";"2.45";"5.99";"2.44";"50.9%";"23.95";"36.99";"30.47";"36.99";"-";"23.95";"0.00";"Opportunité (Augmenter !)"
"1475";"Stylo Poufsouffle";"EHPP024";"2.45";"5.99";"2.44";"50.9%";"23.95";"36.99";"30.47";"36.99";"-";"23.95";"0.00";"Opportunité (Augmenter !)"
"1476";"Stylo Gryffondor";"EHPP022";"2.45";"5.99";"2.44";"50.9%";"3.90";"23.95";"13.92";"3.90";"-";"23.95";"0.00";"RAS"
"1477";"Baguette Luna Lovegood Blister";"NN8554";"15.60";"29.90";"1.92";"37.4%";"39.90";"39.99";"39.95";"39.90";"39.99";"39.95";"0.00";"Opportunité (Augmenter !)"
"1478";"Set de papeterie Blue Sky";"BSSHP147706";"3.95";"9.90";"2.51";"52.1%";"7.90";"7.90";"7.90";"-";"-";"7.90";"-";"Trop cher (Baisser !)"
"1497";"Décoration sapin Baguette de Severus";"NEMN-B5667T1-6";"4.37";"9.00";"2.06";"41.7%";"39.90";"39.99";"39.95";"39.90";"39.99";"39.95";"-";"Opportunité (Augmenter !)"
"1498";"Décoration sapin Baguette d'Hermione";"NEMN-B5666T1-6";"4.37";"9.00";"2.06";"41.7%";"39.90";"39.99";"39.95";"39.90";"39.99";"39.95";"-";"Opportunité (Augmenter !)"
"1499";"Décoration sapin Baguette de Ron";"NEMN-B5665T1-6";"4.37";"9.00";"2.06";"41.7%";"39.90";"39.99";"39.95";"39.90";"39.99";"39.95";"-";"Opportunité (Augmenter !)"
"1500";"Décoration sapin Baguette d'Harry";"NEMN-B5664T1-6";"4.37";"9.00";"2.06";"41.7%";"39.90";"39.99";"39.95";"39.90";"39.99";"39.95";"-";"Opportunité (Augmenter !)"
"1501";"Décoration sapin Love Potion";"B5624T1";"7.03";"14.99";"2.13";"43.7%";"Infinity";"-Infinity";"NaN";"-";"-";"-";"0.00";"Trop cher (Baisser !)"
"1510";"Pull de Noël Serdaigle";"PNSD01";"24.00";"44.95";"1.87";"35.9%";"35.00";"35.00";"35.00";"-";"-";"35.00";"-";"Trop cher (Baisser !)"
"1511";"Collection de Marque-pages Horcruxes";"NN8773";"17.55";"34.90";"1.99";"39.7%";"9.90";"9.90";"9.90";"-";"-";"9.90";"0.00";"Trop cher (Baisser !)"
"1513";"Pin’s Dragées de Bertie Crochue";"EHPPB0246";"3.05";"7.99";"2.62";"54.2%";"9.90";"9.90";"9.90";"-";"-";"9.90";"-";"Opportunité (Augmenter !)"
"1515";"Porte-clés peluche - Harry Potter en tenue de Quidditch";"CR2731";"4.30";"9.95";"2.31";"48.1%";"11.90";"11.90";"11.90";"11.90";"-";"-";"0.00";"Opportunité (Augmenter !)"
"1516";"Porte-clés peluche - Hermione Granger";"CR2732";"4.30";"9.95";"2.31";"48.1%";"11.90";"11.90";"11.90";"11.90";"-";"-";"0.00";"Opportunité (Augmenter !)"
"1526";"Bouteille isotherme 500ml - Gryffondor";"MAP4021MINI";"5.95";"12.95";"2.18";"44.9%";"22.90";"22.90";"22.90";"-";"-";"22.90";"-";"Opportunité (Augmenter !)"
"1527";"Pack 3 produits Carte du Maraudeur";"DO4251";"14.50";"29.95";"2.07";"41.9%";"19.90";"19.90";"19.90";"-";"-";"19.90";"-";"Trop cher (Baisser !)"
"1539";"Porte-clé peluche Hedwige";"ABYKEY346";"4.99";"9.99";"2.00";"40.1%";"25.90";"44.99";"35.45";"25.90";"44.99";"-";"-";"Opportunité (Augmenter !)"
"1544";"Porte-clés Dragées de Bertie Crochue";"EKR000246";"6.50";"13.99";"2.15";"44.2%";"11.90";"15.90";"13.90";"11.90";"-";"15.90";"-";"Marge faible (Vérifier)"
"1545";"Puzzle Harry at Hogwarts (500 pièces)";"CLMT35083";"6.22";"15.00";"2.41";"50.2%";"24.90";"24.90";"24.90";"24.90";"-";"-";"-";"Opportunité (Augmenter !)"
"1546";"Puzzle Briefcase (1000 pièces)";"CLMT61882";"7.66";"16.90";"2.21";"45.6%";"24.90";"24.90";"24.90";"24.90";"-";"-";"-";"Opportunité (Augmenter !)"
"1547";"Puzzle Panorama Characters";"CLMT61883";"7.70";"16.90";"2.19";"45.3%";"24.90";"24.90";"24.90";"24.90";"-";"-";"-";"Opportunité (Augmenter !)"
"1548";"Puzzle Super Color Harry, Ron & Hermione";"CLMT61885";"5.90";"13.90";"2.36";"49.1%";"24.90";"24.90";"24.90";"24.90";"-";"-";"-";"Opportunité (Augmenter !)"
"1580";"Présentoir 4 baguettes La Carte Du Maraudeur";"NN7905";"92.30";"179.95";"1.95";"38.4%";"39.90";"39.99";"39.95";"39.90";"39.99";"39.95";"-";"Trop cher (Baisser !)"
"1583";"Stickers Maisons - effet émail";"STFE-0029E";"2.11";"4.50";"2.13";"43.7%";"Infinity";"-Infinity";"NaN";"-";"-";"-";"0.00";"Trop cher (Baisser !)"
"1584";"Pack Stickers - Journal Planner";"STPL-0020E";"2.20";"6.95";"3.16";"62.0%";"Infinity";"-Infinity";"NaN";"-";"-";"-";"0.00";"Trop cher (Baisser !)"
"1589";"Ouvre-lettres épée de Gryffondor sur présentoir";"NN7855";"24.70";"47.95";"1.94";"38.2%";"31.90";"44.95";"38.42";"31.90";"-";"44.95";"0.00";"Trop cher (Baisser !)"
"1590";"Réplique Collector du balai Nimbus 2001";"NN7535";"175.00";"299.00";"1.71";"29.8%";"299.00";"299.90";"299.45";"299.90";"-";"299.00";"-";"Marge faible (Vérifier)"
"1600";"Pack 3 Puzzles Characters (3 x 1000 pièces)";"CLMT61884";"17.89";"35.90";"2.01";"40.2%";"24.90";"24.90";"24.90";"24.90";"-";"-";"-";"Trop cher (Baisser !)"
"1604";"Marque-page Patronus Harry Potter - Boudchou";"2430000016042";"1.50";"3.00";"2.00";"40.0%";"9.90";"9.90";"9.90";"-";"-";"9.90";"-";"Opportunité (Augmenter !)"
"1606";"HARRY POTTER ET L'ORDRE DU PHENIX - POUFSOUFFLE";"J01635";"22.23";"33.50";"1.51";"20.4%";"29.90";"29.90";"29.90";"-";"-";"29.90";"-";"Trop cher (Baisser !)"
"1607";"HARRY POTTER ET L'ORDRE DU PHENIX - SERPENTARD";"J01636";"22.23";"33.50";"1.51";"20.4%";"29.90";"29.90";"29.90";"-";"-";"29.90";"-";"Trop cher (Baisser !)"
"1608";"HARRY POTTER ET L'ORDRE DU PHENIX - SERDAIGLE";"J01637";"22.23";"33.50";"1.51";"20.4%";"29.90";"29.90";"29.90";"-";"-";"29.90";"-";"Trop cher (Baisser !)"
"1609";"Harry Potter Destination Serdaigle";"J03612";"11.61";"19.90";"1.71";"30.0%";"19.90";"19.90";"19.90";"-";"-";"19.90";"-";"Marge faible (Vérifier)"
"1610";"Harry Potter Destination Poufsouffle";"J03613";"11.61";"19.90";"1.71";"30.0%";"19.90";"19.90";"19.90";"-";"-";"19.90";"-";"Marge faible (Vérifier)"
"1613";"Harry Potter Destination Gryffondor";"J03610";"11.61";"19.90";"1.71";"30.0%";"19.90";"19.90";"19.90";"-";"-";"19.90";"-";"Marge faible (Vérifier)"
"1614";"Harry Potter Destination Serpentard";"J03611";"11.61";"19.90";"1.71";"30.0%";"19.90";"19.90";"19.90";"-";"-";"19.90";"-";"Marge faible (Vérifier)"
"1644";"Sculpture - Les Détraqueurs";"NN7062";"46.80";"84.00";"1.79";"33.1%";"84.00";"84.90";"84.45";"84.90";"-";"84.00";"-";"Marge faible (Vérifier)"
"1645";"Porte-clés peluche - Albus Dumbledore";"CR2734";"4.30";"9.95";"2.31";"48.1%";"11.90";"11.90";"11.90";"11.90";"-";"-";"0.00";"Opportunité (Augmenter !)"
"1646";"Porte-clés peluche - Viktor Krum";"CR2749";"4.30";"9.95";"2.31";"48.1%";"11.90";"11.90";"11.90";"11.90";"-";"-";"0.00";"Opportunité (Augmenter !)"
"1648";"Set de papeterie";"BSSLHP523";"3.95";"9.90";"2.51";"52.1%";"14.85";"19.90";"17.38";"19.90";"-";"14.85";"0.00";"Opportunité (Augmenter !)"
"1651";"Masque de Lucius Malefoy";"NN7118";"65.00";"119.95";"1.85";"35.0%";"119.90";"119.90";"119.90";"119.90";"-";"-";"0.00";"Marge faible (Vérifier)"
"1652";"Peluche collector de Kreattur";"NN8926";"23.40";"44.95";"1.92";"37.5%";"Infinity";"-Infinity";"NaN";"-";"-";"-";"0.00";"Trop cher (Baisser !)"
"1654";"Stylo baguette Hermione Granger";"CR5132";"9.50";"19.95";"2.10";"42.9%";"17.90";"39.99";"32.61";"17.90";"39.99";"39.95";"0.00";"Marge faible (Vérifier)"
