ID;Nom;EAN;Mon Prix Achat HT;Mon Prix Vente TTC;Mon Coef;Ma Marge Brute %;Prix Min Marché;Prix Max Marché;Prix Moyen Marché;3 Reliques;4 Maisons;Wizard Shop;2 Balais;Conseil
"2904";"Crayon à papier et gomme Honeydukes";"CR5439";"1.40";"3.50";"2.50";"52.0%";"Infinity";"-Infinity";"NaN";"-";"-";"-";"0.00";"Trop cher (Baisser !)"
"2905";"Stylo Carte du Maraudeur";"EHPPP0118";"3.65";"8.00";"2.19";"45.3%";"19.90";"19.90";"19.90";"-";"-";"19.90";"0.00";"Opportunité (Augmenter !)"
"2911";"Pin's Gâteau Happee Birthdae";"EHPPB0521";"4.10";"8.99";"2.19";"45.3%";"8.99";"9.90";"9.45";"-";"8.99";"9.90";"0.00";"Marge faible (Vérifier)"
"2912";"Pin's Carte du Maraudeur";"HPPB0118";"4.70";"9.99";"2.13";"43.5%";"19.90";"19.90";"19.90";"-";"0.00";"19.90";"-";"Opportunité (Augmenter !)"
"2914";"Sac à dos Hobbiton";"CR2452";"27.50";"59.95";"2.18";"45.0%";"59.90";"59.99";"59.95";"59.90";"59.99";"-";"-";"Marge faible (Vérifier)"
"2915";"Stickers pour valise";"CR5215";"3.50";"8.00";"2.29";"47.5%";"Infinity";"-Infinity";"NaN";"-";"-";"-";"0.00";"Trop cher (Baisser !)"
"2925";"Baguette Homme des Bois";"WA_76638";"7.05";"15.00";"2.13";"43.6%";"39.90";"39.99";"39.95";"39.90";"39.99";"39.95";"-";"Opportunité (Augmenter !)"
"2935";"Théière et tasse Divination";"TFOR1HP01";"18.30";"39.90";"2.18";"45.0%";"36.90";"36.90";"36.90";"36.90";"-";"-";"-";"Trop cher (Baisser !)"
"2938";"Puzzle Le Trio 1000 pièces";"NMR65434";"8.66";"20.00";"2.31";"48.0%";"24.90";"24.90";"24.90";"24.90";"-";"-";"-";"Opportunité (Augmenter !)"
"2940";"Jeu de plateau - Une Année à Poudlard";"TOPI-HAR-609001";"18.97";"38.00";"2.00";"40.1%";"19.90";"19.90";"19.90";"19.90";"-";"-";"0.00";"Trop cher (Baisser !)"
"2941";"Jeu de cartes - Le Rapeltout";"TOPI-HP-ME-MI-109901";"5.12";"10.00";"1.95";"38.6%";"9.99";"9.99";"9.99";"-";"9.99";"-";"0.00";"Marge faible (Vérifier)"
"2948";"Porte-clés lettre d'acceptation Poudlard";"NN7113";"5.20";"11.95";"2.30";"47.8%";"11.90";"11.90";"11.90";"11.90";"-";"-";"-";"RAS"
"2950";"Marque-page métal - Blason de Gryffondor";"MAP5321";"3.15";"7.95";"2.52";"52.5%";"7.90";"9.90";"8.90";"7.90";"-";"9.90";"-";"RAS"
"2951";"Marque-page métal - Blason de Serpentard";"MAP5322";"3.15";"7.95";"2.52";"52.5%";"7.90";"9.90";"8.90";"7.90";"-";"9.90";"-";"RAS"
"2952";"Marque-page métal - Blason de Serdaigle";"MAP5323";"3.15";"7.95";"2.52";"52.5%";"7.90";"9.90";"8.90";"7.90";"-";"9.90";"-";"RAS"
"2953";"Marque-page métal - Blason de Poufsouffle";"MAP5324";"3.15";"7.95";"2.52";"52.5%";"7.90";"9.90";"8.90";"7.90";"-";"9.90";"-";"RAS"
"2977";"Potion Love Potion - Orpiment";"OP-Love1";"20.50";"32.00";"1.56";"23.1%";"Infinity";"-Infinity";"NaN";"-";"-";"-";"0.00";"Trop cher (Baisser !)"
"2986";"Baguette de Mangemort (marron)";"NN8222";"18.85";"35.95";"1.91";"37.1%";"39.90";"39.99";"39.95";"39.90";"39.99";"39.95";"-";"Marge faible (Vérifier)"
"2999";"Porte-clés Lièvre de minuit";"NI_99724";"1.90";"5.99";"3.15";"61.9%";"11.90";"11.90";"11.90";"11.90";"-";"-";"-";"Opportunité (Augmenter !)"
"3016";"Porte-clés sac à dos Pull de Ron";"CR2705";"7.50";"16.95";"2.26";"46.9%";"11.90";"11.90";"11.90";"11.90";"-";"-";"-";"Trop cher (Baisser !)"
"3018";"Porte-clés sac à dos Dragées de Bertie Crochue";"CR2706";"7.50";"16.95";"2.26";"46.9%";"11.90";"11.90";"11.90";"11.90";"-";"-";"-";"Trop cher (Baisser !)"
"3019";"Porte-clés sac à dos Pull de Harry";"CR2704";"7.50";"16.95";"2.26";"46.9%";"11.90";"11.90";"11.90";"11.90";"-";"-";"-";"Trop cher (Baisser !)"
"3021";"Porte-clés sac à dos Quidditch";"CR2702";"7.50";"16.95";"2.26";"46.9%";"11.90";"16.99";"14.45";"11.90";"16.99";"-";"0.00";"RAS"
"3022";"Porte-clés sac à dos Luna Lovegood";"CR2703";"7.50";"16.95";"2.26";"46.9%";"11.90";"16.99";"14.45";"11.90";"16.99";"-";"-";"RAS"
"3023";"Porte-clés sac à dos Chocogrenouille";"CR2707";"7.50";"16.95";"2.26";"46.9%";"11.90";"16.99";"14.45";"11.90";"16.99";"-";"-";"RAS"
"3026";"Bougeoir Gryffondor";"B6664B24";"7.03";"16.99";"2.42";"50.3%";"19.90";"19.90";"19.90";"19.90";"-";"-";"-";"Opportunité (Augmenter !)"
"3028";"Coffret à bijoux Poudlard";"B6620B24";"29.95";"64.95";"2.17";"44.7%";"69.99";"69.99";"69.99";"-";"69.99";"-";"-";"Marge faible (Vérifier)"
"3030";"Bougeoir Serpentard";"B6665B24";"7.03";"16.99";"2.42";"50.3%";"19.90";"19.90";"19.90";"19.90";"-";"-";"-";"Opportunité (Augmenter !)"
"3035";"Tote bag - Poudlard Aquarelle";"GP2400639";"5.70";"12.00";"2.11";"43.0%";"12.00";"12.00";"12.00";"-";"-";"12.00";"-";"Marge faible (Vérifier)"
"3036";"Marque-Page Magnétique - Always";"MS65160";"2.00";"5.00";"2.50";"52.0%";"9.90";"9.90";"9.90";"-";"-";"9.90";"-";"Opportunité (Augmenter !)"
"3038";"Marque-Page Magnétique - Hedwige";"MS65161";"3.58";"7.50";"2.09";"42.7%";"9.90";"9.90";"9.90";"-";"-";"9.90";"0.00";"Opportunité (Augmenter !)"
"3039";"Marque-Page Magnétique - Patronus de Poudlard";"MS65159";"2.00";"5.00";"2.50";"52.0%";"9.90";"9.90";"9.90";"-";"-";"9.90";"-";"Opportunité (Augmenter !)"
"3041";"Fondant de cire - Bière au beurre";"FD-BB1";"3.00";"6.00";"2.00";"40.0%";"4.50";"4.50";"4.50";"-";"-";"4.50";"-";"Trop cher (Baisser !)"
"3055";"Boule de noël cadeau - Puzzle Carte du Maraudeur";"CR6206";"5.40";"11.95";"2.21";"45.8%";"24.90";"28.99";"26.26";"24.90";"28.99";"24.90";"0.00";"Opportunité (Augmenter !)"
"3060";"Noël à Poudlard - Illustré par Ziyi Gao";"J05446";"13.20";"19.90";"1.51";"20.4%";"19.90";"19.90";"19.90";"19.90";"-";"-";"-";"Marge faible (Vérifier)"
"3062";"Grand livre Pop-up des créatures";"J04931";"53.08";"80.00";"1.51";"20.4%";"80.00";"80.00";"80.00";"80.00";"80.00";"80.00";"-";"Marge faible (Vérifier)"
"3063";"Sablier Mangemorts";"B6621B24";"37.91";"79.99";"2.11";"43.1%";"84.99";"89.90";"87.44";"89.90";"84.99";"-";"-";"Marge faible (Vérifier)"
"3070";"Ouvre-lettres - Dard";"NN5522";"21.45";"42.95";"2.00";"40.1%";"69.90";"69.90";"69.90";"69.90";"-";"-";"-";"Opportunité (Augmenter !)"
"3072";"Carnet à patchs Honeydukes";"CR5145";"10.95";"24.95";"2.28";"47.3%";"Infinity";"-Infinity";"NaN";"-";"-";"-";"0.00";"Trop cher (Baisser !)"
"3073";"Trousse Gryffondor";"CR5221";"7.35";"14.95";"2.03";"41.0%";"14.90";"14.90";"14.90";"14.90";"-";"14.90";"-";"Marge faible (Vérifier)"
"3074";"Trousse Serpentard";"CR5222";"7.35";"14.95";"2.03";"41.0%";"14.90";"14.90";"14.90";"14.90";"-";"-";"-";"Marge faible (Vérifier)"
"3075";"Trousse Serdaigle";"CR5223";"7.35";"14.95";"2.03";"41.0%";"14.90";"14.90";"14.90";"14.90";"-";"-";"-";"Marge faible (Vérifier)"
"3076";"Trousse Poufsouffle";"CR5224";"7.30";"14.95";"2.05";"41.4%";"14.90";"14.90";"14.90";"14.90";"-";"-";"-";"Marge faible (Vérifier)"
"3077";"Set cachets de cire - Le Seigneur des Anneaux";"CR5450";"8.85";"19.95";"2.25";"46.8%";"9.80";"9.80";"9.80";"9.80";"-";"-";"-";"Trop cher (Baisser !)"
"3078";"Marque-page métal - Anneau Unique";"CR5650";"5.20";"11.95";"2.30";"47.8%";"9.90";"12.90";"11.40";"12.90";"-";"9.90";"-";"RAS"
"3079";"Marque-page métal - Communauté de l’anneau";"CR5651";"5.20";"11.95";"2.30";"47.8%";"9.90";"9.90";"9.90";"-";"-";"9.90";"-";"Trop cher (Baisser !)"
"3092";"Peluche balais Nimbus 2000";"NN7349";"7.80";"16.95";"2.17";"44.8%";"17.90";"17.90";"17.90";"17.90";"-";"-";"-";"Marge faible (Vérifier)"
"3093";"Première baguette magique Ron Weasley - Boîte Ollivander";"NN9423";"20.80";"39.95";"1.92";"37.5%";"39.90";"39.99";"39.95";"39.90";"39.99";"39.95";"0.00";"Marge faible (Vérifier)"
"3094";"Première baguette magique Harry Potter - Boîte Ollivander";"NN9421";"20.80";"39.95";"1.92";"37.5%";"39.90";"39.99";"39.95";"39.90";"39.99";"39.95";"0.00";"Marge faible (Vérifier)"
"3095";"Première baguette magique Hermione Granger - Boîte Ollivander";"NN9422";"20.80";"39.95";"1.92";"37.5%";"39.90";"39.99";"39.95";"39.90";"39.99";"39.95";"0.00";"Marge faible (Vérifier)"
"3099";"Art print - Yule Ball";"HPMM32SF";"22.71";"46.99";"2.07";"42.0%";"49.99";"49.99";"49.99";"-";"49.99";"-";"-";"Marge faible (Vérifier)"
"3100";"Carte postale mystère - Série 02 - Le Chemin de Traverse";"WWMPC02";"1.98";"3.99";"2.02";"40.5%";"34.90";"34.90";"34.90";"34.90";"-";"-";"-";"Opportunité (Augmenter !)"
"3101";"Echarpe Serpentard - Lochaven";"LH2012";"23.80";"49.95";"2.10";"42.8%";"21.99";"22.90";"22.45";"22.90";"21.99";"-";"-";"Trop cher (Baisser !)"
"3103";"Echarpe Serdaigle - Lochaven";"LH2013";"23.80";"49.95";"2.10";"42.8%";"21.99";"22.90";"22.45";"22.90";"21.99";"-";"-";"Trop cher (Baisser !)"
"3104";"Echarpe Poufsouffle - Lochaven";"LH2014";"23.80";"49.95";"2.10";"42.8%";"21.99";"22.90";"22.45";"22.90";"21.99";"-";"-";"Trop cher (Baisser !)"
"3107";"Echarpe Carte du Maraudeur";"CR1017";"10.80";"24.95";"2.31";"48.1%";"19.90";"19.90";"19.90";"-";"-";"19.90";"0.00";"Trop cher (Baisser !)"
"3109";"Capsule de noël - lanière et pins Chocogrenouille";"CR2125";"5.40";"11.95";"2.21";"45.8%";"Infinity";"-Infinity";"NaN";"-";"-";"-";"0.00";"Trop cher (Baisser !)"
"3110";"Echarpe Gryffondor - Lochaven";"LH2011";"23.80";"49.95";"2.10";"42.8%";"21.99";"22.90";"22.45";"22.90";"21.99";"-";"-";"Trop cher (Baisser !)"
"3111";"Capsule de noël - lanière et pins Luna Lovegood";"CR2126";"5.40";"11.95";"2.21";"45.8%";"Infinity";"-Infinity";"NaN";"-";"-";"-";"0.00";"Trop cher (Baisser !)"
"3112";"Tote bag - Hedwige";"CER00719000010";"4.89";"10.00";"2.04";"41.3%";"9.90";"9.90";"9.90";"9.90";"-";"-";"-";"Marge faible (Vérifier)"
"3114";"Set de papeterie Luna Lovegood";"CER2700001522";"7.95";"15.99";"2.01";"40.3%";"7.90";"7.90";"7.90";"-";"-";"7.90";"-";"Trop cher (Baisser !)"
"3117";"Harry Potter Puzzle Ball (300 pièces)";"NMRORN003";"5.33";"12.00";"2.25";"46.7%";"24.90";"24.90";"24.90";"24.90";"-";"-";"-";"Opportunité (Augmenter !)"
"3118";"Puzzle 3D Château de Poudlard : Grande Salle - Night Edition (643 pièces)";"RAVE11550";"65.14";"92.99";"1.43";"15.9%";"39.90";"39.90";"39.90";"39.90";"-";"-";"0.00";"Trop cher (Baisser !)"
"3120";"Magicobus - 130 pièces - puzzle 3D Wrebbit";"W3D0203";"11.79";"24.95";"2.12";"43.3%";"39.90";"39.90";"39.90";"39.90";"-";"-";"-";"Opportunité (Augmenter !)"
"3122";"Lot de 4 sous-verre - Enchantements";"CR4100";"4.30";"9.95";"2.31";"48.1%";"Infinity";"-Infinity";"NaN";"-";"-";"-";"0.00";"Trop cher (Baisser !)"
"3123";"Lot de 4 sous-verre - Sortilèges";"CR4105";"4.30";"9.95";"2.31";"48.1%";"10.90";"10.90";"10.90";"10.90";"-";"-";"0.00";"RAS"
"3125";"Carnet souple - Durmstrang";"MAP5182";"3.60";"8.95";"2.49";"51.7%";"8.99";"8.99";"8.99";"-";"8.99";"-";"-";"RAS"
"3126";"Bonnet Poudlard - Lochaven";"LH2100";"14.99";"31.95";"2.13";"43.7%";"20.90";"20.90";"20.90";"20.90";"-";"-";"-";"Trop cher (Baisser !)"
"3127";"Echarpe Poudlard - Lochaven";"LH2000";"25.50";"49.95";"1.96";"38.7%";"21.99";"22.90";"22.45";"22.90";"21.99";"-";"-";"Trop cher (Baisser !)"
"3128";"Seigneur des Anneaux - Set de cartes postales 1";"ABYDCO877";"2.99";"5.99";"2.00";"40.1%";"9.80";"9.80";"9.80";"9.80";"-";"-";"-";"Opportunité (Augmenter !)"
"3129";"Figurine Dobby";"ABYFIG104";"19.54";"38.99";"2.00";"39.9%";"32.90";"39.90";"35.93";"32.90";"34.99";"39.90";"0.00";"Marge faible (Vérifier)"
"3135";"Mug 3D Chaudron";"MG2010";"8.99";"17.99";"2.00";"40.0%";"15.90";"21.99";"18.95";"15.90";"21.99";"-";"-";"Marge faible (Vérifier)"
"3141";"Cardigan Serpentard col V";"LH5202";"41.75";"83.99";"2.01";"40.4%";"89.95";"89.95";"89.95";"-";"-";"89.95";"-";"Marge faible (Vérifier)"
"3142";"Guide cinéma - Les maisons de Poudlard";"J00299";"5.91";"8.90";"1.51";"20.3%";"8.90";"8.90";"8.90";"-";"8.90";"-";"-";"Marge faible (Vérifier)"
"3145";"Lot De 2 Serre-Livres Poudlard Express";"BKEDHP01";"24.95";"49.95";"2.00";"40.1%";"129.90";"129.90";"129.90";"129.90";"-";"129.90";"-";"Opportunité (Augmenter !)"
"3146";"Pin's Diagon Alley (Chemin de Traverse)";"PBADHP94";"2.95";"6.99";"2.37";"49.4%";"34.90";"34.90";"34.90";"34.90";"-";"-";"-";"Opportunité (Augmenter !)"
"3149";"Figurine Sauron - Le Seigneur des Anneaux";"NN2820";"18.20";"35.95";"1.98";"39.2%";"9.80";"9.80";"9.80";"9.80";"-";"-";"-";"Trop cher (Baisser !)"
"3150";"Bougie - Chope de Bière au beurre";"LB-CDBB1";"12.00";"25.00";"2.08";"42.4%";"4.50";"4.50";"4.50";"-";"-";"4.50";"-";"Trop cher (Baisser !)"
"3164";"Fondant de cire - Loup-Garou";"LB-FLG1";"3.00";"6.00";"2.00";"40.0%";"15.90";"15.90";"15.90";"15.90";"-";"-";"-";"Opportunité (Augmenter !)"
"3168";"Porte-clés Libellule";"PO_59125";"1.69";"5.99";"3.54";"66.1%";"11.90";"11.90";"11.90";"11.90";"-";"-";"-";"Opportunité (Augmenter !)"
"3169";"Porte-clés Hibou doré";"MF_08225";"3.89";"8.99";"2.31";"48.1%";"11.90";"11.90";"11.90";"11.90";"-";"-";"-";"Opportunité (Augmenter !)"
"3171";"Porte-clés Grenouille";"EF_49724";"2.25";"6.99";"3.11";"61.4%";"11.90";"11.90";"11.90";"11.90";"-";"-";"-";"Opportunité (Augmenter !)"
"3172";"Porte-clés Champignon";"EF_49824";"4.47";"8.99";"2.01";"40.3%";"11.90";"11.90";"11.90";"11.90";"-";"-";"-";"Opportunité (Augmenter !)"
"3182";"Bannière Seigneur des Anneaux";"Z-LOTR21";"7.95";"15.99";"2.01";"40.3%";"9.80";"9.80";"9.80";"9.80";"-";"-";"-";"Trop cher (Baisser !)"
"3183";"Porte-clés du Gondor";"Z-LOTR24";"4.95";"9.99";"2.02";"40.5%";"11.90";"11.90";"11.90";"11.90";"-";"-";"-";"Opportunité (Augmenter !)"
"3187";"Parapluie transparent - Hedwige";"CR2006";"7.15";"15.95";"2.23";"46.2%";"19.90";"19.90";"19.90";"19.90";"-";"-";"-";"Opportunité (Augmenter !)"
"3188";"Harry Potter et la Coupe de feu pack 4 figurines Bitty POP! Vinyl Harry 2,5 cm";"FK83654";"6.65";"14.99";"2.25";"46.8%";"49.50";"75.00";"66.50";"49.50";"74.99";"75.00";"-";"Opportunité (Augmenter !)"
"3189";"Harry Potter et la Coupe de feu pack 4 figurines Bitty POP! Vinyl Hermione 2,5 cm";"FK83655";"6.65";"14.99";"2.25";"46.8%";"49.50";"75.00";"66.50";"49.50";"74.99";"75.00";"-";"Opportunité (Augmenter !)"
"3190";"Harry Potter et la Coupe de feu pack 4 figurines Bitty POP! Vinyl Ron 2,5 cm";"FK83656";"6.65";"14.99";"2.25";"46.8%";"49.50";"75.00";"66.50";"49.50";"74.99";"75.00";"-";"Opportunité (Augmenter !)"
"3191";"Harry Potter et la Coupe de feu pack 4 figurines Bitty POP! Vinyl Hagrid 2,5 cm";"FK83657";"6.65";"14.99";"2.25";"46.8%";"49.50";"75.00";"66.50";"49.50";"74.99";"75.00";"-";"Opportunité (Augmenter !)"
"3192";"Jeu de cartes Harry Potter - Version bleue";"T11-HARRY-POTTER-BLUE";"7.98";"16.99";"2.13";"43.6%";"9.99";"9.99";"9.99";"-";"9.99";"-";"0.00";"Trop cher (Baisser !)"
"3193";"Jeu de cartes Harry Potter - Version verte";"T11-HARRY-POTTER-GREEN";"7.98";"16.99";"2.13";"43.6%";"9.99";"9.99";"9.99";"-";"9.99";"-";"0.00";"Trop cher (Baisser !)"
"3194";"Jeu de cartes Harry Potter - Version rouge";"T11-HARRY-POTTER-RED";"7.98";"16.99";"2.13";"43.6%";"9.99";"9.99";"9.99";"-";"9.99";"-";"0.00";"Trop cher (Baisser !)"
"3195";"Jeu de cartes Harry Potter - Version jaune";"T11-HARRY-POTTER-YELLOW";"7.98";"16.99";"2.13";"43.6%";"9.99";"9.99";"9.99";"-";"9.99";"-";"0.00";"Trop cher (Baisser !)"
"3199";"PRECO Harry Potter et la Coupe de Feu : l'édition illustrée interactive";"PRECO";"32.85";"49.50";"1.51";"20.4%";"49.50";"75.00";"66.50";"49.50";"74.99";"75.00";"-";"Marge faible (Vérifier)"
"3200";"Lot de 4 sous-verres - Famille Black";"MAP4213";"4.15";"9.95";"2.40";"49.9%";"12.90";"12.90";"12.90";"-";"-";"12.90";"0.00";"Opportunité (Augmenter !)"
"3201";"Lot de 4 sets de table - Famille Black";"MAP4262";"4.15";"9.95";"2.40";"49.9%";"12.90";"12.90";"12.90";"-";"-";"12.90";"0.00";"Opportunité (Augmenter !)"
"3202";"Lot de 4 sets de table - Terre du Milieu";"MAP4263";"4.15";"9.95";"2.40";"49.9%";"9.90";"9.90";"9.90";"9.90";"-";"-";"-";"RAS"
"3204";"Tapis de bureau carte du Maraudeur";"CR2521";"8.70";"19.95";"2.29";"47.7%";"19.90";"20.00";"19.95";"19.90";"-";"20.00";"-";"RAS"
"3205";"Tapis de bureau Hedwige";"CR2520";"8.70";"19.95";"2.29";"47.7%";"20.00";"20.00";"20.00";"-";"-";"20.00";"-";"RAS"
"3214";"Porte-clés - Soleil doré";"SZ_66825";"4.72";"9.95";"2.11";"43.1%";"11.90";"11.90";"11.90";"11.90";"-";"-";"-";"Opportunité (Augmenter !)"
"3216";"Porte-clés - Phases de lune";"PL_23323";"4.55";"8.95";"1.97";"39.0%";"11.90";"11.90";"11.90";"11.90";"-";"-";"-";"Opportunité (Augmenter !)"
"3220";"Cadre photo Dragon";"W69546";"9.27";"24.95";"2.69";"55.4%";"21.90";"21.90";"21.90";"21.90";"-";"-";"-";"Trop cher (Baisser !)"
"3223";"Figurine dorée - Aragog";"WB362";"13.23";"26.99";"2.04";"41.2%";"Infinity";"-Infinity";"NaN";"-";"0.00";"-";"-";"Trop cher (Baisser !)"
"3224";"Figurine dorée - Buck";"WB360";"15.70";"31.99";"2.04";"41.1%";"36.99";"36.99";"36.99";"-";"36.99";"-";"-";"Opportunité (Augmenter !)"
"3225";"Figurine dorée - Lutin De Cornouailles";"WB359";"14.83";"31.99";"2.16";"44.4%";"36.99";"36.99";"36.99";"-";"36.99";"-";"0.00";"Opportunité (Augmenter !)"
"3226";"Figurine dorée - Mandragore";"WB361";"14.47";"29.99";"2.07";"42.1%";"34.99";"34.99";"34.99";"-";"34.99";"-";"0.00";"Opportunité (Augmenter !)"
"3229";"Sticker Mix Potter - Anniversaire";"AE-STHP1";"0.10";"0.30";"3.00";"60.0%";"Infinity";"-Infinity";"NaN";"-";"-";"-";"0.00";"Trop cher (Baisser !)"
"3230";"Mini Miroir du Rised";"AE-MRD1";"3.00";"10.00";"3.33";"64.0%";"69.99";"69.99";"69.99";"-";"69.99";"-";"-";"Opportunité (Augmenter !)"
"3234";"Marque page - JDE - Cerf type 1 (loin)";"JDE-MP-CL1";"1.70";"3.50";"2.06";"41.7%";"9.90";"9.90";"9.90";"-";"-";"9.90";"-";"Opportunité (Augmenter !)"
"3235";"Marque page - JDE - Cerf type 2 (près)";"JDE-MP-CP1";"1.70";"3.50";"2.06";"41.7%";"9.90";"9.90";"9.90";"-";"-";"9.90";"-";"Opportunité (Augmenter !)"
"3236";"Marque page - JDE - Chouette des neiges";"JDE-MP-CH1";"1.70";"3.50";"2.06";"41.7%";"9.90";"9.90";"9.90";"-";"-";"9.90";"-";"Opportunité (Augmenter !)"
"3237";"Marque page - JDE - Chouette Lune";"JDE-MP-CHL1";"1.70";"3.50";"2.06";"41.7%";"9.90";"9.90";"9.90";"-";"-";"9.90";"-";"Opportunité (Augmenter !)"
"3238";"Marque page - JDE - Chouette Rousse";"JDE-MP-CR1";"1.70";"3.50";"2.06";"41.7%";"9.90";"9.90";"9.90";"-";"-";"9.90";"-";"Opportunité (Augmenter !)"
"3239";"Marque page - JDE - Potion baies roses";"JDE-MP-PROSE";"1.70";"3.50";"2.06";"41.7%";"9.90";"9.90";"9.90";"-";"-";"9.90";"-";"Opportunité (Augmenter !)"
"3240";"Marque page - JDE - Potion rouge";"JDE-MP-ROUGE";"1.70";"3.50";"2.06";"41.7%";"9.90";"9.90";"9.90";"-";"-";"9.90";"-";"Opportunité (Augmenter !)"
"3241";"Marque page - JDE - Potion violette";"JDE-MP-VIO";"1.70";"3.50";"2.06";"41.7%";"9.90";"9.90";"9.90";"-";"-";"9.90";"-";"Opportunité (Augmenter !)"
"3242";"Marque page - JDE - Potion citrouille";"JDE-MP-CIT";"1.70";"3.50";"2.06";"41.7%";"9.90";"9.90";"9.90";"-";"-";"9.90";"-";"Opportunité (Augmenter !)"
"3243";"Marque-page transparent - Always";"BMR-0003E";"5.76";"11.95";"2.07";"42.2%";"9.90";"9.90";"9.90";"-";"-";"9.90";"-";"Trop cher (Baisser !)"
"3244";"Autocollants cartonnés Harry potter";"STCX-0214E";"1.49";"3.00";"2.01";"40.4%";"Infinity";"-Infinity";"NaN";"-";"-";"-";"0.00";"Trop cher (Baisser !)"
"3249";"Porte-clés premium - Famille Black";"HPKEY01";"13.50";"27.99";"2.07";"42.1%";"11.90";"11.90";"11.90";"11.90";"-";"-";"-";"Trop cher (Baisser !)"
"3252";"Carte Postale Vicencia Santos";"FBPC11";"1.07";"2.50";"2.34";"48.6%";"Infinity";"-Infinity";"NaN";"-";"0.00";"-";"-";"Trop cher (Baisser !)"
"3256";"Pin's Ministère de la magie du Brésil";"FBPIN01";"6.28";"13.99";"2.23";"46.1%";"14.99";"14.99";"14.99";"-";"14.99";"-";"-";"RAS"
"3257";"Art print - Ministère de la magie du Brésil";"F3P13XSF";"22.39";"46.99";"2.10";"42.8%";"44.90";"44.90";"44.90";"44.90";"-";"-";"-";"Marge faible (Vérifier)"
"3262";"Tote bag - Butterbeer";"HPTOTE14";"10.10";"22.99";"2.28";"47.3%";"22.00";"22.00";"22.00";"-";"-";"22.00";"-";"RAS"
"3267";"Lot de 4 sous-verre - Le Seigneur des Anneaux";"CR4150";"4.30";"9.95";"2.31";"48.1%";"9.80";"9.80";"9.80";"9.80";"-";"-";"0.00";"RAS"
"3270";"Puzzle Poudlard 50 pièces";"THUP-HPPZ-005";"3.47";"9.99";"2.88";"58.3%";"24.90";"24.90";"24.90";"24.90";"-";"-";"-";"Opportunité (Augmenter !)"
"3277";"Boîte à cookies - Honeydukes";"ABYTAB100";"19.99";"39.99";"2.00";"40.0%";"46.99";"46.99";"46.99";"-";"46.99";"-";"0.00";"Opportunité (Augmenter !)"
"3278";"Chateau Poudlard";"NN7074";"193.75";"299.00";"1.54";"22.2%";"19.99";"469.90";"244.94";"469.90";"19.99";"-";"-";"Marge faible (Vérifier)"
"3279";"Porte-Clés - Le Chaudron Baveur";"KEYHP74";"3.42";"8.99";"2.63";"54.3%";"11.90";"11.90";"11.90";"11.90";"-";"-";"-";"Opportunité (Augmenter !)"
"3280";"Porte-Clés - Weasley & Weasley";"KEYHP73";"3.42";"8.99";"2.63";"54.3%";"11.90";"11.90";"11.90";"11.90";"-";"-";"-";"Opportunité (Augmenter !)"
"3288";"Marque-page doré - Chat - emporium";"LE_MPCHAT1";"6.99";"14.00";"2.00";"40.1%";"9.90";"9.90";"9.90";"-";"-";"9.90";"-";"Trop cher (Baisser !)"
"3289";"Marque-page doré - Dragon - emporium";"LE-MPDRAGON1";"6.99";"14.00";"2.00";"40.1%";"9.90";"9.90";"9.90";"-";"-";"9.90";"-";"Trop cher (Baisser !)"
"3290";"Marque-page doré - Lune - emporium";"LE-MPLUNE1";"6.99";"14.00";"2.00";"40.1%";"9.90";"9.90";"9.90";"-";"-";"9.90";"-";"Trop cher (Baisser !)"
"3291";"Marque-page doré - Corbeau - emporium";"LE-MPCORB1";"6.99";"14.00";"2.00";"40.1%";"9.90";"9.90";"9.90";"-";"-";"9.90";"-";"Trop cher (Baisser !)"
"3292";"Marque-page doré - Serpent - emporium";"LE-MPSERPENT1";"6.99";"14.00";"2.00";"40.1%";"9.90";"9.90";"9.90";"-";"-";"9.90";"-";"Trop cher (Baisser !)"
"3318";"Figurine Hedwige";"B6148W2";"43.33";"89.99";"2.08";"42.2%";"34.99";"34.99";"34.99";"-";"34.99";"-";"0.00";"Trop cher (Baisser !)"
"3319";"Calice Chambre des secrets";"B6622B24";"24.38";"48.90";"2.01";"40.2%";"54.99";"54.99";"54.99";"-";"54.99";"-";"-";"Opportunité (Augmenter !)"
"3320";"Serre-Livres Dobby";"NN7579";"25.35";"49.95";"1.97";"39.1%";"79.90";"79.90";"79.90";"79.90";"-";"-";"-";"Opportunité (Augmenter !)"
"3339";"Agenda Harry Potter 2025/2026";"AGENDA2026";"5.80";"9.95";"1.72";"30.1%";"9.95";"9.95";"9.95";"9.95";"-";"-";"0.00";"Marge faible (Vérifier)"
"3350";"Puzzle multidimensionnel Poudlard (1000 pièces)";"T11-HP-PUZZLE";"21.70";"44.99";"2.07";"42.1%";"24.90";"24.90";"24.90";"24.90";"-";"-";"-";"Trop cher (Baisser !)"
"3351";"Le Seigneur des Anneaux Puzzle multidimensionnel (1000 pièces)";"T11-LOTR-PUZZLE";"21.70";"44.99";"2.07";"42.1%";"9.80";"9.80";"9.80";"9.80";"-";"-";"-";"Trop cher (Baisser !)"
"3356";"Le livre des stickers de Poudlard - 1000 autocollants";"J05736";"5.78";"9.90";"1.71";"29.9%";"9.90";"9.90";"9.90";"9.90";"-";"-";"0.00";"Marge faible (Vérifier)"
