"Referrer source","Referrer name","Session city","Online store visitors","Sessions"
"social","facebook","Héry",1,1
"social","instagram","Joudreville",1,1
"direct",,"Promissão",1,1
"direct",,"Tlemcen",1,1
"social","facebook","Maisons-Laffitte",1,1
"unknown","youpili","Bondy",1,1
"social","facebook","Saint-Aunès",1,1
"direct",,"Saverdun",1,1
"search","google","La Teste-de-Buch",1,1
"direct",,"Vinon-sur-Verdon",1,1
"direct",,"Wormhout",1,1
"direct",,"Vicente Guerrero",1,1
"social","instagram","Fontaine-le-Bourg",1,1
"unknown","internalfb","Mumbai",1,1
"search","google","Cuffies",1,1
"social","facebook","Fuveau",1,1
"search","google","Venette",1,1
"search","google","Roggenhouse",1,1
"direct",,"Puerto Maldonado",1,1
"social","instagram","La Cavalerie",1,1
"direct",,"Oranjestad",1,1
"direct",,"Port-de-Bouc",1,1
"search","google","Palavas-les-Flots",1,1
"search","google","Ecatepec",1,1
"direct",,"Lubbock",1,1
"direct",,"Quilmes Oeste",1,1
"direct",,"Nuremberg",1,1
"social","facebook","Montauville",1,1
"social","facebook","Megève",1,1
"direct",,"Punta Alta",1,1
"direct",,"Manage",1,1
"social","instagram","Cordemais",1,1
"social","facebook","Vézénobres",1,1
"direct",,"Chemax",1,1
"search","bing","Saint-Sébastien-de-Morsent",1,1
"search","google","La Souterraine",1,1
"direct",,"Nordestina",1,1
"search","google","Vauvenargues",1,1
"social","facebook","Port-sur-Saône",1,1
"direct",,"Aboncourt",1,1
"social","instagram","Uchaud",1,1
"search","google","Montbonnot-Saint-Martin",1,1
"direct",,"Glen Ellyn",1,1
"direct",,"Tulle",1,1
"search","google","Jujurieux",1,1
"direct",,"Gandhinagar",1,1
"social","instagram","Les Bordes",1,1
"direct",,"Hua Hin",1,1
"direct",,"Caninde",1,1
"direct",,"Mendiolaza",1,1
"direct",,"Braintree",1,1
"social","instagram","Kolding",1,1
"direct",,"Américo Brasiliense",1,1
"direct",,"Sapezal",1,1
"search","google","La Ravine des Cabris",1,1
"social","instagram","Moirans",1,1
"social","facebook","Frambouhans",1,1
"direct",,"Bolingbrook",1,1
"social","facebook","Grisolles",1,1
"direct",,"Kwun Tong",1,1
"search","google","Janzé",1,1
"search","google","Ambérieux-en-Dombes",1,1
"direct",,"Montévrain",1,1
"direct",,"Riacho dos Cavalos",1,1
"social","facebook","Loon-Plage",1,1
"direct",,"Nueva Imperial",1,1
"social","facebook","Amboise",1,1
"search","google","Holtzheim",1,1
"social","instagram","Berlin",1,1
"direct",,"Yunusemre",1,1
"direct",,"Bridgeport",1,1
"direct",,"Corrente",1,1
"direct",,"Pimenta Bueno",1,1
"search","google","Gabian",1,1
"search","google","Ordizan",1,1
"social","instagram","Saint-Denis-le-Vêtu",1,1
"social","facebook","Riantec",1,1
"search","google","Blonville-sur-Mer",1,1
"social","instagram","Maclas",1,1
"direct",,"Montreuil-Juigné",1,1
"social","facebook","La Courneuve",1,1
"direct",,"Ritápolis",1,1
"search","ecosia","Saint-Etienne",1,1
"direct",,"Coronel",1,1
"unknown","mesenvies","Valmont",1,1
"direct",,"Jequié",1,1
"direct",,"Kirkland",1,1
"direct",,"Alegre",1,1
"direct",,"Magelang",1,1
"direct",,"Le Kremlin-Bicêtre",1,1
"search","google","Ejby",1,1
"direct",,"Shariatpur",1,1
"direct",,"Fervedouro",1,1
"social","facebook","Still",1,1
"search","google","Échillais",1,1
"social","facebook","Lésigny",1,1
"search","google","Étréchy",1,1
"social","facebook","Vouzy",1,1
"direct",,"Montfort-sur-Meu",1,1
"direct",,"Baní",1,1
"direct",,"Bozel",1,1
"direct",,"Pedro Gomes",1,1
"social","facebook","Ussel",1,1
"direct",,"Gerena",1,1
"search","google","Goderville",1,1
"social","instagram","Plouvorn",1,1
"social","facebook","Annonay",1,1
"search","google","Condé-sur-l'Escaut",1,1
"social","instagram","Romilly-sur-Andelle",1,1
"search","google","São Paulo",1,1
"social","instagram","Cayrac",1,1
"search","google","Vergongheon",1,1
"unknown","chatgpt","Roubaix",1,1
"social","facebook","Messei",1,1
"search","google","Inguiniel",1,1
"direct",,"Kharagpur",1,1
"direct",,"Cajamarca",1,1
"search","google","Lihus",1,1
"direct",,"Belmont",1,1
"social","instagram","Osaka",1,1
"search","google","Tommerup Stationsby",1,1
"social","instagram","Guadalajara",1,1
"direct",,"Arcangues",1,1
"social","instagram","Garlan",1,1
"search","google","Rabat",1,1
"search","google","Mexico City",1,1
"social","facebook","Saint-Pierre-de-Coutances",1,1
"direct",,"Sarnia",1,1
"search","google","Saint-André-de-Sangonis",1,1
"social","instagram","Yainville",1,1
"search","google","Radès",1,1
"direct",,"Saint-Dizier",1,1
"social","instagram","Mérignies",1,1
"direct",,"Port Elizabeth",1,1
"direct",,"Grand Bourg",1,1
"social","facebook","Jeanménil",1,1
"social","instagram","Pont-Rouge",1,1
"social","facebook","Sheffield",1,1
"direct",,"Lerdo",1,1
"search","google","Notre-Dame-de-Gravenchon",1,1
"direct",,"Igarapé Miri",1,1
"social","instagram","Montgivray",1,1
"search","google","Truyes",1,1
"search","google","Plouénan",1,1
"direct",,"Chambersburg",1,1
"social","instagram","Pinon",1,1
"direct",,"Menlo Park",1,1
"direct",,"João Monlevade",1,1
"search","google","Gujan-Mestras",1,1
"social","facebook","Bérat",1,1
"direct",,"Gouvix",1,1
"social","instagram","Cattenom",1,1
"search","google","Chavanay",1,1
"search","google","Lorraine",1,1
"search","google","Djibouti",1,1
"direct",,"Ostwald",1,1
"search","google","Bidart",1,1
"search","google","Douarnenez",1,1
"direct",,"Amman",1,1
"social","instagram","Saint-Pantaléon-de-Larche",1,1
"social","facebook","Vernaison",1,1
"social","instagram","Léognan",1,1
"search","google","Surgères",1,1
"search","google","Biguglia",1,1
"social","instagram","Annoeullin",1,1
"search","google","Marœuil",1,1
"search","google","La Tremblade",1,1
"direct",,"Vadodara",1,1
"direct",,"Iguaçu",1,1
"social","instagram","Morlaàs",1,1
"social","instagram","Le Luc",1,1
"search","google","Brignoles",1,1
"direct",,"Três Marias",1,1
"social","facebook","Trignac",1,1
"search","google","Loon-Plage",1,1
"search","google","Mayenne",1,1
"unknown","brave","Nice",1,1
"direct",,"Toba Tek Singh",1,1
"direct",,"Mucambo",1,1
"social","instagram","Bruille-Saint-Amand",1,1
"direct",,"Pojuca",1,1
"direct",,"Caroebe Municipality",1,1
"direct",,"Courseulles-sur-Mer",1,1
"social","facebook","Valette",1,1
"social","facebook","Flaviac",1,1
"direct",,"Pinhal",1,1
"direct",,"Sainghin-en-Weppes",1,1
"search","google","St Petersburg",1,1
"social","facebook","Pexiora",1,1
"search","google","Bloomington",1,1
"social","facebook","Vedène",1,1
"search","google","Le Blanc",1,1
"direct",,"Barcelona",1,1
"social","facebook","Ille-sur-Têt",1,1
"search","google","Sainte-Sophie",1,1
"direct",,"Arauca",1,1
"search","google","Bournezeau",1,1
"search","google","Zollikon",1,1
"search","google","Brusvily",1,1
"social","instagram","Hombourg-Haut",1,1
"search","google","Vidauban",1,1
"social","facebook","Chamouilley",1,1
"search","google","Coulommiers",1,1
"search","google","Villemoutiers",1,1
"social","facebook","Gueux",1,1
"direct",,"Palo Alto",1,1
"social","facebook","Avrée",1,1
"direct",,"Mize",1,1
"social","instagram","Ambert",1,1
"social","instagram","Doullens",1,1
"direct",,"Bengbu",1,1
"direct",,"Elmont",1,1
"search","google","Chauché",1,1
"direct",,"Edison",1,1
"social","instagram","Reykjavik",1,1
"direct",,"La Escondida",1,1
"search","google","Saint-Jean-de-la-Ruelle",1,1
"social","facebook","Balinghem",1,1
"search","google","Illfurth",1,1
"direct",,"Santo Cristo",1,1
"direct",,"Heze",1,1
"direct",,"Rio Tinto",1,1
"direct",,"Apiacás",1,1
"social","facebook","Saint-Pierre-en-Faucigny",1,1
"direct",,"Cabeceiras",1,1
"social","instagram","Salaberry-de-Valleyfield",1,1
"social","instagram","Salles",1,1
"direct",,"Capitão de Campos",1,1
"direct",,"Alpinópolis",1,1
"social","instagram","Carhaix-Plouguer",1,1
"social","facebook","Le Mage",1,1
"search","google","Biarritz",1,1
"search","google","Santoña",1,1
"social","instagram","Villeneuve-la-Garenne",1,1
"social","facebook","Lillers",1,1
"social","instagram","Jouy-le-Moutier",1,1
"social","facebook","Pabu",1,1
"search","google","Matane",1,1
"social","instagram","Rouvroy",1,1
"search","google","Plovan",1,1
"search","google","Izon",1,1
"direct",,"Wilmette",1,1
"search","google","Savigny-sur-Orge",1,1
"search","google","Harskirchen",1,1
"direct",,"Crestwood",1,1
"direct",,"Tucunduva",1,1
"social","instagram","Tokyo",1,1
"social","instagram","Commes",1,1
"direct",,"Ciudad Guayana",1,1
"social","instagram","La Cerlangue",1,1
"social","facebook","Villé",1,1
"search","google","Colombelles",1,1
"social","instagram","Damprichard",1,1
"direct",,"Treze Tílias",1,1
"direct",,"Yerba Buena",1,1
"search","google","Milly-sur-Thérain",1,1
"direct",,"Lajinha",1,1
"social","facebook","Saint-Dizier",1,1
"unknown","judge","Rouen",1,1
"direct",,"Colomiers",1,1
"search","google","Rânes",1,1
"search","google","Constantine",1,1
"direct",,"Saint-Just-Malmont",1,1
"email","gmail","Amiens",1,1
"social","facebook","Les Alluets-le-Roi",1,1
"social","facebook","Rogerville",1,1
"social","facebook","Jouet-sur-lAubois",1,1
"search","google","Dieulouard",1,1
"search","google","Fouesnant",1,1
"search","google","Bergnicourt",1,1
"direct",,"Tonnay-Charente",1,1
"direct",,"Apuiarés",1,1
"direct",,"Long Xuyen",1,1
"direct",,"Encarnación",1,1
"search","google","Le Portel",1,1
"direct",,"Alcázar de San Juan",1,1
"search","google","Plaissan",1,1
"direct",,"Canto do Buriti",1,1
"search","ecosia","Cairo",1,1
"direct",,"Taquaral de Goiás",1,1
"direct",,"Oruro",1,1
"social","facebook","Castanet-Tolosan",1,1
"search","bing","Flémalle",1,1
"direct",,"Le Blanc-Mesnil",1,1
"social","facebook","Hindisheim",1,1
"search","google","Luisant",1,1
"search","google","Leven",1,1
"social","facebook","Mons-en-Pévèle",1,1
"search","duckduckgo","Chelles",1,1
"direct",,"Montaigu",1,1
"direct",,"Andaraí",1,1
"direct",,"Rancho Cordova",1,1
"social","facebook","Frotey-lès-Lure",1,1
"search","google","Fontaine-le-Comte",1,1
"social","instagram","Dammam",1,1
"unknown","brave","Mulhouse",1,1
"search","google","Saverne",1,1
"direct",,"Carson",1,1
"direct",,"Saint-Aignan-sur-Ry",1,1
"search","ecosia","Lamorlaye",1,1
"social","facebook","Billom",1,1
"search","google","Maclas",1,1
"unknown","chatgpt","Saint-Fons",1,1
"search","google","Hillsboro",1,1
"direct",,"La Romana",1,1
"social","instagram","Calonne-Ricouart",1,1
"direct",,"Conde",1,1
"direct",,"Maputo",1,1
"social","instagram","Ahun",1,1
"direct",,"Decatur",1,1
"social","facebook","Mennetou-sur-Cher",1,1
"direct",,"Méricourt",1,1
"social","facebook","Félines",1,1
"search","google","Arnprior",1,1
"direct",,"Chapada",1,1
"direct",,"Lée",1,1
"search","google","Lambesc",1,1
"unknown","youcare","Paris",1,1
"search","google","Brazzaville",1,1
"direct",,"Pharr",1,1
"social","facebook","Boussières",1,1
"social","facebook","Charmont-sous-Barbuise",1,1
"direct",,"Stevenage",1,1
"direct",,"Zhubei",1,1
"search","google","Brognon",1,1
"search","google","Mûrs-Erigné",1,1
"search","google","Lexy",1,1
"direct",,"Amritsar",1,1
"social","instagram","Courrières",1,1
"direct",,"Chiang Mai",1,1
"social","instagram","Novalaise",1,1
"social","instagram","Montjay",1,1
"direct",,"Gulfport",1,1
"direct",,"Voiron",1,1
"social","facebook","Trappes",1,1
"social","facebook","Saint-Louis",1,1
"search","google","Capbreton",1,1
"direct",,"Sainte-Thècle",1,1
"direct",,"Ger",1,1
"direct",,"Queimadas",1,1
"direct",,"Gračanica",1,1
"social","instagram","Redon",1,1
"search","google","Saint-Ouen-du-Tilleul",1,1
"social","instagram","Farnham",1,1
"search","google","Juillac",1,1
"direct",,"Jaru",1,1
"direct",,"Dau",1,1
"social","instagram","Yenne",1,1
"social","facebook","Changé",1,1
"social","instagram","Vérines",1,1
"social","facebook","Moulinet",1,1
"direct",,"Campegine",1,1
"search","google","Lisle-sur-Tarn",1,1
"search","google","Saint-Christol-les-Alès",1,1
"social","instagram","Leuven",1,1
"social","facebook","Le Moutaret",1,1
"direct",,"Água Preta",1,1
"direct",,"Vanderhoof",1,1
"search","google","Pamproux",1,1
"social","facebook","Caussade",1,1
"search","google","Saint-Denis-lès-Bourg",1,1
"direct",,"Livramento de Nossa Senhora",1,1
"direct",,"Peachtree Corners",1,1
"social","facebook","Hombourg-Haut",1,1
"social","instagram","Morez",1,1
"social","instagram","Le Val-Saint-Germain",1,1
"social","instagram","Fontaine-lès-Dijon",1,1
"direct",,"Perris",1,1
"direct",,"Vernaison",1,1
"social","instagram","Harcourt",1,1
"search","google","Ladapeyre",1,1
"direct",,"Novo Oriente do Piauí",1,1
"social","instagram","Derchigny",1,1
"social","instagram","Le Teich",1,1
"direct",,"Saint-Germain-en-Coglès",1,1
"direct",,"Luz",1,1
"search","google","Cléguer",1,1
"search","google","Lunas",1,1
"search","google","Boissy-le-Sec",1,1
"search","google","Abbaretz",1,1
"search","google","San Salvador",1,1
"search","google","Cruseilles",1,1
"direct",,"Oriximiná Municipality",1,1
"direct",,"Coronel Bicaco",1,1
"social","facebook","Damville",1,1
"direct",,"Saint-Laurent",1,1
"direct",,"Hidrolina",1,1
"direct",,"Villiers-le-Sec",1,1
"direct",,"Leytonstone",1,1
"direct",,"Limoux",1,1
"search","google","Saint-Romain-sur-Cher",1,1
"direct",,"New Boston",1,1
"social","instagram","Lanvollon",1,1
"search","google","Ancerville",1,1
"social","instagram","Ajou",1,1
"direct",,"Indjija",1,1
"direct",,"São Roque de Minas",1,1
"direct",,"Draveil",1,1
"social","instagram","Rots",1,1
"direct",,"Piritiba",1,1
"search","google","Thiais",1,1
"search","google","Bourbriac",1,1
"search","google","Blaye-les-Mines",1,1
"search","google","Baie-Mahault",1,1
"direct",,"Luttre",1,1
"direct",,"Landivisiau",1,1
"direct",,"Rugeley",1,1
"direct",,"Queyrac",1,1
"search","google","Saultain",1,1
"search","google","Bandar Seri Begawan",1,1
"search","google","Breuil-le-Sec",1,1
"social","instagram","Saint-Aubin-Routot",1,1
"search","google","Phoenix",1,1
"search","google","Perreuil",1,1
"search","google","Barberey-Saint-Sulpice",1,1
"social","instagram","Le Palais-sur-Vienne",1,1
"social","instagram","Montgermont",1,1
"direct",,"Triel-sur-Seine",1,1
"social","facebook","Brumath",1,1
"social","instagram","Senon",1,1
"search","google","Rungis",1,1
"search","google","Graveson",1,1
"direct",,"Mineral de la Reforma",1,1
"search","google","Nonancourt",1,1
"search","google","Saint-Just-Malmont",1,1
"social","instagram","Villeneuve-les-Bordes",1,1
"direct",,"Ourilândia do Norte Municipality",1,1
"direct",,"Whittier",1,1
"search","google","Magog",1,1
"search","google","Préaux",1,1
"search","google","Saint-Aignan",1,1
"social","instagram","Regenstauf",1,1
"direct",,"Lethbridge",1,1
"direct",,"Itatinga",1,1
"search","google","Fussy",1,1
"social","instagram","Marches",1,1
"direct",,"Fortuna",1,1
"search","google","Saint-Laurent-du-Var",1,1
"direct",,"Arles",1,1
"search","yahoo!","Corte",1,1
"direct",,"Valparaiso",1,1
"social","facebook","Mirambeau",1,1
"direct",,"Água Azul do Norte",1,1
"direct",,"São Félix de Minas",1,1
"direct",,"Salisbury",1,1
"direct",,"Olindina",1,1
"direct",,"Laizhou",1,1
"search","google","Le Crestet",1,1
"search","google","L'Isle-sur-la-Sorgue",1,1
"direct",,"Machacalis",1,1
"social","instagram","Pierrelatte",1,1
"direct",,"Florange",1,1
"direct",,"Tremembé",1,1
"search","google","Washington",1,1
"search","google","Montmagny",1,1
"search","google","Rouffigny",1,1
"social","facebook","Chasseneuil-du-Poitou",1,1
"social","facebook","Bandol",1,1
"search","google","Cyberjaya",1,1
"social","facebook","Chirac",1,1
"social","instagram","Chicago",1,1
"search","google","Bordj el Bahri",1,1
"direct",,"Mucurici",1,1
"search","google","Salles-d'Angles",1,1
"search","google","San Miguel",1,1
"direct",,"Itiruçu",1,1
"direct",,"Hacienda Santo Domingo",1,1
"search","yahoo!","Aulnay-sous-Bois",1,1
"direct",,"Raniganj",1,1
"social","instagram","Oxford",1,1
"search","ecosia","Mareil-sur-Mauldre",1,1
"search","google","Thouars",1,1
"social","instagram","Marzy",1,1
"social","facebook","Lambres-lez-Douai",1,1
"direct",,"Cleburne",1,1
"social","instagram","Launay-Villiers",1,1
"social","instagram","Millas",1,1
"direct",,"Juru",1,1
"direct",,"São Joaquim",1,1
"social","instagram","Saint-Jean-le-Blanc",1,1
"direct",,"Salinópolis",1,1
"direct",,"Malone",1,1
"direct",,"Graça Aranha",1,1
"social","facebook","Carouge",1,1
"social","instagram","Mons-en-Pévèle",1,1
"search","google","Touquin",1,1
"direct",,"Kamenica",1,1
"direct",,"Alcinópolis",1,1
"search","google","Biollet",1,1
"direct",,"Paramaribo",1,1
"direct",,"Vilnius",1,1
"search","google","Crastatt",1,1
"social","facebook","Annet-sur-Marne",1,1
"social","facebook","La Verpillière",1,1
"search","google","Mesnières-en-Bray",1,1
"direct",,"Santa Rosa do Sul",1,1
"search","google","Bussy",1,1
"search","google","La Fouillouse",1,1
"direct",,"Santa Bárbara do Pará",1,1
"email","gmail","Tokyo",1,1
"social","facebook","Cagnes-sur-Mer",1,1
"direct",,"Worcester",1,1
"social","facebook","Gravelotte",1,1
"social","facebook","Limoux",1,1
"social","instagram","Ploudalmézeau",1,1
"direct",,"Rodez",1,1
"search","google","Le Mée-sur-Seine",1,1
"search","google","Heudebouville",1,1
"social","facebook","La Canourgue",1,1
"social","instagram","Cournonterral",1,1
"direct",,"Fouras",1,1
"direct",,"Sialkot",1,1
"search","google","La Copechagnière",1,1
"direct",,"Uiraúna",1,1
"direct",,"Magangué",1,1
"direct",,"Gilbert",1,1
"social","instagram","Renung",1,1
"direct",,"Marigot",1,1
"direct",,"Tartu",1,1
"direct",,"Río Gallegos",1,1
"direct",,"Bratislava",1,1
"search","google","Broualan",1,1
"direct",,"Saint-Max",1,1
"social","instagram","Nieul-le-Dolent",1,1
"direct",,"Tumbes",1,1
"search","google","Laarne",1,1
"search","ecosia","Dieppe",1,1
"direct",,"Pearl",1,1
"social","facebook","Athens",1,1
"direct",,"Lontras",1,1
"social","facebook","Saint-Pierre-du-Mont",1,1
"direct",,"Papar",1,1
"direct",,"Tapiales",1,1
"direct",,"Yushuiqu",1,1
"social","facebook","Sarcelles",1,1
"search","google","Longaulnay",1,1
"search","bing","Schaarbeek",1,1
"social","facebook","Saint-Martin-Boulogne",1,1
"direct",,"Breves",1,1
"social","facebook","Correns",1,1
"direct",,"Oldbury",1,1
"search","google","Saivres",1,1
"search","google","Le Bouscat",1,1
"direct",,"Saint-Laurent-du-Var",1,1
"direct",,"Saint-Dié",1,1
"direct",,"Sabadell",1,1
"search","google","Sainte-Marie",1,1
"direct",,"Sens",1,1
"social","facebook","Aigues-Mortes",1,1
"direct",,"Kapuskasing",1,1
"search","google","Boufféré",1,1
"search","google","Aiffres",1,1
"search","google","Chasné-sur-Illet",1,1
"direct",,"Tampico",1,1
"direct",,"Crixás",1,1
"direct",,"Vélizy-Villacoublay",1,1
"direct",,"Pontianak",1,1
"direct",,"Meridiano",1,1
"direct",,"Chincha Alta",1,1
"direct",,"Presidente Kennedy",1,1
"direct",,"Frisco",1,1
"social","instagram","Hermes",1,1
"search","google","Caumont",1,1
"social","instagram","Boissy-le-Sec",1,1
"direct",,"Moulins",1,1
"search","google","Kolkata",1,1
"direct",,"Lombard",1,1
"social","facebook","Thiberville",1,1
"direct",,"Jarville-la-Malgrange",1,1
"direct",,"Unaizah",1,1
"search","google","Oviedo",1,1
"social","facebook","Billère",1,1
"search","google","Cancon",1,1
"direct",,"Novosibirsk",1,1
"direct",,"Russas",1,1
"direct",,"Ciudad Nezahualcoyotl",1,1
"search","ecosia","Déville-lès-Rouen",1,1
"direct",,"Farnham",1,1
"search","google","Saint-Saturnin-lès-Apt",1,1
"direct",,"North Haven",1,1
"search","google","Saint-Cyr-sur-Menthon",1,1
"search","google","Dieupentale",1,1
"social","instagram","Saint-Martin-de-Sescas",1,1
"social","facebook","Saint-Laurent-du-Pont",1,1
"direct",,"José Bonifácio",1,1
"direct",,"Laranjal Paulista",1,1
"direct",,"Woodburn",1,1
"social","facebook","Saint-Clair-du-Rhône",1,1
"direct",,"Mooresville",1,1
"direct",,"Doncaster",1,1
"social","facebook","Heudebouville",1,1
"direct",,"Selles-sur-Cher",1,1
"direct",,"Calais",1,1
"search","yahoo!","Brignoles",1,1
"social","instagram","Berneuil",1,1
"social","facebook","L'Isle-d'Abeau",1,1
"direct",,"Carlsbad",1,1
"search","google","Livry-Gargan",1,1
"direct",,"Barbosa Ferraz",1,1
"direct",,"Beaverton",1,1
"search","bing","Andilly",1,1
"search","google","Blain",1,1
"search","google","Stoneham",1,1
"social","facebook","Verdun",1,1
"social","facebook","Le Creusot",1,1
"direct",,"Jundiá",1,1
"social","instagram","Jargeau",1,1
"search","google","Saint-Michel-sur-Orge",1,1
"search","google","Fampoux",1,1
"direct",,"Celso Ramos",1,1
"social","facebook","Vérines",1,1
"social","instagram","Surin",1,1
"social","facebook","Marcheprime",1,1
"search","google","Pagney-derrière-Barine",1,1
"direct",,"Vaulx-en-Velin",1,1
"search","google","Arpajon",1,1
"social","facebook","Bonneville",1,1
"search","google","Corbas",1,1
"direct",,"Anajatuba",1,1
"direct",,"Santa Rosa de Viterbo",1,1
"direct",,"Khasavyurt",1,1
"search","google","Brisbane",1,1
"social","facebook","Droisy",1,1
"social","facebook","Nemours",1,1
"search","bing","Albertville",1,1
"direct",,"La Fortuna",1,1
"direct",,"Manado",1,1
"search","bing","La Motte-Servolex",1,1
"social","instagram","Wiwersheim",1,1
"search","google","Saint-Marc-des-Carrieres",1,1
"social","instagram","Rotterdam",1,1
"direct",,"Antananarivo",1,1
"direct",,"Caldiero",1,1
"social","instagram","Hérouville-Saint-Clair",1,1
"direct",,"Fairburn",1,1
"direct",,"Rio Real",1,1
"social","instagram","Destelbergen",1,1
"direct",,"Bothell",1,1
"direct",,"Nova Campina",1,1
"direct",,"Capivari de Baixo",1,1
"direct",,"L'Herbergement",1,1
"direct",,"Presidente Dutra",1,1
"direct",,"Samambaia",1,1
"direct",,"Roncq",1,1
"direct",,"Bathinda",1,1
"direct",,"Manoel Vitorino",1,1
"social","instagram","Frontignan",1,1
"search","google","Tourville-sur-Pont-Audemer",1,1
"search","google","Duclair",1,1
"search","google","Pontarmé",1,1
"direct",,"Montbonnot-Saint-Martin",1,1
"search","google","Sainte-Marie-aux-Mines",1,1
"direct",,"Alliston",1,1
"social","facebook","Vandœuvre-lès-Nancy",1,1
"search","google","Saint-Cyr-sur-Loire",1,1
"search","google","Belbeuf",1,1
"social","instagram","Gumefens",1,1
"search","google","Échirolles",1,1
"search","duckduckgo","Naaldwijk",1,1
"search","google","Hucqueliers",1,1
"direct",,"Pastos Bons",1,1
"direct",,"Madre de Deus",1,1
"search","google","Utrecht",1,1
"direct",,"Sivry-Courtry",1,1
"direct",,"Heroica Caborca",1,1
"search","google","Outreau",1,1
"direct",,"Yueqing",1,1
"direct",,"Los Teques",1,1
"search","google","Nœux-les-Mines",1,1
"social","facebook","Champniers",1,1
"search","google","Champgenéteux",1,1
"direct",,"Fernley",1,1
"direct",,"Gueures",1,1
"direct",,"Aurilândia",1,1
"direct",,"Cuernavaca",1,1
"direct",,"Remanso",1,1
"direct",,"McNeal",1,1
"social","facebook","La Lande-de-Fronsac",1,1
"social","facebook","La Crèche",1,1
"direct",,"Morgantown",1,1
"search","google","Sainte-Fortunade",1,1
"direct",,"Schaffhausen",1,1
"search","google","Eyragues",1,1
"direct",,"Badalona",1,1
"direct",,"Valence",1,1
"social","instagram","Camors",1,1
"direct",,"Depok",1,1
"search","ecosia","Levallois-Perret",1,1
"direct",,"Buerarema",1,1
"search","google","Ecquevilly",1,1
"search","google","Saint-Tropez",1,1
"social","instagram","Vallet",1,1
"social","facebook","Hennebont",1,1
"social","facebook","Narbonne",1,1
"social","facebook","Vieux-Berquin",1,1
"search","google","Mondragon",1,1
"social","facebook","Giverny",1,1
"social","facebook","Cadillac",1,1
"search","google","Kœnigsmacker",1,1
"social","facebook","Hochfelden",1,1
"social","instagram","Quiévrechain",1,1
"direct",,"Raul Soares",1,1
"social","facebook","Raismes",1,1
"search","google","Authieux-Ratiéville",1,1
"search","google","Moulins-le-Carbonnel",1,1
"direct",,"Carolina",1,1
"direct",,"Watford",1,1
"social","facebook","Livernon",1,1
"social","facebook","Luxeuil-les-Bains",1,1
"direct",,"Inhapi",1,1
"social","facebook","Vauvert",1,1
"direct",,"Pont-de-l'Arche",1,1
"direct",,"Daubeuf-près-Vatteville",1,1
"search","google","Quetigny",1,1
"social","instagram","Montaigu",1,1
"search","google","Noyalo",1,1
"social","facebook","Aubiet",1,1
"social","facebook","Lozinghem",1,1
"social","facebook","Huppy",1,1
"search","google","Chérencé-le-Héron",1,1
"direct",,"Manteca",1,1
"search","google","Montbartier",1,1
"direct",,"Montréal-Nord",1,1
"direct",,"Viña del Mar",1,1
"search","google","Chavagnes-en-Paillers",1,1
"search","google","Beauchastel",1,1
"direct",,"Puyang",1,1
"direct",,"Osipenko",1,1
"direct",,"Passira",1,1
"social","facebook","Sainte-Marguerite-sur-Fauville",1,1
"social","instagram","Vic-le-Comte",1,1
"search","google","Flesselles",1,1
"search","google","Houdain",1,1
"search","google","Brillon",1,1
"social","instagram","Rosporden",1,1
"search","google","La Farlède",1,1
"direct",,"Malé",1,1
"search","google","Roanne",1,1
"search","google","Port-des-Barques",1,1
"social","facebook","Rainvillers",1,1
"direct",,"Prigonrieux",1,1
"social","instagram","Bueil",1,1
"direct",,"Pawtucket",1,1
"social","facebook","Capbreton",1,1
"direct",,"Khmelnytskyi",1,1
"social","facebook","Apt",1,1
"direct",,"Urucuia",1,1
"direct",,"Carira",1,1
"search","google","Geneston",1,1
"social","facebook","Boulay-Moselle",1,1
"direct",,"Pacaraima",1,1
"direct",,"Villa El Salvador",1,1
"social","instagram","Wynau",1,1
"direct",,"Pompignac",1,1
"direct",,"Banská Bystrica",1,1
"direct",,"Sanary-sur-Mer",1,1
"search","google","Épinay-sous-Sénart",1,1
"social","facebook","Charenton-le-Pont",1,1
"search","google","Aumur",1,1
"social","instagram","Nemours",1,1
"direct",,"Crissiumal",1,1
"social","instagram","Stepney",1,1
"search","google","Cambronne-lès-Ribécourt",1,1
"social","facebook","Sabran",1,1
"social","instagram","Riom",1,1
"social","facebook","Ingouville",1,1
"direct",,"Porlamar",1,1
"search","google","Malgrat de Mar",1,1
"direct",,"Pancas",1,1
"social","instagram","La Rouquette",1,1
"search","google","Larajasse",1,1
"social","facebook","Crevin",1,1
"social","instagram","Landivisiau",1,1
"social","facebook","Villemoustaussou",1,1
"direct",,"Brakpan",1,1
"social","instagram","Grande-Synthe",1,1
"social","instagram","Évron",1,1
"direct",,"Cookeville",1,1
"social","facebook","Bouzel",1,1
"unknown","odmotorsport",,1,1
"direct",,"Windermere",1,1
"social","facebook","Guérande",1,1
"social","instagram","Manneville-la-Pipard",1,1
"search","google","Wignehies",1,1
"direct",,"Morganton",1,1
"search","ecosia","Dortmund",1,1
"search","google","Boissey-le-Châtel",1,1
"search","google","Valréas",1,1
"search","google","Wardrecques",1,1
"social","instagram","Chamonix",1,1
"direct",,"Chennevières-sur-Marne",1,1
"direct",,"Mãe do Rio",1,1
"search","google","Dinsheim-sur-Bruche",1,1
"direct",,"Cavalcante",1,1
"search","bing","Bern",1,1
"search","bing","Palaiseau",1,1
