"Referrer source","Referrer name","Session city","Online store visitors","Sessions"
"social","instagram","La Celle-Saint-Cloud",1,1
"search","google","Montsoult",1,1
"direct",,"Calabasas",1,1
"search","google","Karlsruhe",1,1
"direct",,"Pezens",1,1
"search","google","Les Angles",1,1
"search","google","Houdemont",1,1
"direct",,"Vieux-Thann",1,1
"search","google","Ronchin",1,1
"direct",,"Graz",1,1
"search","google","Salignac-sur-Charente",1,1
"social","facebook","Laventie",1,1
"search","google","Libreville",1,1
"social","instagram","Olwisheim",1,1
"direct",,"Dubaulia",1,1
"search","lilo","Massy",1,1
"social","facebook","Replonges",1,1
"social","instagram","Orcet",1,1
"social","instagram","Dammarie-les-Lys",1,1
"direct",,"Campbell",1,1
"direct",,"Indiaporã",1,1
"search","bing","Elna",1,1
"search","google","Vaison-la-Romaine",1,1
"direct",,"Nortkerque",1,1
"direct",,"Vassouras",1,1
"search","google","Blagnac",1,1
"direct",,"Bressuire",1,1
"direct",,"Ivry-sur-Seine",1,1
"direct",,"Çankaya",1,1
"direct",,"Cuevas de San Marcos",1,1
"social","facebook","Roncq",1,1
"social","facebook","Hérin",1,1
"direct",,"American Fork",1,1
"direct",,"Zionsville",1,1
"direct",,"Mauquenchy",1,1
"search","google","Tartu",1,1
"direct",,"Rawalpindi",1,1
"social","instagram","Bussigny",1,1
"social","facebook","Balma",1,1
"direct",,"Greenfield",1,1
"direct",,"Saint-Aubin-d'Aubigné",1,1
"social","instagram","Mélisey",1,1
"social","facebook","Charleroi",1,1
"direct",,"Lanvallay",1,1
"social","instagram","Valenton",1,1
"direct",,"Gloucester City",1,1
"direct",,"Richardménil",1,1
"direct",,"Paraíso do Tocantins",1,1
"direct",,"São Paulo das Missões",1,1
"search","google","Montigny-sur-Loing",1,1
"direct",,"Marema",1,1
"social","facebook","Bosdarros",1,1
"direct",,"Pasto",1,1
"direct",,"Armilla",1,1
"direct",,"Bharūch",1,1
"unknown","jariblog",,1,1
"search","google","Blacqueville",1,1
"social","facebook","Écuelles",1,1
"social","facebook","Saint-Philbert-de-Grand-Lieu",1,1
"direct",,"Miami Beach",1,1
"direct",,"La Teste-de-Buch",1,1
"social","facebook","Reignac",1,1
"direct",,"Badlāpur",1,1
"search","google","Triel-sur-Seine",1,1
"direct",,"Getxo",1,1
"direct",,"Serra Branca",1,1
"search","google","Biganos",1,1
"social","facebook","Saint-Pol-de-Léon",1,1
"social","facebook","Saint-Pol-sur-Ternoise",1,1
"search","google","Soyaux",1,1
"direct",,"Velaux",1,1
"search","google","Montreuil-sur-Brêche",1,1
"direct",,"Abilene",1,1
"direct",,"São Francisco",1,1
"search","google","Bézu-Saint-Éloi",1,1
"social","facebook","Poissy",1,1
"search","google","Carquefou",1,1
"search","google","Villevaudé",1,1
"social","facebook","Portes-lès-Valence",1,1
"social","instagram","Nogent-le-Rotrou",1,1
"direct",,"Frederico Westphalen",1,1
"search","google","Fleury-Mérogis",1,1
"search","google","Saint-Georges-dOrques",1,1
"direct",,"Sebastian",1,1
"social","facebook","Vimines",1,1
"direct",,"Banabuiú",1,1
"direct",,"Serranópolis do Iguaçu",1,1
"search","google","Wimille",1,1
"direct",,"Morsang-sur-Orge",1,1
"social","instagram","Élancourt",1,1
"direct",,"Ward",1,1
"direct",,"Mountain House",1,1
"direct",,"Pernik",1,1
"social","instagram","Wavrin",1,1
"social","instagram","Cugnaux",1,1
"search","google","San José",1,1
"social","facebook","Challans",1,1
"search","ecosia","Teddington",1,1
"direct",,"Saint-Malo-de-Guersac",1,1
"direct",,"Irmo",1,1
"social","instagram","Buchelay",1,1
"direct",,"Monterey Park",1,1
"social","instagram","Thonon-les-Bains",1,1
"direct",,"Hurricane",1,1
"social","facebook","Dolving",1,1
"search","google","Macau",1,1
"social","instagram","Gaspé",1,1
"social","facebook","Saussay",1,1
"direct",,"Weston",1,1
"direct",,"Reriutaba",1,1
"social","instagram","Bréhal",1,1
"search","google","Figanières",1,1
"direct",,"Fellering",1,1
"direct",,"La Troncal",1,1
"direct",,"Presidente Epitácio",1,1
"social","instagram","Thuir",1,1
"social","facebook","Montmélian",1,1
"social","instagram","Vaulx-Milieu",1,1
"search","google","Fismes",1,1
"direct",,"Puerto Vallarta",1,1
"search","google","Mirefleurs",1,1
"unknown","laposte","Rouen",1,1
"search","google","Méru",1,1
"direct",,"Tomé-Açu",1,1
"social","facebook","Fleury-sur-Andelle",1,1
"direct",,"Nobres",1,1
"direct",,"Presidente Tancredo Neves",1,1
"social","instagram","Aillevillers-et-Lyaumont",1,1
"social","facebook","Roussennac",1,1
"direct",,"La Courneuve",1,1
"social","instagram","Kiel",1,1
"social","instagram","Casablanca",1,1
"social","instagram","Saint-Brevin-les-Pins",1,1
"search","google","Crozon",1,1
"search","google","Villers-Marmery",1,1
"direct",,"Nabeul",1,1
"direct",,"Cluses",1,1
"direct",,"Lakeland",1,1
"search","google","Isle",1,1
"search","bing","Châteauroux",1,1
"direct",,"Shchyolkovo",1,1
"direct",,"Sandefjord",1,1
"search","google","Bourg-Argental",1,1
"search","google","Ouffet",1,1
"direct",,"Camocim de São Félix",1,1
"direct",,"Harvey",1,1
"direct",,"Itapuí",1,1
"direct",,"Campos Gerais",1,1
"social","facebook","Gimont",1,1
"social","instagram","Annepont",1,1
"social","instagram","Le Châtelet-en-Brie",1,1
"direct",,"Saint-Maur-des-Fossés",1,1
"direct",,"Sanclerlândia",1,1
"social","instagram","Savigny-sur-Orge",1,1
"direct",,"Sochi",1,1
"direct",,"Guanare",1,1
"direct",,"Watermael-Boitsfort",1,1
"direct",,"Hat Yai",1,1
"direct",,"Santa Terezinha de Itaipu",1,1
"direct",,"Jaci",1,1
"search","google","Les Ulis",1,1
"search","google","Moyenmoutier",1,1
"direct",,"Guwahati",1,1
"direct",,"Eu",1,1
"social","instagram","Achery",1,1
"search","google","Ransart",1,1
"direct",,"Henriville",1,1
"direct",,"Croatá",1,1
"direct",,"Porto União",1,1
"direct",,"Ancaster",1,1
"search","google","Eu",1,1
"search","google","Fossemanant",1,1
"social","facebook","Bolbec",1,1
"search","google","Belleneuve",1,1
"social","instagram","Beaurepaire",1,1
"social","instagram","Hettange-Grande",1,1
"direct",,"La Villa del Rosario",1,1
"search","google","Barjac",1,1
"social","instagram","Achenheim",1,1
"direct",,"Ambon City",1,1
"social","facebook","Plouay",1,1
"search","google","Vigneux-de-Bretagne",1,1
"direct",,"Mantenópolis",1,1
"search","google","Moidieu",1,1
"direct",,"Rixensart",1,1
"direct",,"Gothenburg",1,1
"search","google","Seo-gu",1,1
"social","facebook","Eslettes",1,1
"direct",,"Crispiano",1,1
"search","google","Andolsheim",1,1
"direct",,"Eusébio",1,1
"direct",,"Esch-sur-Alzette",1,1
"social","instagram","Saint-Morillon",1,1
"search","google","Belin-Béliet",1,1
"search","google","Saint-Germain-lès-Arpajon",1,1
"direct",,"Thibodaux",1,1
"social","instagram","Frankfurt am Main",1,1
"direct",,"Concórdia do Pará",1,1
"direct",,"Miraí",1,1
"direct",,"Offendorf",1,1
"direct",,"Plassac",1,1
"search","google","Saint-Céré",1,1
"social","facebook","Mimizan",1,1
"social","instagram","Oullins",1,1
"search","google","Préfailles",1,1
"search","google","Cruguel",1,1
"search","ecosia","Monte Carlo",1,1
"search","google","Miramas",1,1
"direct",,"Luoyang",1,1
"social","instagram","Tavaux",1,1
"unknown","office",,1,1
"social","instagram","Saint-Denis-des-Coudrais",1,1
"direct",,"Merville",1,1
"unknown","chatgpt","Lisbon",1,1
"social","instagram","Plouay",1,1
"social","instagram","Saint-Vérand",1,1
"social","facebook","Lempdes",1,1
"direct",,"Nova Venécia",1,1
"social","facebook","Hirson",1,1
"direct",,"Luang Prabang",1,1
"direct",,"Wiwersheim",1,1
"direct",,"Schenectady",1,1
"direct",,"Contenda",1,1
"social","instagram","Izon",1,1
"direct",,"Coutances",1,1
"social","instagram","Fulham",1,1
"search","google","Essey-lès-Nancy",1,1
"direct",,"Shangrao",1,1
"search","google","Shelby",1,1
"search","google","Villemoisson-sur-Orge",1,1
"direct",,"Milwaukee",1,1
"direct",,"Tailândia",1,1
"direct",,"Escalon",1,1
"direct",,"Niquelândia",1,1
"search","google","Pugnac",1,1
"search","google","Pierrefitte-sur-Seine",1,1
"search","google","Cayenne",1,1
"search","google","Camors",1,1
"social","instagram","Savigny-le-Temple",1,1
"social","instagram","Vaux-sur-Seine",1,1
"social","instagram","Rogerville",1,1
"direct",,"Mougins",1,1
"search","bing","Orléans",1,1
"social","facebook","Ivry-sur-Seine",1,1
"social","facebook","Eaubonne",1,1
"social","facebook","Retonfey",1,1
"direct",,"Narayanganj",1,1
"direct",,"Courgenay",1,1
"search","google","Cozes",1,1
"social","instagram","Renneville",1,1
"direct",,"Algeciras",1,1
"social","facebook","Maillezais",1,1
"direct",,"Stockholm",1,1
"search","google","Gouvieux",1,1
"social","facebook","Bresles",1,1
"direct",,"Guajará-Mirim",1,1
"search","google","Astana",1,1
"social","facebook","Ustaritz",1,1
"direct",,"Nova Era",1,1
"search","google","Balinghem",1,1
"social","facebook","Pordic",1,1
"unknown","supercorp","Rouen",1,1
"social","instagram","Deux-Montagnes",1,1
"direct",,"Fenton",1,1
"social","facebook","Wädenswil",1,1
"direct",,"Assunção do Piauí",1,1
"search","yahoo!","Trépail",1,1
"direct",,"Vivonne",1,1
"direct",,"Baião",1,1
"social","facebook","Antony",1,1
"unknown","k1apps","Warsaw",1,1
"direct",,"Yichun",1,1
"direct",,"Olho d'Agua das Cunhas",1,1
"social","facebook","Villebougis",1,1
"direct",,"Mount Brydges",1,1
"direct",,"Roncador",1,1
"social","instagram","Vauhallan",1,1
"direct",,"Puruándiro",1,1
"direct",,"Corumbá de Goiás",1,1
"search","google","Ferrières",1,1
"direct",,"Muids",1,1
"direct",,"Campo Limpo de Goiás",1,1
"social","instagram","Prague",1,1
"direct",,"Bolu",1,1
"social","facebook","Neuville-sur-Saône",1,1
"search","google","Wallers",1,1
"search","google","Saint-Julien-les-Villas",1,1
"social","facebook","Breteil",1,1
"social","facebook","Lottinghen",1,1
"search","google","Saint-Agnant",1,1
"search","google","Montigny-lès-Cormeilles",1,1
"search","google","Pluvigner",1,1
"direct",,"Belle Vernon",1,1
"social","facebook","Thann",1,1
"direct",,"Santo Antônio do Descoberto",1,1
"direct",,"Acaraú",1,1
"direct",,"North Charleston",1,1
"direct",,"Salsipuedes",1,1
"social","instagram","Viarmes",1,1
"search","bing","Évry",1,1
"direct",,"Villafranca di Verona",1,1
"social","facebook","Saint-Jean-de-Védas",1,1
"social","instagram","Saint-Maclou-de-Folleville",1,1
"search","google","Doha",1,1
"social","instagram","Strenquels",1,1
"direct",,"Igrejinha",1,1
"direct",,"Lima Duarte",1,1
"direct",,"Orléat",1,1
"search","google","Ceyrat",1,1
"search","google","Courgenay",1,1
"social","facebook","Carqueiranne",1,1
"direct",,"Santo Antônio de Jesus",1,1
"direct",,"Ribeira do Pombal",1,1
"social","instagram","San Sebastián de los Reyes",1,1
"search","google","Épouville",1,1
"social","instagram","Sète",1,1
"direct",,"Woodstown",1,1
"search","google","Crots",1,1
"direct",,"Bay Minette",1,1
"social","facebook","Boursies",1,1
"direct",,"Veauche",1,1
"direct",,"Achères",1,1
"social","facebook","Coincy",1,1
"direct",,"Santa Fe",1,1
"direct",,"Yukon",1,1
"social","facebook","Blain",1,1
"search","google","Leffrinckoucke",1,1
"direct",,"Port of Spain",1,1
"direct",,"Ajax",1,1
"direct",,"Puerto López",1,1
"search","google","Chauriat",1,1
"social","facebook","Herrlisheim",1,1
"social","instagram","Saint-Just",1,1
"search","google","Saint-Héand",1,1
"search","google","Génissac",1,1
"search","google","Feuchy",1,1
"social","instagram","Langon",1,1
"direct",,"Chelyabinsk",1,1
"social","facebook","Viménil",1,1
"social","instagram","Gradignan",1,1
"search","google","Bésayes",1,1
"search","google","Langeais",1,1
"social","facebook","Muille-Villette",1,1
"direct",,"Ceará-Mirim",1,1
"direct",,"Camon",1,1
"search","google","Noyant",1,1
"direct",,"Villa Nueva",1,1
"search","google","Clapiers",1,1
"social","facebook","Noisiel",1,1
"direct",,"São Miguel das Matas",1,1
"direct",,"Salto de Pirapora",1,1
"direct",,"Crawley",1,1
"direct",,"Trabuco Canyon",1,1
"search","google","Uffheim",1,1
"social","facebook","Saint-Denis-en-Val",1,1
"direct",,"Rostov-on-Don",1,1
"social","instagram","Jouars-Pontchartrain",1,1
"social","facebook","Javené",1,1
"search","google","Glattpark",1,1
"search","google","Châteauneuf-sur-Sarthe",1,1
"direct",,"Longchamps",1,1
"direct",,"Wellsboro",1,1
"social","facebook","Verdalle",1,1
"search","google","La Brède",1,1
"direct",,"Rafaela",1,1
"search","google","La Saline les Bains",1,1
"search","google","Noailles",1,1
"search","google","Morhange",1,1
"direct",,"Valle de Bravo",1,1
"search","bing","Poitiers",1,1
"direct",,"Saulieu",1,1
"social","facebook","Mouscron",1,1
"social","facebook","Banon",1,1
"direct",,"Orocó",1,1
"social","facebook","Les Angles",1,1
"direct",,"Lajes",1,1
"direct",,"Lorcha",1,1
"direct",,"Menteng Atas",1,1
"social","facebook","Voves",1,1
"search","qwant","Graulhet",1,1
"search","google","Auckland",1,1
"direct",,"Guarantã do Norte",1,1
"search","ecosia","Dole",1,1
"social","facebook","Les Essarts",1,1
"direct",,"Heliodora",1,1
"social","facebook","Méru",1,1
"direct",,"Port Coquitlam",1,1
"search","google","Bilthoven",1,1
"social","facebook","Bouloc",1,1
"social","facebook","Kathmandu",1,1
"social","facebook","Rochecorbon",1,1
"social","instagram","Saint-Héand",1,1
"search","google","Frederiksberg",1,1
"social","instagram","Poulx",1,1
"social","instagram","Guingamp",1,1
"search","google","Morges",1,1
"search","google","Montrabé",1,1
"social","instagram","Manila",1,1
"direct",,"Itagi",1,1
"social","instagram","Lédignan",1,1
"social","instagram","Peyrins",1,1
"social","instagram","Coux",1,1
"search","google","Arcis-sur-Aube",1,1
"direct",,"Samāstipur",1,1
"search","google","Monchecourt",1,1
"direct",,"Lucas do Rio Verde",1,1
"social","instagram","Bosrobert",1,1
"social","instagram","Gravelines",1,1
"social","facebook","La Haye",1,1
"direct",,"Timóteo",1,1
"direct",,"Ipiranga do Norte",1,1
"social","facebook","Bully-les-Mines",1,1
"direct",,"Leigh-on-Sea",1,1
"direct",,"Quixeré",1,1
"search","google","Buxy",1,1
"social","instagram","Aubenas",1,1
"direct",,"Goianápolis",1,1
"social","instagram","Chavigny",1,1
"social","instagram","Bréval",1,1
"search","google","Tabanac",1,1
"search","google","High Wycombe",1,1
"search","google","Mostaganem",1,1
"search","google","Gerbécourt",1,1
"direct",,"Lakewood",1,1
"direct",,"Ibirapitanga",1,1
"search","bing","Creil",1,1
"social","instagram","Saint-Thibéry",1,1
"social","facebook","Prades-le-Lez",1,1
"search","google","Grigny-sur-Rhône",1,1
"search","google","Wettolsheim",1,1
"social","facebook","Lamballe",1,1
"social","facebook","Le Vaudreuil",1,1
"social","instagram","Miremont",1,1
"social","instagram","Bretteville-du-Grand-Caux",1,1
"search","google","Annay",1,1
"direct",,"Kewaskum",1,1
"social","facebook","Saint-Avertin",1,1
"search","google","Vevey",1,1
"social","facebook","Dagneux",1,1
"social","instagram","Liffré",1,1
"search","google","Monte Carlo",1,1
"direct",,"Revel",1,1
"social","instagram","Bouloc",1,1
"social","instagram","Royan",1,1
"social","facebook","Port-de-Bouc",1,1
"search","google","Aigrefeuille-sur-Maine",1,1
"unknown","mesenvies","Bois-Guillaume",1,1
"direct",,"Grijó",1,1
"social","instagram","La Monnerie-le-Montel",1,1
"search","google","Roberval",1,1
"social","instagram","La Couture-Boussey",1,1
"direct",,"Belleville",1,1
"direct",,"São Tomé",1,1
"search","google","Lée",1,1
"direct",,"Çerkezköy",1,1
"search","duckduckgo","Strasbourg",1,1
"social","facebook","L'Hermitage",1,1
"direct",,"Crawfordsville",1,1
"search","ecosia","Pessac",1,1
"social","instagram","Piscop",1,1
"search","google","Mont-Saint-Guibert",1,1
"search","google","Chappes",1,1
"social","facebook","Grumesnil",1,1
"search","google","Lièpvre",1,1
"direct",,"Oran",1,1
"direct",,"Zhaoqing",1,1
"search","google","Équeurdreville-Hainneville",1,1
"social","instagram","Honchō",1,1
"search","google","Cussac",1,1
"direct",,"Tigre",1,1
"search","google","Malzéville",1,1
"social","instagram","Pomponne",1,1
"direct",,"Auxi-le-Château",1,1
"search","google","Cabanac-et-Villagrains",1,1
"direct",,"Martorell",1,1
"search","google","Vilnius",1,1
"search","google","La Chenalotte",1,1
"direct",,"Malerkotla",1,1
"social","instagram","Écaussinnes-d'Enghien",1,1
"direct",,"Hamnvik",1,1
"social","facebook","Saint-Sulpice",1,1
"direct",,"Campina",1,1
"direct",,"Lamarche-sur-Saône",1,1
"search","google","Saint-Galmier",1,1
"social","facebook","Mésanger",1,1
"search","google","Dinslaken",1,1
"direct",,"Hillsborough",1,1
"direct",,"Metepec",1,1
"direct",,"Langres",1,1
"search","google","Tosse",1,1
"social","instagram","Saint-Hilaire-de-Brethmas",1,1
"social","instagram","Le Poiré-sur-Vie",1,1
"search","yahoo!","Zaventem",1,1
"social","instagram","Aressy",1,1
"social","instagram","Angles-sur-lAnglin",1,1
"social","instagram","Sanssat",1,1
"direct",,"Camaragibe",1,1
"search","google","Entressen",1,1
"direct",,"San Felipe",1,1
"unknown","mesenvies","Villeneuve-d'Ascq",1,1
"direct",,"Timon",1,1
"social","instagram","Saverdun",1,1
"direct",,"San Sebastián de los Reyes",1,1
"social","instagram","Landévennec",1,1
"direct",,"Mira Loma",1,1
"search","google","Beaurainville",1,1
"social","facebook","Saint-Rabier",1,1
"direct",,"Cilacap",1,1
"search","google","Tilly-sur-Seulles",1,1
"social","instagram","Chalifert",1,1
"search","google","Mignovillard",1,1
"direct",,"Ubatã",1,1
"direct",,"Elgin",1,1
"direct",,"Stuart",1,1
"direct",,"Bonsecours",1,1
"direct",,"Monsenhor Gil",1,1
"search","google","Yssingeaux",1,1
"social","instagram","Renty",1,1
"search","google","Bouvron",1,1
"social","instagram","Sarrancolin",1,1
"direct",,"Vila Propício",1,1
"search","google","Albert",1,1
"direct",,"Passa Tempo",1,1
"social","instagram","Montferrand-le-Château",1,1
"unknown","judge","Saint-Ouen-l'Aumône",1,1
"search","google","Cravans",1,1
"direct",,"Néfiach",1,1
"direct",,"Landudec",1,1
"search","google","Southwark",1,1
"direct",,"Avensan",1,1
"direct",,"Ocoee",1,1
"direct",,"Vilnohirsk",1,1
"direct",,"Pine Mountain",1,1
"social","facebook","Hénin-Beaumont",1,1
"social","instagram","Laigneville",1,1
"direct",,"Antônio Dias",1,1
"direct",,"Brescia",1,1
"direct",,"Alvorada d'Oeste",1,1
"search","google","Clermont",1,1
"search","google","Saint-Pascal",1,1
"social","instagram","Thumeries",1,1
"social","facebook","Village-Neuf",1,1
"direct",,"Paulo Ramos",1,1
"social","facebook","Claveyson",1,1
"direct",,"Gradignan",1,1
"search","google","Saint-Saëns",1,1
"direct",,"Pierrefonds",1,1
"search","google","Lushnjë",1,1
"search","google","Hanoi",1,1
"social","instagram","Saint-Cloud",1,1
"search","bing","Le Grand-Quevilly",1,1
"search","google","Léognan",1,1
"social","instagram","Berlaimont",1,1
"social","facebook","Dubai",1,1
"search","google","Batna City",1,1
"direct",,"Ciudad Bolívar",1,1
"search","ecosia","Versailles",1,1
"direct",,"Pires do Rio",1,1
"direct",,"Aruanã",1,1
"social","facebook","Saint-Dié",1,1
"direct",,"Oviedo",1,1
"direct",,"Lafayette",1,1
"social","instagram","Saint-Laurent-du-Maroni",1,1
"search","google","Auray",1,1
"search","google","Villé",1,1
"search","google","Dompremy",1,1
