"id";"Libellé";"Catégorie";"Marque";"Prix d'achat HT";"Fournisseur";"Ref. fournisseur";"Prix de vente";"Taxe";"Code-barres";"Type de déclinaison";"Prix soldé";"Emplacement";"Référence externe";"Compte comptable";"points +";"points -";"Affichable";"En ligne";"Image";"Stock";"Catégorie";"Poids";"Libellé court"
"153";"Journal - Poufsouffle House";"Carnets";"N/A";"3.61";"MinaLima";"";"9.95";"0.200";"HJ13";"";"0.00";"";"14003";"";"0";"0";"1";"1";"https://lamuchette.hiboutik.com/images/products/mini_153.jpg";"0";"Papeterie > Carnets";"0.00";""
"155";"Poudlard Map Poster";"Posters";"N/A";"7.15";"Inconnu";"";"14.99";"0.200";"HPP62";"";"0.00";"";"14001";"";"0";"0";"1";"1";"https://lamuchette.hiboutik.com/images/products/mini_155.jpg";"7";"Papeterie > Posters";"0.00";""
"156";"Journal - Serdaigle House";"Carnets";"N/A";"3.61";"MinaLima";"";"9.95";"0.200";"HJ14";"";"0.00";"";"14000";"";"0";"0";"1";"1";"https://lamuchette.hiboutik.com/images/products/mini_156.jpg";"0";"Papeterie > Carnets";"0.00";""
"157";"Journal - Serpentard House";"Carnets";"N/A";"3.61";"MinaLima";"";"9.95";"0.200";"HJ15";"";"0.00";"";"13999";"";"0";"0";"1";"1";"https://lamuchette.hiboutik.com/images/products/mini_157.jpg";"0";"Papeterie > Carnets";"0.00";""
"158";"Lot de 20 cartes postales - les couvertures de livres de Poudlard";"Cartes";"N/A";"7.60";"MinaLima";"";"15.99";"0.200";"HPC04";"";"0.00";"";"13998";"";"0";"0";"1";"1";"https://lamuchette.hiboutik.com/images/products/mini_158.jpg";"4";"Papeterie > Cartes";"0.00";""
"159";"Poster - Daily Prophet Harry Potter Undesirable  No.1";"Posters";"N/A";"7.15";"Inconnu";"";"14.99";"0.200";"HPP13";"";"0.00";"";"13997";"";"0";"0";"1";"1";"https://lamuchette.hiboutik.com/images/products/mini_159.jpg";"0";"Papeterie > Posters";"0.00";""
"162";"Set - Lettre d'acceptation à Poudlard";"Papeterie";"N/A";"8.13";"Inconnu";"";"20.00";"0.200";"HPWS01";"";"14.00";"";"13994";"";"0";"0";"1";"1";"https://lamuchette.hiboutik.com/images/products/mini_162.jpg";"0";"Papeterie";"0.00";""
"163";"Marque-page Poufsouffle";"Marque-page";"N/A";"4.80";"Inconnu";"";"11.99";"0.200";"EHPBM0024";"";"0.00";"";"13993";"";"0";"0";"1";"1";"https://lamuchette.hiboutik.com/images/products/mini_163.jpg";"0";"Papeterie > Marque-page";"0.00";""
"164";"Pin's Vif d'or";"Badges et Pin's";"N/A";"3.35";"Inconnu";"";"7.99";"0.200";"EHPPB0004";"";"0.00";"";"13992";"";"0";"0";"1";"1";"https://lamuchette.hiboutik.com/images/products/mini_164.jpg";"0";"Bijoux > Badges et Pin's";"0.00";""
"165";"Marque-page Serdaigle - Harry Potter";"Marque-page";"N/A";"4.80";"Inconnu";"";"11.95";"0.200";"EHPBM0025";"";"8.37";"";"13991";"";"0";"0";"1";"1";"https://lamuchette.hiboutik.com/images/products/mini_165.jpg";"1";"Papeterie > Marque-page";"0.00";""
"172";"Lot de 20 cartes postales - The Daily Prophet";"Cartes";"N/A";"5.41";"MinaLima";"";"15.99";"0.200";"DPP01";"";"0.00";"";"13983";"";"0";"0";"1";"1";"https://lamuchette.hiboutik.com/images/products/mini_172.jpg";"5";"Papeterie > Cartes";"0.00";""
"173";"Lot de 20 cartes postales - Ministry of Magic";"Cartes";"N/A";"5.41";"MinaLima";"";"15.99";"0.200";"HPC07";"";"0.00";"";"13982";"";"0";"0";"1";"1";"https://lamuchette.hiboutik.com/images/products/mini_173.jpg";"1";"Papeterie > Cartes";"0.00";""
"174";"Poster Maledictus";"Posters";"N/A";"7.15";"Inconnu";"";"14.99";"0.200";"F2POC01";"";"0.00";"";"13981";"";"0";"0";"1";"1";"https://lamuchette.hiboutik.com/images/products/mini_174.jpg";"0";"Papeterie > Posters";"0.00";""
"175";"Lot de 20 cartes postales - la série Poudlard";"Cartes";"N/A";"5.41";"MinaLima";"";"15.99";"0.200";"HPC05";"";"0.00";"";"13980";"";"0";"0";"1";"1";"https://lamuchette.hiboutik.com/images/products/mini_175.jpg";"5";"Papeterie > Cartes";"0.00";""
"176";"Lot de 20 cartes postales - The Weasleys' Wizard Wheezes Series";"Cartes";"N/A";"5.41";"MinaLima";"";"15.99";"0.200";"HPC06";"";"0.00";"";"13979";"";"0";"0";"1";"1";"https://lamuchette.hiboutik.com/images/products/mini_176.jpg";"5";"Papeterie > Cartes";"0.00";""
"177";"Carte de voeux - Daily Prophet - Harry Potter Undesirable  No-1";"Cartes";"N/A";"2.28";"MinaLima";"";"4.95";"0.200";"HPCARD11";"";"0.00";"";"13978";"";"0";"0";"1";"1";"https://lamuchette.hiboutik.com/images/products/mini_177.jpg";"12";"Papeterie > Cartes";"0.00";""
"178";"Carte de voeux lenticulaire Harry Potter - Have you seen this wizard?";"Cartes";"N/A";"2.28";"MinaLima";"";"4.95";"0.200";"HPCARD16";"";"0.00";"";"13977";"";"0";"0";"1";"1";"https://lamuchette.hiboutik.com/images/products/mini_178.jpg";"3";"Papeterie > Cartes";"0.00";""
"179";"Carte de voeux lenticulaire - New Headmaster for Poudlard";"Cartes";"N/A";"2.28";"MinaLima";"";"4.95";"0.200";"HPCARD14";"";"0.00";"";"13976";"";"0";"0";"1";"1";"https://lamuchette.hiboutik.com/images/products/mini_179.jpg";"8";"Papeterie > Cartes";"0.00";""
"180";"Carte 2 volets livre Advanced Potion-Making - Edition II";"Cartes";"N/A";"2.28";"MinaLima";"";"4.95";"0.200";"HPCARD20";"";"0.00";"";"13975";"";"0";"0";"1";"1";"https://lamuchette.hiboutik.com/images/products/mini_180.jpg";"10";"Papeterie > Cartes";"0.00";""
"181";"Carte 2 volets Poudlard: A History";"Cartes";"N/A";"2.28";"MinaLima";"";"4.95";"0.200";"HPCARD24";"";"0.00";"";"13974";"";"0";"0";"1";"1";"https://lamuchette.hiboutik.com/images/products/mini_181.jpg";"7";"Papeterie > Cartes";"0.00";""
"182";"Carte 2 volets Eeylop's Owl Emporium";"Cartes";"N/A";"2.28";"MinaLima";"";"4.95";"0.200";"HPCARD30";"";"0.00";"";"13973";"";"0";"0";"1";"1";"https://lamuchette.hiboutik.com/images/products/mini_182.jpg";"12";"Papeterie > Cartes";"0.00";""
"184";"Carte 2 volets Ticket Poudlard";"Cartes";"N/A";"2.28";"MinaLima";"";"4.95";"0.200";"HPCARD29";"";"0.00";"";"13971";"";"0";"0";"1";"1";"https://lamuchette.hiboutik.com/images/products/mini_184.jpg";"11";"Papeterie > Cartes";"0.00";""
"185";"Carte 2 volets Carte du Maraudeur";"Cartes";"N/A";"2.28";"MinaLima";"";"4.95";"0.200";"HPCARD28";"";"0.00";"";"13970";"";"0";"0";"1";"1";"https://lamuchette.hiboutik.com/images/products/mini_185.jpg";"4";"Papeterie > Cartes";"0.00";""
"186";"Carte 2 volets Les Animaux Fantastiques";"Cartes";"N/A";"2.28";"MinaLima";"";"4.95";"0.200";"HPCARD25";"";"0.00";"";"13969";"";"0";"0";"1";"1";"https://lamuchette.hiboutik.com/images/products/mini_186.jpg";"4";"Papeterie > Cartes";"0.00";""
"187";"Carte 2 volets Blason de Poudlard";"Cartes";"N/A";"2.28";"MinaLima";"";"4.95";"0.200";"HPCARD31";"";"0.00";"";"13968";"";"0";"0";"1";"1";"https://lamuchette.hiboutik.com/images/products/mini_187.jpg";"5";"Papeterie > Cartes";"0.00";""
"188";"Carte de voeux lenticulaire Mass Breakout From Azkaban";"Cartes";"N/A";"2.28";"MinaLima";"";"4.95";"0.200";"HPCARD32";"";"0.00";"";"13967";"";"0";"0";"1";"1";"https://lamuchette.hiboutik.com/images/products/mini_188.jpg";"9";"Papeterie > Cartes";"0.00";""
"189";"Carte de voeux lenticulaire Bellatrix Lestrange Wanted";"Cartes";"N/A";"2.28";"MinaLima";"";"4.95";"0.200";"HPCARD33";"";"0.00";"";"13966";"";"0";"0";"1";"1";"https://lamuchette.hiboutik.com/images/products/mini_189.jpg";"12";"Papeterie > Cartes";"0.00";""
"190";"Carte 2 volets Saule Cogneur";"Cartes";"N/A";"2.28";"MinaLima";"";"4.95";"0.200";"HPCARD38";"";"0.00";"";"13965";"";"0";"0";"1";"1";"https://lamuchette.hiboutik.com/images/products/mini_190.jpg";"5";"Papeterie > Cartes";"0.00";""
"191";"Carte 2 volets Blason Serpentard";"Cartes";"N/A";"2.28";"MinaLima";"";"4.95";"0.200";"HPCARD37";"";"0.00";"";"13964";"";"0";"0";"1";"1";"https://lamuchette.hiboutik.com/images/products/mini_191.jpg";"5";"Papeterie > Cartes";"0.00";""
"192";"Carte 2 volets Blason Serdaigle";"Cartes";"N/A";"2.28";"MinaLima";"";"4.95";"0.200";"HPCARD36";"";"0.00";"";"13963";"";"0";"0";"1";"1";"https://lamuchette.hiboutik.com/images/products/mini_192.jpg";"9";"Papeterie > Cartes";"0.00";""
"193";"Carte 2 volets Blason Poufsouffle";"Cartes";"N/A";"2.28";"MinaLima";"";"4.95";"0.200";"HPCARD35";"";"0.00";"";"13962";"";"0";"0";"1";"1";"https://lamuchette.hiboutik.com/images/products/mini_193.jpg";"3";"Papeterie > Cartes";"0.00";""
"194";"Carte 2 volets Quidditch World Cup";"Cartes";"N/A";"2.28";"MinaLima";"";"4.95";"0.200";"HPCARD39";"";"0.00";"";"13961";"";"0";"0";"1";"1";"https://lamuchette.hiboutik.com/images/products/mini_194.jpg";"8";"Papeterie > Cartes";"0.00";""
"195";"Carte 2 volets Tapisserie famille Black";"Cartes";"N/A";"2.28";"MinaLima";"";"4.95";"0.200";"HPCARD40";"";"0.00";"";"13960";"";"0";"0";"1";"1";"https://lamuchette.hiboutik.com/images/products/mini_195.jpg";"12";"Papeterie > Cartes";"0.00";""
"196";"Carte 2 volets Alphabet Harry Potter";"Cartes";"N/A";"2.28";"MinaLima";"";"4.95";"0.200";"HPCARD42";"";"0.00";"";"13959";"";"0";"0";"1";"1";"https://lamuchette.hiboutik.com/images/products/mini_196.jpg";"5";"Papeterie > Cartes";"0.00";""
"197";"Carte de voeux lenticulaire The Daily Prophet - Boy Who Lived";"Cartes";"N/A";"2.28";"MinaLima";"";"4.95";"0.200";"HPCARD47";"";"0.00";"";"13958";"";"0";"0";"1";"1";"https://lamuchette.hiboutik.com/images/products/mini_197.jpg";"5";"Papeterie > Cartes";"0.00";""
"198";"Carte 2 volets illustration Advanced Potion-Making";"Cartes";"N/A";"2.28";"MinaLima";"";"4.95";"0.200";"HPCARD46";"";"0.00";"";"13957";"";"0";"0";"1";"1";"https://lamuchette.hiboutik.com/images/products/mini_198.jpg";"2";"Papeterie > Cartes";"0.00";""
"199";"Carte 2 volets The Quibbler";"Cartes";"N/A";"2.28";"MinaLima";"";"4.95";"0.200";"HPCARD45";"";"0.00";"";"13956";"";"0";"0";"1";"1";"https://lamuchette.hiboutik.com/images/products/mini_199.jpg";"7";"Papeterie > Cartes";"0.00";""
"200";"Carte 2 volets Plantes aquatiques";"Cartes";"N/A";"2.28";"MinaLima";"";"4.95";"0.200";"HPCARD44";"";"0.00";"";"13955";"";"0";"0";"1";"1";"https://lamuchette.hiboutik.com/images/products/mini_200.jpg";"2";"Papeterie > Cartes";"0.00";""
"201";"Bertie Crochue- Carte de voeux - Harry Potter";"Cartes";"N/A";"2.28";"MinaLima";"";"4.95";"0.200";"HPCARD48";"";"0.00";"";"13954";"";"0";"0";"1";"1";"https://lamuchette.hiboutik.com/images/products/mini_201.jpg";"9";"Papeterie > Cartes";"0.00";""
"202";"Carte de voeux lenticulaire Dumbledore - Daft or dangerous ?";"Cartes";"N/A";"2.28";"MinaLima";"";"4.95";"0.200";"HPCARD12";"";"0.00";"";"13953";"";"0";"0";"1";"1";"https://lamuchette.hiboutik.com/images/products/mini_202.jpg";"9";"Papeterie > Cartes";"0.00";""
"203";"Carte de voeux lenticulare - Harry Potter - Ministry Undesirable No-1";"Cartes";"N/A";"2.28";"MinaLima";"";"4.95";"0.200";"HPCARD15";"";"0.00";"";"13952";"";"0";"0";"1";"1";"https://lamuchette.hiboutik.com/images/products/mini_203.jpg";"4";"Papeterie > Cartes";"0.00";""
"204";"Secrets of the Darkest Art - Carte de voeux - Harry Potter";"Cartes";"N/A";"2.28";"MinaLima";"";"4.95";"0.200";"HPCARD54";"";"0.00";"";"13951";"";"0";"0";"1";"1";"https://lamuchette.hiboutik.com/images/products/mini_204.jpg";"0";"Papeterie > Cartes";"0.00";""
"205";"Retourneur de Temps - Carte de voeux - Harry Potter";"Cartes";"N/A";"2.28";"MinaLima";"";"4.95";"0.200";"HPCARD60";"";"0.00";"";"13950";"";"0";"0";"1";"1";"https://lamuchette.hiboutik.com/images/products/mini_205.jpg";"5";"Papeterie > Cartes";"0.00";""
"206";"Carte de Poudlard - Carte de voeux";"Cartes";"N/A";"2.28";"MinaLima";"";"4.95";"0.200";"HPCARD57";"";"0.00";"";"13949";"";"0";"0";"1";"1";"https://lamuchette.hiboutik.com/images/products/mini_206.jpg";"14";"Papeterie > Cartes";"0.00";""
"207";"Le Terrier - Carte postale";"Cartes";"N/A";"2.28";"MinaLima";"";"4.95";"0.200";"HPCARD56";"";"0.00";"";"13948";"";"0";"0";"1";"1";"https://lamuchette.hiboutik.com/images/products/mini_207.jpg";"5";"Papeterie > Cartes";"0.00";""
"208";"You're a Wizard Harry - Carte de voeux";"Cartes";"N/A";"2.28";"MinaLima";"";"4.95";"0.200";"HPCARD55";"";"0.00";"";"13947";"";"0";"0";"1";"1";"https://lamuchette.hiboutik.com/images/products/mini_208.jpg";"10";"Papeterie > Cartes";"0.00";""
"209";"Plume d'Ombrage - Carte de voeux";"Cartes";"N/A";"2.28";"MinaLima";"";"4.95";"0.200";"HPCARD61";"";"0.00";"";"13946";"";"0";"0";"1";"1";"https://lamuchette.hiboutik.com/images/products/mini_209.jpg";"0";"Papeterie > Cartes";"0.00";""
"210";"Beedle The Bard - Carte de voeux";"Cartes";"N/A";"2.28";"MinaLima";"";"4.95";"0.200";"HPCARD62";"";"0.00";"";"13945";"";"0";"0";"1";"1";"https://lamuchette.hiboutik.com/images/products/mini_210.jpg";"0";"Papeterie > Cartes";"0.00";""
"211";"Romilda Vane Carte de Saint Valentin - Carte de voeux";"Cartes";"N/A";"2.28";"MinaLima";"";"4.95";"0.200";"HPCARD64";"";"0.00";"";"13944";"";"0";"0";"1";"1";"https://lamuchette.hiboutik.com/images/products/mini_211.jpg";"10";"Papeterie > Cartes";"0.00";""
"212";"Lot de magnets - Livre Couvertures";"Décorations";"N/A";"6.61";"Inconnu";"";"19.99";"0.200";"HPM02";"";"10.00";"";"13943";"";"0";"0";"1";"1";"https://lamuchette.hiboutik.com/images/products/mini_212.jpg";"0";"Maison et accessoires > Décorations";"0.00";""
"213";"Chocogrenouilles - Carte de voeux";"Cartes";"N/A";"2.28";"MinaLima";"";"4.95";"0.200";"HPCARD49";"";"0.00";"";"13942";"";"0";"0";"1";"1";"https://lamuchette.hiboutik.com/images/products/mini_213.jpg";"7";"Papeterie > Cartes";"0.00";""
"214";"Yule Ball - Carte de voeux";"Cartes";"N/A";"2.28";"MinaLima";"";"4.95";"0.200";"HPCARD58";"";"0.00";"";"13941";"";"0";"0";"1";"1";"https://lamuchette.hiboutik.com/images/products/mini_214.jpg";"6";"Papeterie > Cartes";"0.00";""
"215";"Boucles d'oreilles Reliques de la mort";"Boucles d'oreilles";"N/A";"5.75";"Inconnu";"";"12.99";"0.200";"EWE0054";"";"0.00";"";"13940";"";"0";"0";"1";"1";"https://lamuchette.hiboutik.com/images/products/mini_215.jpg";"3";"Bijoux > Boucles d'oreilles";"0.00";""
"217";"Pins Retourneur de temps immobile";"Badges et Pin's";"N/A";"3.35";"Inconnu";"";"7.99";"0.200";"EHPPB0100";"";"0.00";"";"13938";"";"0";"0";"1";"1";"https://lamuchette.hiboutik.com/images/products/mini_217.jpg";"0";"Bijoux > Badges et Pin's";"0.00";""
"220";"Pins Reliques de la mort";"Badges et Pin's";"N/A";"3.35";"Inconnu";"";"7.99";"0.200";"EHPPB0054";"";"0.00";"";"13935";"";"0";"0";"1";"1";"https://lamuchette.hiboutik.com/images/products/mini_220.jpg";"0";"Bijoux > Badges et Pin's";"0.00";""
"221";"Pins Quai 9 3/4";"Badges et Pin's";"N/A";"3.35";"Inconnu";"";"7.99";"0.200";"EHPPB0011";"";"0.00";"";"13934";"";"0";"0";"1";"1";"https://lamuchette.hiboutik.com/images/products/mini_221.jpg";"0";"Bijoux > Badges et Pin's";"0.00";""
"223";"Hutte d'Hagrid - puzzle 3D Wrebbit";"Jeux et puzzles";"N/A";"17.49";"Inconnu";"";"34.95";"0.200";"W3D0512";"";"0.00";"";"13932";"";"0";"0";"1";"1";"https://lamuchette.hiboutik.com/images/products/mini_223.jpg";"0";"Jeux et puzzles";"0.00";""
"227";"Moule à Chocogrenouille en chocolat + 6 boîtes Chocogrenouille + 12 cartes de sorciers";"Cuisine";"N/A";"12.45";"Inconnu";"";"24.95";"0.200";"CR4018";"";"0.00";"";"13928";"";"0";"0";"1";"1";"https://lamuchette.hiboutik.com/images/products/mini_227.jpg";"3";"Maison et accessoires > Cuisine";"0.00";""
"228";"Bannière Murale Serpentard";"Décorations";"N/A";"8.25";"Inconnu";"";"19.95";"0.200";"CR2132";"";"0.00";"";"13927";"";"0";"0";"1";"1";"https://lamuchette.hiboutik.com/images/products/mini_228.jpg";"0";"Maison et accessoires > Décorations";"0.00";""
"229";"Bannière Murale Serdaigle";"Décorations";"N/A";"8.25";"Inconnu";"";"19.95";"0.200";"CR2133";"";"0.00";"";"13926";"";"0";"0";"1";"1";"https://lamuchette.hiboutik.com/images/products/mini_229.jpg";"0";"Maison et accessoires > Décorations";"0.00";""
"230";"Bannière Murale Poufsouffle";"Décorations";"N/A";"8.25";"Inconnu";"";"19.95";"0.200";"CR2134";"";"0.00";"";"13925";"";"0";"0";"1";"1";"https://lamuchette.hiboutik.com/images/products/mini_230.jpg";"0";"Maison et accessoires > Décorations";"0.00";""
"232";"Bannière Murale Gryffondor";"Décorations";"N/A";"8.25";"Inconnu";"";"19.95";"0.200";"CR2131";"";"0.00";"";"13923";"";"0";"0";"1";"1";"https://lamuchette.hiboutik.com/images/products/mini_232.jpg";"0";"Maison et accessoires > Décorations";"0.00";""
"234";"Poster Le Cirque Arcanus";"Posters";"N/A";"7.15";"Inconnu";"";"14.99";"0.200";"IF2POC02";"";"0.00";"";"13921";"";"0";"0";"1";"1";"https://lamuchette.hiboutik.com/images/products/mini_234.jpg";"0";"Papeterie > Posters";"0.00";""
"235";"Poster Oni Oni";"Posters";"N/A";"7.15";"Inconnu";"";"14.99";"0.200";"IF2POC03";"";"0.00";"";"13920";"";"0";"0";"1";"1";"https://lamuchette.hiboutik.com/images/products/mini_235.jpg";"0";"Papeterie > Posters";"0.00";""
"237";"Poster Atlas of Celestial Anomalies";"Posters";"N/A";"7.15";"Inconnu";"";"14.99";"0.200";"F2POG01";"";"0.00";"";"13918";"";"0";"0";"1";"1";"https://lamuchette.hiboutik.com/images/products/mini_237.jpg";"0";"Papeterie > Posters";"0.00";""
"238";"Poster La Tour Eiffel";"Posters";"N/A";"7.15";"Inconnu";"";"14.99";"0.200";"F2POM02";"";"0.00";"";"13917";"";"0";"0";"1";"1";"https://lamuchette.hiboutik.com/images/products/mini_238.jpg";"0";"Papeterie > Posters";"0.00";""
"239";"Blind Pig Poster";"Posters";"N/A";"7.60";"Inconnu";"";"14.99";"0.200";"FBP01";"";"0.00";"";"13916";"";"0";"0";"1";"1";"https://lamuchette.hiboutik.com/images/products/mini_239.jpg";"0";"Papeterie > Posters";"0.00";""
"240";"Newt Scamander Wanted Poster - Carte de voeux";"Cartes";"N/A";"2.28";"MinaLima";"";"4.95";"0.200";"FBCARD03";"";"0.00";"";"13915";"";"0";"0";"1";"1";"https://lamuchette.hiboutik.com/images/products/mini_240.jpg";"4";"Papeterie > Cartes";"0.00";""
"241";"Newt Scamander Wanted Poster";"Posters";"N/A";"7.60";"Inconnu";"";"14.99";"0.200";"FBP02";"";"0.00";"";"13914";"";"0";"0";"1";"1";"https://lamuchette.hiboutik.com/images/products/mini_241.jpg";"0";"Papeterie > Posters";"0.00";""
"242";"Journal - Advanced Potion-Making - Edition II";"Carnets";"N/A";"7.82";"MinaLima";"";"19.99";"0.200";"HJ05";"";"0.00";"";"13913";"";"0";"0";"1";"1";"https://lamuchette.hiboutik.com/images/products/mini_242.jpg";"9";"Papeterie > Carnets";"0.00";""
"247";"Echarpe - Gryffondor pourpre et or";"Echarpes";"N/A";"9.50";"Inconnu";"";"22.00";"0.200";"CR1001";"";"0.00";"";"13908";"";"0";"0";"1";"1";"https://lamuchette.hiboutik.com/images/products/mini_247.jpg";"4";"Vêtements > Echarpes";"0.00";""
"248";"Baguette de Xenophilius Lovegood";"Baguettes personnages";"N/A";"18.85";"Inconnu";"";"35.95";"0.200";"NN8234";"";"0.00";"";"13907";"";"0";"0";"1";"1";"https://lamuchette.hiboutik.com/images/products/mini_248.jpg";"1";"Baguettes magiques > Baguettes personnages";"0.00";""
"249";"Coupe de Dumbledore";"Pièces de collection";"N/A";"65.00";"Inconnu";"";"119.95";"0.200";"NN7538";"";"0.00";"";"13905";"";"0";"0";"1";"1";"";"1";"Pièces de collection";"0.00";""
"250";"Retourneur de temps";"Pièces de collection";"N/A";"31.20";"Inconnu";"";"59.95";"0.200";"NN7017";"";"0.00";"";"13904";"";"0";"0";"1";"1";"https://lamuchette.hiboutik.com/images/products/mini_250.jpg";"1";"Pièces de collection";"0.00";""
"251";"Seigneur des anneaux - Bougeoir de La Lórien";"Pièces de collection";"N/A";"58.50";"Inconnu";"";"109.95";"0.200";"NN9641";"";"0.00";"";"13903";"";"0";"0";"1";"1";"https://lamuchette.hiboutik.com/images/products/mini_251.jpg";"0";"Pièces de collection";"0.00";""
"252";"Dard™ - Epée lumineuse de Bilbo";"Pièces de collection";"N/A";"91.00";"Inconnu";"";"164.95";"0.200";"NN1299";"";"0.00";"";"13902";"";"0";"0";"1";"1";"https://lamuchette.hiboutik.com/images/products/mini_252.jpg";"0";"Pièces de collection";"0.00";""
"253";"Clé de Thorin et carte";"Pièces de collection";"N/A";"18.85";"Inconnu";"";"34.95";"0.200";"NN1243";"";"0.00";"";"13901";"";"0";"0";"1";"1";"https://lamuchette.hiboutik.com/images/products/mini_253.jpg";"0";"Pièces de collection";"0.00";""
"254";"Botruc articulé";"Autres";"N/A";"5.20";"Inconnu";"";"10.99";"0.200";"NN5006";"";"0.00";"";"13900";"";"0";"0";"1";"1";"https://lamuchette.hiboutik.com/images/products/mini_254.jpg";"4";"Figurines > Autres";"0.00";""
"257";"Targaryen pendentif - replique";"Colliers et pendentifs";"N/A";"6.37";"Inconnu";"";"14.90";"0.200";"NNXT0088";"";"10.43";"";"13897";"";"0";"0";"1";"1";"https://lamuchette.hiboutik.com/images/products/mini_257.jpg";"0";"Bijoux > Colliers et pendentifs";"0.00";""
"261";"Réplique Chocogrenouille";"Décorations";"N/A";"5.20";"Inconnu";"";"11.90";"0.200";"ND6051";"";"0.00";"";"13893";"";"0";"0";"1";"1";"https://lamuchette.hiboutik.com/images/products/mini_261.jpg";"0";"Maison et accessoires > Décorations";"0.00";""
"262";"Niffleur - Peluche interactive";"Peluches";"N/A";"18.85";"Inconnu";"";"37.50";"0.200";"NN8166";"";"0.00";"";"13892";"";"0";"0";"1";"1";"https://lamuchette.hiboutik.com/images/products/mini_262.jpg";"0";"Peluches";"0.00";""
"263";"Baguette magique boîte Ollivander Seraphina Picquery";"Baguettes Ollivander";"N/A";"20.80";"Inconnu";"";"39.95";"0.200";"NN5630";"";"0.00";"";"13891";"";"0";"0";"1";"1";"https://lamuchette.hiboutik.com/images/products/mini_263.jpg";"0";"Baguettes magiques > Baguettes Ollivander";"0.00";""
"264";"Pendentif de Grindelwald Gellert - Collection";"Pièces de collection";"N/A";"29.90";"Inconnu";"";"59.95";"0.200";"NN8096";"";"45.00";"";"13890";"";"0";"0";"1";"1";"https://lamuchette.hiboutik.com/images/products/mini_264.jpg";"0";"Pièces de collection";"0.00";""
"265";"Stylo de collection - Serdaigle";"Stylos et sceaux";"N/A";"11.70";"Inconnu";"";"22.95";"0.200";"NN7281";"";"0.00";"";"13889";"";"0";"0";"1";"1";"https://lamuchette.hiboutik.com/images/products/mini_265.jpg";"2";"Papeterie > Stylos et sceaux";"0.00";""
"266";"Stylo de collection - Gryffondor";"Stylos et sceaux";"N/A";"11.70";"Inconnu";"";"22.95";"0.200";"NN7280";"";"0.00";"";"13888";"";"0";"0";"1";"1";"https://lamuchette.hiboutik.com/images/products/mini_266.jpg";"1";"Papeterie > Stylos et sceaux";"0.00";""
"267";"Stylo de collection - Poufsouffle";"Stylos et sceaux";"N/A";"11.44";"Inconnu";"";"22.95";"0.200";"NN7282";"";"0.00";"";"13887";"";"0";"0";"1";"1";"https://lamuchette.hiboutik.com/images/products/mini_267.jpg";"2";"Papeterie > Stylos et sceaux";"0.00";""
"268";"Puzzle - Evasion de la banque Gringotts";"Jeux et puzzles";"N/A";"12.35";"Inconnu";"";"24.90";"0.200";"NN9455";"";"0.00";"";"13886";"";"0";"0";"1";"1";"https://lamuchette.hiboutik.com/images/products/mini_268.jpg";"1";"Jeux et puzzles";"0.00";""
"269";"Puzzle - Carte du Maraudeur";"Jeux et puzzles";"N/A";"12.35";"Inconnu";"";"24.90";"0.200";"NN9457";"";"0.00";"";"13885";"";"0";"0";"1";"1";"https://lamuchette.hiboutik.com/images/products/mini_269.jpg";"1";"Jeux et puzzles";"0.00";""
"270";"Puzzle - Les enseignes du Chemin de Traverse";"Jeux et puzzles";"N/A";"12.35";"Inconnu";"";"24.90";"0.200";"NN9459";"";"0.00";"";"13884";"";"0";"0";"1";"1";"https://lamuchette.hiboutik.com/images/products/mini_270.jpg";"1";"Jeux et puzzles";"0.00";""
"271";"Puzzle - Les Détraqueurs à Poudlard";"Jeux et puzzles";"N/A";"12.35";"Inconnu";"";"24.90";"0.200";"NN9464";"";"0.00";"";"13883";"";"0";"0";"1";"1";"https://lamuchette.hiboutik.com/images/products/mini_271.jpg";"1";"Jeux et puzzles";"0.00";""
"272";"Petite peluche Fumseck le Phénix";"Peluches";"N/A";"12.35";"Inconnu";"";"24.95";"0.200";"NN7559";"";"0.00";"";"13882";"";"0";"0";"1";"1";"https://lamuchette.hiboutik.com/images/products/mini_272.jpg";"1";"Peluches";"0.00";""
"273";"Médaillon de Salazar Serpentard - Horcruxe";"Pièces de collection";"N/A";"28.60";"Inconnu";"";"52.95";"0.200";"NN7968";"";"0.00";"vitrine";"13881";"";"0";"0";"1";"1";"https://lamuchette.hiboutik.com/images/products/mini_273.jpg";"1";"Pièces de collection";"0.00";""
"274";"Porte-clés Stark";"Porte-clés";"N/A";"5.85";"Inconnu";"";"11.95";"0.200";"NNXT0034";"";"7.17";"";"13880";"";"0";"0";"1";"1";"https://lamuchette.hiboutik.com/images/products/mini_274.jpg";"0";"Maison et accessoires > Porte-clés";"0.00";""
"275";"Felix Felicis - Pendentif et support";"Pièces de collection";"N/A";"23.40";"Inconnu";"";"44.95";"0.200";"NN8599";"";"0.00";"";"13879";"";"0";"0";"1";"1";"https://lamuchette.hiboutik.com/images/products/mini_275.jpg";"2";"Pièces de collection";"0.00";""
"276";"Marque-page Entête Gryffondor";"Marque-page";"N/A";"5.85";"Inconnu";"";"11.95";"0.200";"NN8715";"";"0.00";"";"13878";"";"0";"0";"1";"1";"https://lamuchette.hiboutik.com/images/products/mini_276.jpg";"4";"Papeterie > Marque-page";"0.00";""
