ID;Nom;EAN;Mon Prix Achat HT;Mon Prix Vente TTC;Mon Coef;Ma Marge Brute %;Prix Min Marché;Prix Max Marché;Prix Moyen Marché;3 Reliques;4 Maisons;Wizard Shop;2 Balais;Confiance;Conseil
"98";"Carte 2 volets A History of Magic";"HPCARD18";"2.28";"4.95";"2.17";"44.7%";"5.90";"5.90";"5.90";"-";"5.90";"-";"-";"0.65";"Opportunité (Augmenter !)"
"99";"Carte 2 volets Gryffondor Crest";"HPCARD34";"2.28";"4.95";"2.17";"44.7%";"4.90";"4.90";"4.90";"4.90";"-";"4.90";"-";"0.66";"Marge faible (Vérifier)"
"106";"Echarpe de Norbert Dragonneau";"CR1009";"9.75";"22.00";"2.26";"46.8%";"17.50";"23.99";"20.49";"-";"19.99";"17.50";"23.99";"0.84";"RAS"
"107";"Echarpe - Poufsouffle";"CR1004";"9.75";"22.00";"2.26";"46.8%";"21.99";"30.00";"24.95";"22.90";"21.99";"24.90";"30.00";"1.03";"RAS"
"108";"Echarpe - Serdaigle";"CR1003";"9.50";"22.00";"2.32";"48.2%";"21.99";"30.00";"24.95";"22.90";"21.99";"24.90";"30.00";"1.02";"RAS"
"109";"Echarpe - Serpentard";"CR1002";"9.50";"22.00";"2.32";"48.2%";"21.99";"30.00";"24.95";"22.90";"21.99";"24.90";"30.00";"1.02";"RAS"
"110";"Robe de Sorcier (enfants) - Serpentard";"CR1202KIDS";"42.95";"87.95";"2.05";"41.4%";"84.99";"89.99";"87.72";"86.90";"84.99";"89.00";"89.99";"1.02";"Marge faible (Vérifier)"
"112";"Robe de Sorcier (enfants) - Serdaigle";"CR1203KIDS";"42.95";"87.95";"2.05";"41.4%";"86.90";"95.00";"90.22";"86.90";"95.00";"89.00";"89.99";"1.02";"Marge faible (Vérifier)"
"114";"Robe de Sorcier (enfants) - Poufsouffle";"CR1204KIDS";"42.95";"87.95";"2.05";"41.4%";"84.99";"89.99";"87.72";"86.90";"84.99";"89.00";"89.99";"1.03";"Marge faible (Vérifier)"
"116";"Cravate Deluxe Gryffondor avec pin's";"CR1111";"11.99";"24.95";"2.08";"42.3%";"22.90";"28.50";"25.97";"22.90";"24.99";"27.50";"28.50";"0.93";"Marge faible (Vérifier)"
"117";"Cravate Deluxe Serpentard avec pin's";"CR1112";"11.95";"24.95";"2.09";"42.5%";"22.90";"28.50";"25.97";"22.90";"24.99";"27.50";"28.50";"0.93";"Marge faible (Vérifier)"
"118";"Cravate Deluxe Serdaigle avec pin's";"CR1113";"11.99";"24.95";"2.08";"42.3%";"22.90";"27.95";"25.84";"22.90";"24.99";"27.50";"27.95";"0.87";"Marge faible (Vérifier)"
"119";"Cravate Deluxe Poufsouffle avec pin's";"CR1114";"11.99";"24.95";"2.08";"42.3%";"22.90";"28.50";"25.97";"22.90";"24.99";"27.50";"28.50";"0.94";"Marge faible (Vérifier)"
"120";"Cravate kid Gryffondor - Logo tissé";"CR1141";"8.60";"19.95";"2.32";"48.3%";"16.90";"22.00";"19.70";"16.90";"19.99";"19.90";"22.00";"0.81";"RAS"
"121";"Set Enfant Gants Tactiles & Bonnet - Serpentard";"CR1322";"11.00";"24.95";"2.27";"47.1%";"19.90";"26.00";"22.95";"-";"-";"19.90";"26.00";"1.04";"RAS"
"122";"Set Enfant Gants Tactiles & Bonnet - Serdaigle";"CR1323";"11.00";"24.95";"2.27";"47.1%";"19.90";"26.00";"22.95";"-";"-";"19.90";"26.00";"1.07";"RAS"
"123";"Set Enfant Gants Tactiles & Bonnet - Poufsouffle";"CR1324";"11.00";"24.95";"2.27";"47.1%";"19.90";"26.00";"23.80";"-";"25.50";"19.90";"26.00";"0.84";"RAS"
"124";"Bonnet à pompom - Poufsouffle";"CR1334";"8.40";"19.95";"2.38";"49.5%";"17.99";"20.90";"19.72";"20.90";"17.99";"20.00";"19.99";"1.10";"RAS"
"125";"Bonnet à pompom - Gryffondor";"CR1331";"8.40";"19.95";"2.38";"49.5%";"17.99";"20.90";"19.72";"20.90";"17.99";"20.00";"19.99";"1.07";"RAS"
"126";"Bonnet à pompon - Serpentard";"CR1332";"8.40";"19.95";"2.38";"49.5%";"18.99";"20.90";"19.97";"20.90";"18.99";"20.00";"19.99";"1.13";"RAS"
"127";"Bonnet à pompon - Serdaigle";"CR1333";"8.40";"19.95";"2.38";"49.5%";"18.99";"20.90";"19.97";"20.90";"18.99";"20.00";"19.99";"1.09";"RAS"
"131";"Cravate kid Serpentard - Logo tissé";"CR1142";"8.60";"19.95";"2.32";"48.3%";"16.90";"22.00";"19.20";"16.90";"17.99";"19.90";"22.00";"0.81";"RAS"
"132";"Cravate kid Serdaigle - Logo tissé";"CR1143";"8.60";"19.95";"2.32";"48.3%";"16.90";"22.00";"19.70";"16.90";"19.99";"19.90";"22.00";"0.80";"RAS"
"133";"Cravate kid Poufsouffle - logo tissé";"CR1144";"8.60";"19.95";"2.32";"48.3%";"16.90";"22.00";"19.70";"16.90";"19.99";"19.90";"22.00";"0.83";"RAS"
"134";"Robe de Quidditch personnalisable (enfants) - Gryffondor";"CR1221KIDS";"39.95";"89.95";"2.25";"46.7%";"69.90";"89.99";"83.26";"69.90";"-";"89.90";"89.99";"0.83";"RAS"
"135";"Robe de Quidditch personnalisable (enfants) - Serpentard";"CR1222KIDS";"39.95";"89.95";"2.25";"46.7%";"69.90";"89.99";"83.26";"69.90";"-";"89.90";"89.99";"0.83";"RAS"
"136";"Ensemble de 55 stickers Harry Potter";"CR5200";"2.80";"5.95";"2.13";"43.5%";"5.99";"5.99";"5.99";"-";"-";"-";"5.99";"0.71";"Marge faible (Vérifier)"
"137";"Pré-au-Lard - Les Trois Balais - puzzle 3D";"W3D1012";"18.99";"37.95";"2.00";"40.0%";"37.95";"39.99";"38.97";"-";"39.99";"37.95";"-";"1.11";"Marge faible (Vérifier)"
"138";"Porte-clés Reliques de la mort";"EKH0054";"5.95";"12.99";"2.18";"45.0%";"11.90";"12.99";"12.70";"11.90";"12.99";"12.90";"12.99";"1.18";"Marge faible (Vérifier)"
"140";"Sirius Black Wanted Poster";"HPP12";"7.15";"14.99";"2.10";"42.8%";"12.99";"16.99";"14.99";"-";"16.99";"-";"12.99";"0.68";"Marge faible (Vérifier)"
"142";"Poster - Undesirable  No.1 Harry Potter";"HPP11";"4.81";"14.99";"3.12";"61.5%";"12.99";"17.00";"15.00";"-";"12.99";"17.00";"-";"0.77";"RAS"
"143";"Poster - Wanted Bellatrix Lestrange";"HPP10";"7.15";"14.99";"2.10";"42.8%";"15.99";"17.00";"16.72";"16.90";"15.99";"17.00";"16.99";"0.73";"Marge faible (Vérifier)"
"145";"Poster - Proclamation 31";"HPP02";"7.15";"14.99";"2.10";"42.8%";"12.99";"15.99";"14.49";"-";"12.99";"-";"15.99";"0.73";"Marge faible (Vérifier)"
"147";"Poster - Eeylops Owl Emporium";"HPP01";"7.15";"14.99";"2.10";"42.8%";"12.90";"17.00";"14.30";"12.90";"12.99";"17.00";"-";"0.84";"Marge faible (Vérifier)"
"149";"Journal - Gryffondor House";"HJ12";"3.61";"9.95";"2.76";"56.5%";"11.99";"11.99";"11.99";"-";"11.99";"-";"-";"0.71";"Opportunité (Augmenter !)"
"150";"Journal - Les Animaux fantastiques";"HJ09";"7.82";"19.99";"2.56";"53.1%";"19.90";"25.00";"21.21";"19.90";"20.00";"19.95";"25.00";"0.81";"RAS"
"151";"Journal - A History of Magic";"HJ08";"7.82";"19.99";"2.56";"53.1%";"19.99";"20.00";"19.99";"-";"19.99";"20.00";"-";"0.91";"RAS"
"152";"Journal - Poudlard : A History";"HJ06";"7.82";"19.99";"2.56";"53.1%";"19.99";"20.00";"19.99";"-";"19.99";"20.00";"-";"0.83";"RAS"
"153";"Journal - Poufsouffle House";"HJ13";"3.61";"9.95";"2.76";"56.5%";"9.99";"12.90";"11.47";"12.90";"11.99";"11.00";"9.99";"0.66";"RAS"
"155";"Poudlard Map Poster";"HPP62";"7.15";"14.99";"2.10";"42.8%";"11.99";"17.00";"14.50";"-";"11.99";"17.00";"-";"0.69";"Marge faible (Vérifier)"
"156";"Journal - Serdaigle House";"HJ14";"3.61";"9.95";"2.76";"56.5%";"10.00";"12.90";"11.63";"12.90";"11.99";"10.00";"-";"0.67";"RAS"
"157";"Journal - Serpentard House";"HJ15";"3.61";"9.95";"2.76";"56.5%";"10.00";"11.99";"11.00";"-";"11.99";"10.00";"-";"0.68";"RAS"
"158";"Lot de 20 cartes postales - les couvertures de livres de Poudlard";"HPC04";"7.60";"15.99";"2.10";"43.0%";"15.99";"19.90";"17.60";"16.90";"15.99";"19.90";"-";"0.89";"Marge faible (Vérifier)"
"159";"Poster - Daily Prophet Harry Potter Undesirable  No.1";"HPP13";"7.15";"14.99";"2.10";"42.8%";"12.99";"12.99";"12.99";"-";"12.99";"-";"-";"0.89";"Trop cher (Baisser !)"
"162";"Set - Lettre d'acceptation à Poudlard";"HPWS01";"8.13";"20.00";"2.46";"51.2%";"19.90";"19.90";"19.90";"-";"19.90";"19.90";"19.90";"0.63";"RAS"
"163";"Marque-page Poufsouffle";"EHPBM0024";"4.80";"11.99";"2.50";"52.0%";"12.00";"13.00";"12.72";"12.90";"12.99";"12.00";"13.00";"1.10";"RAS"
"164";"Pin's Vif d'or";"EHPPB0004";"3.35";"7.99";"2.39";"49.7%";"7.90";"7.99";"7.95";"7.90";"7.99";"7.90";"7.99";"1.20";"RAS"
"165";"Marque-page Serdaigle - Harry Potter";"EHPBM0025";"4.80";"11.95";"2.49";"51.8%";"12.00";"13.00";"12.72";"12.90";"12.99";"12.00";"13.00";"1.09";"RAS"
"172";"Lot de 20 cartes postales - The Daily Prophet";"DPP01";"5.41";"15.99";"2.96";"59.4%";"15.99";"19.99";"18.20";"16.90";"15.99";"19.90";"19.99";"0.92";"RAS"
