ID;Nom;EAN;Mon Prix Achat HT;Mon Prix Vente TTC;Mon Coef;Ma Marge Brute %;Prix Min Marché;Prix Max Marché;Prix Moyen Marché;3 Reliques;4 Maisons;Wizard Shop;2 Balais;Confiance;Conseil
"2879";"Jeu de société - Défense contre les forces du mal";"J05025";"5.78";"9.90";"1.71";"29.9%";"11.90";"11.90";"11.90";"11.90";"-";"-";"-";"0.81";"Opportunité (Augmenter !)"
"2880";"Manuel de dessin de Poudlard";"J05027";"8.56";"12.90";"1.51";"20.4%";"11.90";"12.95";"12.58";"12.90";"12.95";"11.90";"-";"0.73";"Marge faible (Vérifier)"
"2881";"Harry Potter POP! Movies Vinyl figurine Luna Lovegood with Lion Head 9 cm";"FK14944";"8.94";"16.99";"1.90";"36.9%";"16.99";"16.99";"16.99";"-";"-";"-";"16.99";"0.64";"Marge faible (Vérifier)"
"2882";"Serre-livres Serpentard ";"NEMN-B5958V2";"45.97";"79.90";"1.74";"31.0%";"79.90";"84.99";"81.60";"79.90";"84.99";"-";"79.90";"0.98";"Marge faible (Vérifier)"
"2883";"Serre-livres Gryffondor";"NEMN-B6020W2";"45.97";"79.90";"1.74";"31.0%";"86.90";"86.90";"86.90";"86.90";"-";"-";"-";"0.66";"Marge faible (Vérifier)"
"2885";"Porte-clés peluche - Voldemort";"CR2745";"4.30";"9.95";"2.31";"48.1%";"9.99";"13.90";"11.95";"13.90";"-";"-";"9.99";"0.79";"RAS"
"2888";"Porte-clés Abeille";"DF_68924";"4.48";"7.99";"1.78";"32.7%";"7.90";"8.99";"8.45";"7.90";"-";"-";"8.99";"0.71";"Marge faible (Vérifier)"
"2892";"Baguette en Cristal Violet";"WA_76538";"8.00";"15.00";"1.88";"36.0%";"13.90";"13.90";"13.90";"13.90";"-";"-";"-";"0.62";"Trop cher (Baisser !)"
"2893";"Porte-clés peluche Chocogrenouille";"CR2735";"4.30";"9.95";"2.31";"48.1%";"9.90";"11.95";"10.71";"9.90";"10.99";"11.95";"9.99";"0.76";"RAS"
"2894";"Porte-clés peluche Dobby";"CR2736";"4.30";"9.95";"2.31";"48.1%";"8.00";"13.90";"11.21";"13.90";"12.95";"8.00";"9.99";"0.79";"RAS"
"2895";"Porte-clés peluche Hedwige";"CR2737";"4.30";"9.95";"2.31";"48.1%";"9.99";"13.90";"11.93";"13.90";"-";"11.90";"9.99";"0.91";"RAS"
"2896";"Stylo Mignon - Serpentard ";"CR5422";"1.70";"4.50";"2.65";"54.7%";"4.50";"4.90";"4.70";"4.90";"-";"-";"4.50";"0.73";"RAS"
"2897";"Stylo Mignon - Serdaigle";"CR5423";"1.70";"4.50";"2.65";"54.7%";"4.90";"4.99";"4.95";"4.90";"-";"-";"4.99";"0.73";"RAS"
"2898";"Stylo Mignon - Poufsouffle ";"CR5424";"1.70";"4.50";"2.65";"54.7%";"4.50";"4.90";"4.70";"4.90";"-";"-";"4.50";"0.76";"RAS"
"2899";"Stylo Mignon - Luna Lovegood ";"CR5425";"1.70";"4.50";"2.65";"54.7%";"3.90";"3.99";"3.95";"3.90";"-";"-";"3.99";"0.71";"Trop cher (Baisser !)"
"2900";"Crayon à papier Bièraubeurre ";"CR5435";"0.60";"1.50";"2.50";"52.0%";"1.30";"2.00";"1.65";"1.30";"-";"-";"2.00";"0.68";"RAS"
"2901";"Crayon à papier Dobby";"CR5436";"0.60";"1.50";"2.50";"52.0%";"1.30";"2.00";"1.65";"1.30";"-";"-";"2.00";"0.70";"RAS"
"2902";"Crayon à papier et gomme Hedwige";"CR5437";"1.40";"3.50";"2.50";"52.0%";"2.90";"2.90";"2.90";"2.90";"-";"-";"-";"0.65";"Trop cher (Baisser !)"
"2903";"Crayon à papier et gomme Quai 9 3/4";"CR5438";"1.40";"3.50";"2.50";"52.0%";"2.90";"2.90";"2.90";"2.90";"-";"-";"-";"0.65";"Trop cher (Baisser !)"
"2904";"Crayon à papier et gomme Honeydukes";"CR5439";"1.40";"3.50";"2.50";"52.0%";"2.90";"2.90";"2.90";"2.90";"-";"-";"-";"0.62";"Trop cher (Baisser !)"
"2905";"Stylo Carte du Maraudeur ";"EHPPP0118";"3.65";"8.00";"2.19";"45.3%";"7.90";"10.00";"8.70";"7.90";"7.90";"10.00";"8.99";"0.81";"Marge faible (Vérifier)"
"2907";"Badge Gâteau Happee Birthdae ";"EHPBB0521";"1.50";"3.50";"2.33";"48.6%";"2.90";"2.90";"2.90";"2.90";"-";"-";"-";"0.81";"Trop cher (Baisser !)"
"2908";"Pin's plaque Gryffondor ";"EHPPB0213";"4.25";"8.99";"2.12";"43.3%";"6.99";"12.00";"8.97";"7.91";"6.99";"12.00";"9.00";"0.72";"Marge faible (Vérifier)"
"2909";"Pin's plaque Poufsouffle";"EHPPB0217";"4.25";"8.99";"2.12";"43.3%";"7.90";"11.90";"9.68";"7.90";"9.90";"11.90";"9.00";"0.72";"Marge faible (Vérifier)"
"2910";"Pin's plaque Serpentard";"EHPPB0221";"4.25";"8.99";"2.12";"43.3%";"7.91";"12.00";"9.47";"7.91";"8.99";"12.00";"9.00";"0.68";"Marge faible (Vérifier)"
"2911";"Pin's Gâteau Happee Birthdae ";"EHPPB0521";"4.10";"8.99";"2.19";"45.3%";"7.99";"11.90";"9.70";"11.90";"8.99";"9.90";"7.99";"1.01";"Marge faible (Vérifier)"
"2912";"Pin's Carte du Maraudeur";"HPPB0118";"4.70";"9.99";"2.13";"43.5%";"8.99";"10.99";"9.97";"9.90";"10.99";"10.00";"8.99";"0.78";"Marge faible (Vérifier)"
"2913";"Pin's plaque Serdaigle";"EHPPB0208";"4.25";"8.99";"2.12";"43.3%";"7.91";"12.00";"9.70";"7.91";"9.90";"12.00";"9.00";"0.67";"Marge faible (Vérifier)"
"2914";"Sac à dos Hobbiton";"CR2452";"27.50";"59.95";"2.18";"45.0%";"59.90";"59.99";"59.95";"59.90";"59.99";"-";"-";"0.86";"Marge faible (Vérifier)"
"2921";"Pack Mug et Chaussettes Citrouille";"AL_64024";"8.68";"17.50";"2.02";"40.5%";"18.95";"18.95";"18.95";"-";"18.95";"-";"-";"0.62";"Marge faible (Vérifier)"
"2931";"Carnet A5 Expecto Patronum";"NBA5HP112";"6.95";"12.00";"1.73";"30.5%";"11.99";"12.99";"12.63";"12.90";"11.99";"-";"12.99";"0.72";"Marge faible (Vérifier)"
"2932";"Bonbonnière Bertie Botts";"JARHP02";"9.95";"21.95";"2.21";"45.6%";"21.99";"21.99";"21.99";"-";"21.99";"-";"-";"0.87";"RAS"
"2934";"Décoration à suspendre - Chocogrenouille";"DECHP98";"5.95";"12.00";"2.02";"40.5%";"10.99";"12.99";"12.22";"12.90";"12.99";"12.00";"10.99";"0.67";"Marge faible (Vérifier)"
"2935";"Théière et tasse Divination";"TFOR1HP01";"18.30";"39.90";"2.18";"45.0%";"36.90";"42.99";"39.96";"36.90";"42.99";"-";"39.99";"0.89";"Marge faible (Vérifier)"
"2936";"Boîte à bijoux Chocogrenouille";"SBOXHP07";"5.95";"12.00";"2.02";"40.5%";"10.99";"12.99";"12.21";"12.90";"12.99";"11.95";"10.99";"0.73";"Marge faible (Vérifier)"
"2937";"Assiette à bijoux Hedwige";"ACCDHP01";"6.77";"14.00";"2.07";"42.0%";"14.90";"14.90";"14.90";"14.90";"-";"-";"-";"0.82";"Marge faible (Vérifier)"
"2938";"Puzzle Le Trio 1000 pièces";"NMR65434 ";"8.66";"20.00";"2.31";"48.0%";"19.90";"19.99";"19.97";"19.99";"19.99";"19.90";"19.99";"0.80";"RAS"
"2939";"Tirelire Dobby";"P080161 ";"10.27";"21.00";"2.04";"41.3%";"19.90";"22.90";"21.40";"22.90";"-";"19.90";"-";"0.75";"Marge faible (Vérifier)"
"2940";"Jeu de plateau - Une Année à Poudlard";"TOPI-HAR-609001";"18.97";"38.00";"2.00";"40.1%";"34.90";"46.99";"40.45";"34.90";"46.99";"35.00";"44.90";"0.85";"Marge faible (Vérifier)"
"2941";"Jeu de cartes - Le Rapeltout ";"TOPI-HP-ME-MI-109901";"5.12";"10.00";"1.95";"38.6%";"9.00";"9.99";"9.50";"-";"9.99";"-";"9.00";"0.70";"Marge faible (Vérifier)"
"2948";"Porte-clés lettre d'acceptation Poudlard";"NN7113";"5.20";"11.95";"2.30";"47.8%";"9.00";"11.99";"11.22";"11.90";"11.99";"9.00";"11.99";"0.77";"RAS"
"2950";"Marque-page métal - Blason de Gryffondor";"MAP5321";"3.15";"7.95";"2.52";"52.5%";"7.90";"9.99";"9.29";"7.90";"9.99";"-";"9.99";"0.93";"RAS"
"2951";"Marque-page métal - Blason de Serpentard";"MAP5322";"3.15";"7.95";"2.52";"52.5%";"7.90";"9.99";"9.29";"7.90";"9.99";"-";"9.99";"0.93";"RAS"
"2952";"Marque-page métal - Blason de Serdaigle";"MAP5323";"3.15";"7.95";"2.52";"52.5%";"7.90";"9.99";"9.29";"7.90";"9.99";"-";"9.99";"0.92";"RAS"
"2953";"Marque-page métal - Blason de Poufsouffle";"MAP5324";"3.15";"7.95";"2.52";"52.5%";"7.90";"10.99";"9.63";"7.90";"10.99";"-";"9.99";"0.85";"RAS"
"2957";"Bocal de Dragées Surprises";"LB-BC1";"4.82";"9.99";"2.07";"42.1%";"11.99";"11.99";"11.99";"-";"11.99";"-";"-";"0.62";"Opportunité (Augmenter !)"
"2958";"Bocal de bonbons à la bieraubeurre";"LB-BB1";"4.82";"9.99";"2.07";"42.1%";"7.99";"7.99";"7.99";"-";"7.99";"-";"-";"0.71";"Trop cher (Baisser !)"
"2959";"Bocal de chocogrenouilles";"LB-CG1";"4.82";"9.99";"2.07";"42.1%";"9.00";"10.99";"10.22";"9.90";"10.99";"9.00";"10.99";"0.81";"Marge faible (Vérifier)"
"2963";"Bougie biaureubeurre";"LB-BBB1";"12.30";"25.00";"2.03";"41.0%";"22.90";"24.99";"23.95";"22.90";"24.99";"-";"-";"0.70";"Marge faible (Vérifier)"
"2964";"Bougie chocogrenouille";"LB-BCG1";"12.30";"25.00";"2.03";"41.0%";"19.00";"24.99";"21.22";"19.90";"24.99";"19.00";"20.99";"0.77";"Marge faible (Vérifier)"
"2965";"Bougie Salle commune de Gryffondor";"LB-BSG1";"12.30";"25.00";"2.03";"41.0%";"22.90";"24.99";"23.61";"22.90";"24.99";"-";"22.95";"0.63";"Marge faible (Vérifier)"
"2966";"Bougie Salle commune de Poufsouffle";"LB-BSP1";"12.30";"25.00";"2.03";"41.0%";"22.90";"24.99";"23.93";"22.90";"24.99";"24.90";"22.95";"0.63";"Marge faible (Vérifier)"
"2967";"Bougie Luna Lovegood";"LB-BLL1";"12.30";"25.00";"2.03";"41.0%";"24.90";"25.99";"25.19";"24.90";"24.99";"24.90";"25.99";"0.74";"Marge faible (Vérifier)"
"2969";"Bougie Salle commune de Serpentard";"LB-BSSP1";"12.30";"25.00";"2.03";"41.0%";"22.90";"22.99";"22.95";"22.90";"-";"-";"22.99";"0.62";"Trop cher (Baisser !)"
"2971";"Sirop magique - Chocogrenouille";"LB-SMCG1";"4.82";"9.99";"2.07";"42.1%";"8.90";"10.99";"9.95";"9.90";"9.99";"8.90";"10.99";"0.71";"Marge faible (Vérifier)"
"2979";"Harry Potter POP! Movies Vinyl - Maugrey Fol Oeil";"FK10990 ";"8.94";"16.99";"1.90";"36.9%";"16.99";"16.99";"16.99";"-";"-";"-";"16.99";"0.80";"Marge faible (Vérifier)"
"2980";"Harry Potter POP! Movies Vinyl - Hermione Botanique";"FK29502";"8.94";"16.99";"1.90";"36.9%";"16.99";"16.99";"16.99";"-";"16.99";"-";"-";"0.70";"Marge faible (Vérifier)"
"2981";"Stylo Mignon - Gryffondor ";"CR5421";"1.70";"4.50";"2.65";"54.7%";"4.50";"4.90";"4.70";"4.90";"-";"-";"4.50";"0.73";"RAS"
"2982";"Crayon à papier Serpentard";"CR5432";"0.40";"1.50";"3.75";"68.0%";"2.00";"2.00";"2.00";"-";"-";"-";"2.00";"0.65";"Opportunité (Augmenter !)"
"2983";"Crayon à papier Serdaigle";"CR5433";"0.60";"1.50";"2.50";"52.0%";"2.00";"2.00";"2.00";"-";"-";"-";"2.00";"0.67";"Opportunité (Augmenter !)"
"2984";"Crayon à papier Poufsouffle";"CR5434";"0.60";"1.50";"2.50";"52.0%";"2.00";"2.00";"2.00";"-";"-";"-";"2.00";"0.63";"Opportunité (Augmenter !)"
"2985";"Crayon à papier et gomme frères Weasley";"CR5440";"1.40";"3.50";"2.50";"52.0%";"2.90";"2.90";"2.90";"2.90";"-";"-";"-";"0.66";"Trop cher (Baisser !)"
"2986";"Baguette de Mangemort (marron)";"NN8222";"18.85";"35.95";"1.91";"37.1%";"36.99";"38.00";"37.63";"37.90";"36.99";"-";"38.00";"1.01";"Marge faible (Vérifier)"
"2989";"Ensemble Tasse Et Chaussettes De Noël - Pain d'épices";"BR_73523";"7.44";"15.00";"2.02";"40.5%";"13.99";"15.90";"14.96";"-";"13.99";"15.90";"14.99";"0.63";"Marge faible (Vérifier)"
"2991";"Ensemble Tasse Et Chaussettes - Père Noël";"CR_00020";"7.48";"16.00";"2.14";"43.9%";"14.99";"19.90";"17.45";"19.90";"18.99";"15.90";"14.99";"0.66";"Marge faible (Vérifier)"
"3005";"Ensemble Tasse Et Chaussettes - Renne de noël";"TD_58523";"7.94";"16.00";"2.02";"40.4%";"15.90";"15.90";"15.90";"-";"-";"15.90";"-";"0.70";"Marge faible (Vérifier)"
"3008";"Ensemble De Mugs Et Chaussettes - Magie de Noël";"SF_71724";"7.50";"15.00";"2.00";"40.0%";"13.99";"13.99";"13.99";"-";"13.99";"-";"-";"0.61";"Trop cher (Baisser !)"
"3016";"Porte-clés sac à dos Pull de Ron ";"CR2705";"7.50";"16.95";"2.26";"46.9%";"16.90";"16.99";"16.96";"16.90";"16.99";"-";"16.99";"0.98";"RAS"
"3017";"Calendrier de l'avent 2024 - Bijoux et accessoires ";"EHPA00546";"57.00";"99.90";"1.75";"31.5%";"94.90";"100.00";"97.97";"94.90";"100.00";"-";"99.00";"0.63";"Marge faible (Vérifier)"
"3018";"Porte-clés sac à dos Dragées de Bertie Crochue";"CR2706";"7.50";"16.95";"2.26";"46.9%";"15.90";"16.99";"16.70";"16.90";"16.99";"15.90";"16.99";"0.92";"RAS"
"3019";"Porte-clés sac à dos Pull de Harry";"CR2704";"7.50";"16.95";"2.26";"46.9%";"16.90";"16.99";"16.96";"16.90";"16.99";"-";"16.99";"0.96";"RAS"
"3020";"Sac à dos Porte de la Moria ";"CR2450";"27.50";"59.95";"2.18";"45.0%";"54.90";"54.90";"54.90";"54.90";"-";"-";"-";"0.77";"Trop cher (Baisser !)"
"3021";"Porte-clés sac à dos Quidditch ";"CR2702";"7.50";"16.95";"2.26";"46.9%";"16.90";"16.99";"16.96";"16.90";"16.99";"-";"16.99";"1.06";"RAS"
"3022";"Porte-clés sac à dos Luna Lovegood ";"CR2703";"7.50";"16.95";"2.26";"46.9%";"16.90";"16.99";"16.96";"16.90";"16.99";"-";"16.99";"0.88";"RAS"
"3023";"Porte-clés sac à dos Chocogrenouille";"CR2707";"7.50";"16.95";"2.26";"46.9%";"11.95";"16.99";"15.46";"15.90";"16.99";"11.95";"16.99";"1.01";"RAS"
"3026";"Bougeoir Gryffondor";"B6664B24";"7.03";"16.99";"2.42";"50.3%";"15.99";"19.99";"18.20";"19.90";"15.99";"16.90";"19.99";"0.85";"RAS"
"3027";"Décoration de sapin - Hedwige";"B6063V2";"7.58";"16.00";"2.11";"43.1%";"12.99";"14.90";"13.93";"13.90";"12.99";"14.90";"-";"0.74";"Trop cher (Baisser !)"
"3028";"Coffret à bijoux Poudlard";"B6620B24";"29.95";"64.95";"2.17";"44.7%";"65.00";"69.99";"67.50";"-";"69.99";"-";"65.00";"0.84";"Marge faible (Vérifier)"
"3029";"Sablier Voldemort ";"B6666B24";"37.91";"79.99";"2.11";"43.1%";"84.99";"89.90";"87.44";"89.90";"84.99";"-";"-";"0.85";"Marge faible (Vérifier)"
"3030";"Bougeoir Serpentard";"B6665B24";"7.03";"16.99";"2.42";"50.3%";"15.99";"19.99";"18.20";"19.90";"15.99";"16.90";"19.99";"0.85";"RAS"
"3032";"Hedwige - Toyllectible Pufflums";"NN8169";"11.70";"22.95";"1.96";"38.8%";"22.95";"22.95";"22.95";"-";"-";"22.95";"-";"0.66";"Marge faible (Vérifier)"
"3033";"Calendrier de l'avent Deluxe 2024 Harry Potter";"CR2106";"27.50";"54.95";"2.00";"39.9%";"57.99";"57.99";"57.99";"-";"57.99";"-";"-";"0.84";"Marge faible (Vérifier)"
"3034";"Tote bag - Reliques de la Mort";"GP2400634";"5.70";"12.00";"2.11";"43.0%";"11.90";"12.99";"12.70";"11.90";"12.99";"12.90";"12.99";"0.75";"Marge faible (Vérifier)"
"3035";"Tote bag - Poudlard Aquarelle";"GP2400639";"5.70";"12.00";"2.11";"43.0%";"12.00";"12.00";"12.00";"-";"-";"12.00";"-";"0.91";"Marge faible (Vérifier)"
"3036";"Marque-Page Magnétique - Always";"MS65160";"2.00";"5.00";"2.50";"52.0%";"4.90";"5.99";"5.45";"4.90";"-";"-";"5.99";"0.84";"RAS"
"3037";"Mug Bertie Crochue en rose";"MGC27577";"6.00";"12.00";"2.00";"40.0%";"13.90";"13.90";"13.90";"13.90";"-";"-";"-";"0.65";"Opportunité (Augmenter !)"
"3038";"Marque-Page Magnétique - Hedwige";"MS65161";"3.58";"7.50";"2.09";"42.7%";"5.99";"9.90";"8.26";"8.90";"-";"9.90";"5.99";"0.83";"Marge faible (Vérifier)"
"3039";"Marque-Page Magnétique - Patronus de Poudlard";"MS65159";"2.00";"5.00";"2.50";"52.0%";"4.90";"5.99";"5.45";"4.90";"-";"-";"5.99";"0.75";"RAS"
"3041";"Fondant de cire - Bière au beurre";"FD-BB1";"3.00";"6.00";"2.00";"40.0%";"4.50";"4.50";"4.50";"-";"-";"4.50";"-";"0.69";"Trop cher (Baisser !)"
"3045";"Bougie polynectar";"LB-BPO1";"12.00";"25.00";"2.08";"42.4%";"25.00";"25.00";"25.00";"-";"-";"-";"25.00";"0.62";"Marge faible (Vérifier)"
"3053";"Cape de Hobbit taille S/M ";"CR1251";"29.50";"64.95";"2.20";"45.5%";"64.90";"64.90";"64.90";"64.90";"-";"-";"-";"0.64";"RAS"
"3054";"Cape de Hobbit taille M/L";"CR1252";"29.50";"64.95";"2.20";"45.5%";"64.90";"64.90";"64.90";"64.90";"-";"-";"-";"0.64";"RAS"
"3055";"Boule de noël cadeau - Puzzle Carte du Maraudeur";"CR6206";"5.40";"11.95";"2.21";"45.8%";"8.90";"16.99";"12.95";"8.90";"12.96";"16.99";"-";"0.78";"RAS"
"3056";"Calendrier de l’avent 2024 Dobby";"CR2105";"16.95";"34.95";"2.06";"41.8%";"34.90";"36.99";"35.96";"34.90";"36.99";"-";"35.99";"0.72";"Marge faible (Vérifier)"
"3059";"Le guide la magie à poudlard - Sortilèges ";"J05439";"13.20";"19.90";"1.51";"20.4%";"19.90";"19.90";"19.90";"19.90";"19.90";"-";"19.90";"0.73";"Marge faible (Vérifier)"
"3060";"Noël à Poudlard - Illustré par Ziyi Gao";"J05446";"13.20";"19.90";"1.51";"20.4%";"19.90";"19.90";"19.90";"19.90";"19.90";"-";"-";"0.67";"Marge faible (Vérifier)"
"3061";"Coffret MinaLima - Livres 1 à 3";"J05447";"72.99";"110.00";"1.51";"20.4%";"94.75";"110.00";"104.92";"94.75";"-";"110.00";"110.00";"0.85";"Marge faible (Vérifier)"
"3062";"Grand livre Pop-up des créatures";"J04931";"53.08";"80.00";"1.51";"20.4%";"80.00";"80.00";"80.00";"80.00";"80.00";"80.00";"-";"1.08";"Marge faible (Vérifier)"
"3063";"Sablier Mangemorts ";"B6621B24";"37.91";"79.99";"2.11";"43.1%";"84.99";"89.90";"87.44";"89.90";"84.99";"-";"-";"1.06";"Marge faible (Vérifier)"
"3064";"Ornement de sapin - Gryffondor ";"B6065V2";"8.13";"16.00";"1.97";"39.0%";"14.90";"15.99";"15.20";"14.90";"15.99";"14.90";"14.99";"0.66";"Marge faible (Vérifier)"
"3065";"Ornement de sapin - Poudlard";"B6064V2";"8.13";"16.00";"1.97";"39.0%";"16.99";"16.99";"16.99";"-";"16.99";"-";"-";"0.65";"Marge faible (Vérifier)"
"3066";"Ornement de sapin - Poufsouffle";"B6067V2";"8.13";"16.00";"1.97";"39.0%";"14.90";"15.99";"15.20";"14.90";"15.99";"14.90";"14.99";"0.69";"Marge faible (Vérifier)"
"3067";"Ornement de sapin - Serdaigle";"B6068V2";"8.13";"16.00";"1.97";"39.0%";"14.90";"16.99";"16.26";"16.90";"16.99";"14.90";"-";"0.68";"Marge faible (Vérifier)"
"3068";"Ornement de sapin - Serpentard";"B6066V2";"8.13";"16.00";"1.97";"39.0%";"14.90";"16.99";"15.95";"16.90";"16.99";"14.90";"14.99";"0.68";"Marge faible (Vérifier)"
"3069";"Sachet Bertie Crochue ";"071570000615";"2.57";"5.50";"2.14";"43.9%";"4.99";"4.99";"4.99";"-";"4.99";"-";"-";"0.72";"Trop cher (Baisser !)"
"3070";"Ouvre-lettres - Dard";"NN5522";"21.45";"42.95";"2.00";"40.1%";"39.90";"45.00";"43.28";"39.90";"-";"44.95";"45.00";"0.76";"Marge faible (Vérifier)"
"3073";"Trousse Gryffondor";"CR5221";"7.35";"14.95";"2.03";"41.0%";"14.90";"14.99";"14.95";"14.90";"14.99";"14.90";"14.99";"0.93";"Marge faible (Vérifier)"
"3074";"Trousse Serpentard";"CR5222";"7.35";"14.95";"2.03";"41.0%";"14.90";"15.99";"15.35";"14.90";"15.99";"15.50";"14.99";"0.86";"Marge faible (Vérifier)"
"3075";"Trousse Serdaigle";"CR5223";"7.35";"14.95";"2.03";"41.0%";"14.90";"15.90";"15.32";"14.90";"15.90";"15.50";"14.99";"0.84";"Marge faible (Vérifier)"
"3076";"Trousse Poufsouffle";"CR5224";"7.30";"14.95";"2.05";"41.4%";"14.90";"15.99";"15.20";"14.90";"15.99";"14.90";"14.99";"0.84";"Marge faible (Vérifier)"
"3077";"Set cachets de cire - Le Seigneur des Anneaux";"CR5450";"8.85";"19.95";"2.25";"46.8%";"19.99";"20.00";"19.99";"20.00";"19.99";"-";"-";"0.71";"RAS"
"3078";"Marque-page métal - Anneau Unique";"CR5650";"5.20";"11.95";"2.30";"47.8%";"11.99";"12.90";"12.45";"12.90";"11.99";"-";"-";"1.01";"RAS"
"3079";" Marque-page métal - Communauté de l’anneau";"CR5651";"5.20";"11.95";"2.30";"47.8%";"12.90";"12.90";"12.90";"12.90";"-";"-";"-";"0.88";"RAS"
"3082";"Chaussette de Noël Yule Ball";"XM9724";"8.02";"16.99";"2.12";"43.4%";"18.99";"19.90";"19.45";"19.90";"18.99";"-";"-";"0.79";"Opportunité (Augmenter !)"
"3083";"Chaussette de Noël Yule Ball - Gryffondor";"XM9725";"8.02";"16.99";"2.12";"43.4%";"13.90";"20.00";"17.63";"13.90";"18.99";"20.00";"-";"0.76";"Marge faible (Vérifier)"
"3084";"Chaussette de Noël Yule Ball - Serdaigle";"XM9726";"8.02";"16.99";"2.12";"43.4%";"16.99";"19.90";"18.63";"19.90";"18.99";"16.99";"-";"0.81";"Marge faible (Vérifier)"
"3085";"Chaussette de Noël Yule Ball - Poufsouffle";"XM9727";"8.02";"16.99";"2.12";"43.4%";"16.99";"19.90";"18.63";"19.90";"18.99";"16.99";"-";"0.82";"Marge faible (Vérifier)"
"3086";"Chaussette de Noël Yule Ball - Serpentard";"XM9728";"8.02";"16.99";"2.12";"43.4%";"16.99";"19.90";"18.63";"19.90";"18.99";"16.99";"-";"0.82";"Marge faible (Vérifier)"
"3087";"Echarpe Porte de la Moria";"CR1051";"10.95";"24.95";"2.28";"47.3%";"22.90";"22.90";"22.90";"22.90";"-";"-";"-";"0.64";"Trop cher (Baisser !)"
"3088";"Crayon à papier Gryffondor";"CR5431";"0.60";"1.50";"2.50";"52.0%";"1.30";"2.00";"1.65";"1.30";"-";"-";"2.00";"0.64";"RAS"
"3089";"Echarpe Feuille de la Lorien";"CR1052";"10.95";"24.95";"2.28";"47.3%";"22.90";"24.99";"23.95";"22.90";"24.99";"-";"-";"0.77";"RAS"
"3091";"Carnet brodé Hedwige ";"CR5246";"9.00";"19.95";"2.22";"45.9%";"19.95";"19.95";"19.95";"-";"-";"-";"19.95";"0.67";"RAS"
"3092";"Peluche balais Nimbus 2000 ";"NN7349";"7.80";"16.95";"2.17";"44.8%";"16.99";"17.90";"17.29";"17.90";"16.99";"-";"16.99";"1.00";"Marge faible (Vérifier)"
"3093";"Première baguette magique Ron Weasley - Boîte Ollivander";"NN9423";"20.80";"39.95";"1.92";"37.5%";"39.90";"40.00";"39.96";"39.90";"39.99";"39.95";"40.00";"1.09";"Marge faible (Vérifier)"
"3094";"Première baguette magique Harry Potter - Boîte Ollivander";"NN9421";"20.80";"39.95";"1.92";"37.5%";"39.90";"40.00";"39.96";"39.90";"39.99";"39.95";"40.00";"1.11";"Marge faible (Vérifier)"
"3095";"Première baguette magique Hermione Granger - Boîte Ollivander";"NN9422";"20.80";"39.95";"1.92";"37.5%";"37.90";"40.00";"39.46";"37.90";"39.99";"39.95";"40.00";"1.10";"Marge faible (Vérifier)"
"3096";"Suspension de Noël MinaLima - Yule Ball";"HPDEC01";"11.57";"23.99";"2.07";"42.1%";"21.99";"22.90";"22.45";"22.90";"21.99";"-";"-";"0.73";"Marge faible (Vérifier)"
"3097";"Carte 3D de Noël - Valse des champions au Yule Ball";"HP3DCARD01";"4.00";"9.99";"2.50";"52.0%";"8.90";"9.90";"9.40";"8.90";"-";"9.90";"-";"0.84";"RAS"
"3099";"Art print - Yule Ball";"HPMM32SF";"22.71";"46.99";"2.07";"42.0%";"49.99";"49.99";"49.99";"-";"49.99";"-";"-";"0.95";"Marge faible (Vérifier)"
"3100";"Carte postale mystère - Série 02 - Le Chemin de Traverse";"WWMPC02";"1.98";"3.99";"2.02";"40.5%";"3.90";"3.99";"3.95";"3.90";"3.99";"-";"-";"0.81";"Marge faible (Vérifier)"
"3101";"Echarpe Serpentard - Lochaven";"LH2012";"23.80";"49.95";"2.10";"42.8%";"34.99";"49.90";"40.95";"49.90";"34.99";"37.95";"-";"0.66";"Marge faible (Vérifier)"
"3102";"Bonnet Serpentard - Lochaven";"LH2102";"14.99";"31.95";"2.13";"43.7%";"29.99";"29.99";"29.99";"-";"29.99";"-";"-";"0.70";"Trop cher (Baisser !)"
"3103";"Echarpe Serdaigle - Lochaven";"LH2013";"23.80";"49.95";"2.10";"42.8%";"37.95";"49.90";"41.96";"49.90";"39.99";"37.95";"39.99";"0.69";"Marge faible (Vérifier)"
"3104";"Echarpe Poufsouffle - Lochaven";"LH2014";"23.80";"49.95";"2.10";"42.8%";"34.99";"50.00";"43.21";"49.90";"34.99";"37.95";"50.00";"0.69";"Marge faible (Vérifier)"
"3105";"Bonnet Gryffondor - Lochaven";"LH2101";"14.99";"31.95";"2.13";"43.7%";"29.99";"29.99";"29.99";"-";"29.99";"-";"-";"0.70";"Trop cher (Baisser !)"
"3106";"Bonnet Serdaigle - Lochaven";"LH2103";"14.99";"31.95";"2.13";"43.7%";"29.99";"29.99";"29.99";"-";"29.99";"-";"-";"0.68";"Trop cher (Baisser !)"
"3107";"Echarpe Carte du Maraudeur ";"CR1017";"10.80";"24.95";"2.31";"48.1%";"24.90";"29.90";"26.43";"24.90";"25.99";"29.90";"24.95";"1.02";"RAS"
"3108";"Bonnet Poufsouffle - Lochaven";"LH2104";"14.99";"31.95";"2.13";"43.7%";"29.99";"35.00";"31.66";"-";"29.99";"35.00";"30.00";"0.66";"Marge faible (Vérifier)"
